Serie;id;Nombre;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;
Municipios;1343;San Sebastián de los Reyes;2.312,00;2.389,00;2.753,00;4.619,00;5.651,00;5.571,00;6.233,00;6.831,00;6.685,00;6.040,00;5.478,00;4.781,00;4.305,00;3.983,00;4.038,00;4.931,00;3.789,00;3.504,00;3.421,00;3.364,00;
Municipios;1356;Santa María de la Alameda;31,00;37,00;62,00;73,00;103,00;91,00;141,00;129,00;120,00;119,00;114,00;102,00;103,00;93,00;95,00;124,00;99,00;107,00;116,00;115,00;
Municipios;1369;Santorcaz;30,00;37,00;53,00;79,00;75,00;94,00;99,00;99,00;99,00;82,00;67,00;60,00;43,00;43,00;40,00;48,00;50,00;53,00;59,00;51,00;
Municipios;1375;Santos de la Humosa (Los);49,00;59,00;90,00;178,00;207,00;208,00;211,00;252,00;234,00;202,00;193,00;165,00;171,00;148,00;138,00;173,00;150,00;130,00;127,00;132,00;
Municipios;1381;Serna del Monte (La);3,00;4,00;6,00;5,00;8,00;7,00;9,00;9,00;8,00;9,00;7,00;8,00;9,00;10,00;15,00;8,00;7,00;7,00;6,00;5,00;
Municipios;1408;Serranillos del Valle;110,00;96,00;130,00;204,00;258,00;232,00;309,00;363,00;377,00;354,00;302,00;290,00;235,00;242,00;241,00;290,00;239,00;220,00;193,00;183,00;
Municipios;1415;Sevilla la Nueva;264,00;262,00;318,00;493,00;615,00;648,00;708,00;815,00;748,00;716,00;624,00;541,00;525,00;469,00;490,00;626,00;447,00;404,00;385,00;374,00;
Municipios;1436;Somosierra;2,00;2,00;4,00;2,00;7,00;5,00;5,00;4,00;3,00;8,00;6,00;1,00;2,00;4,00;2,00;2,00;8,00;5,00;4,00;5,00;
Municipios;1441;Soto del Real;217,00;221,00;224,00;383,00;453,00;441,00;500,00;569,00;548,00;522,00;493,00;414,00;386,00;376,00;349,00;427,00;338,00;315,00;333,00;325,00;
Municipios;1454;Talamanca de Jarama;85,00;83,00;131,00;219,00;256,00;297,00;326,00;375,00;325,00;311,00;280,00;203,00;211,00;198,00;203,00;237,00;194,00;191,00;187,00;173,00;
Municipios;1467;Tielmes;52,00;57,00;108,00;171,00;232,00;262,00;303,00;368,00;332,00;284,00;285,00;248,00;239,00;232,00;204,00;249,00;208,00;196,00;197,00;198,00;
Municipios;1473;Titulcia;31,00;29,00;48,00;89,00;130,00;129,00;163,00;157,00;136,00;129,00;122,00;103,00;100,00;100,00;96,00;128,00;108,00;98,00;93,00;97,00;
Municipios;1489;Torrejón de Ardoz;4.648,00;4.865,00;5.706,00;10.033,00;11.804,00;12.156,00;13.254,00;14.391,00;14.096,00;12.920,00;11.655,00;10.116,00;9.242,00;8.595,00;8.532,00;10.442,00;8.366,00;7.523,00;7.081,00;6.574,00;
Municipios;1505;Torrejón de Velasco;153,00;167,00;191,00;257,00;292,00;316,00;366,00;410,00;413,00;363,00;332,00;289,00;254,00;221,00;223,00;255,00;213,00;189,00;193,00;199,00;
Municipios;1492;Torrejón de la Calzada;220,00;235,00;258,00;450,00;548,00;591,00;707,00;748,00;672,00;638,00;568,00;535,00;457,00;439,00;462,00;537,00;451,00;429,00;432,00;407,00;
Municipios;1512;Torrelaguna;132,00;143,00;158,00;358,00;414,00;418,00;479,00;441,00;424,00;397,00;354,00;348,00;289,00;246,00;255,00;291,00;247,00;240,00;237,00;235,00;
Municipios;1527;Torrelodones;467,00;460,00;448,00;705,00;862,00;812,00;972,00;1.058,00;1.004,00;922,00;807,00;784,00;728,00;670,00;758,00;924,00;749,00;656,00;655,00;643,00;
Municipios;1533;Torremocha de Jarama;22,00;15,00;20,00;36,00;53,00;61,00;71,00;67,00;58,00;59,00;57,00;42,00;52,00;56,00;37,00;52,00;46,00;46,00;45,00;43,00;
Municipios;1548;Torres de la Alameda;299,00;294,00;370,00;680,00;794,00;810,00;872,00;932,00;888,00;810,00;721,00;657,00;608,00;554,00;579,00;635,00;494,00;458,00;441,00;434,00;
Municipios;9036;Tres Cantos;949,00;943,00;985,00;1.495,00;1.798,00;1.851,00;2.002,00;2.269,00;2.152,00;2.062,00;1.956,00;1.731,00;1.634,00;1.504,00;1.618,00;1.896,00;1.594,00;1.380,00;1.450,00;1.428,00;
Municipios;1551;Valdaracete;43,00;58,00;59,00;85,00;77,00;76,00;102,00;106,00;99,00;88,00;74,00;58,00;61,00;58,00;66,00;63,00;60,00;54,00;49,00;49,00;
Municipios;1564;Valdeavero;45,00;36,00;44,00;84,00;124,00;129,00;133,00;148,00;153,00;119,00;122,00;101,00;109,00;90,00;112,00;122,00;112,00;92,00;99,00;110,00;
Municipios;1570;Valdelaguna;34,00;30,00;40,00;67,00;97,00;79,00;101,00;110,00;87,00;66,00;74,00;68,00;63,00;59,00;59,00;70,00;71,00;61,00;67,00;69,00;
Municipios;1586;Valdemanco;22,00;22,00;34,00;47,00;61,00;65,00;69,00;72,00;72,00;61,00;65,00;55,00;49,00;43,00;45,00;54,00;50,00;44,00;38,00;46,00;
Municipios;1599;Valdemaqueda;43,00;27,00;41,00;93,00;109,00;118,00;143,00;143,00;113,00;109,00;102,00;83,00;75,00;78,00;78,00;83,00;67,00;56,00;68,00;72,00;
Municipios;1603;Valdemorillo;324,00;331,00;422,00;611,00;748,00;768,00;887,00;898,00;862,00;736,00;762,00;693,00;663,00;619,00;668,00;803,00;633,00;627,00;647,00;583,00;
Municipios;1610;Valdemoro;2.514,00;2.587,00;3.045,00;4.965,00;5.927,00;6.165,00;6.720,00;7.199,00;6.968,00;6.468,00;5.823,00;5.322,00;4.842,00;4.644,00;4.711,00;5.608,00;4.428,00;4.085,00;3.885,00;3.721,00;
Municipios;1625;Valdeolmos-Alalpardo;63,00;63,00;68,00;126,00;168,00;166,00;195,00;219,00;245,00;220,00;188,00;171,00;154,00;139,00;146,00;192,00;164,00;127,00;131,00;139,00;
Municipios;1631;Valdepiélagos;17,00;14,00;16,00;26,00;40,00;31,00;47,00;67,00;54,00;46,00;41,00;34,00;29,00;29,00;31,00;33,00;26,00;26,00;27,00;35,00;
Municipios;1646;Valdetorres de Jarama;137,00;140,00;168,00;308,00;395,00;392,00;455,00;501,00;470,00;448,00;377,00;320,00;302,00;275,00;281,00;340,00;277,00;284,00;278,00;288,00;
Municipios;1659;Valdilecha;65,00;91,00;91,00;231,00;284,00;312,00;332,00;370,00;363,00;319,00;282,00;250,00;231,00;224,00;203,00;287,00;247,00;206,00;200,00;172,00;
Municipios;1662;Valverde de Alcalá;15,00;7,00;24,00;24,00;35,00;40,00;41,00;45,00;42,00;38,00;37,00;33,00;24,00;26,00;21,00;26,00;25,00;24,00;25,00;21,00;
Municipios;1678;Velilla de San Antonio;359,00;405,00;419,00;803,00;934,00;916,00;1.072,00;1.130,00;1.070,00;962,00;860,00;797,00;748,00;676,00;684,00;896,00;692,00;681,00;630,00;633,00;
Municipios;1684;Vellón (El);51,00;44,00;77,00;133,00;164,00;158,00;179,00;200,00;212,00;183,00;187,00;158,00;137,00;146,00;132,00;156,00;125,00;112,00;126,00;139,00;
Municipios;1697;Venturada;43,00;38,00;37,00;52,00;74,00;83,00;102,00;113,00;108,00;106,00;113,00;97,00;71,00;84,00;82,00;111,00;92,00;101,00;82,00;77,00;
Municipios;1718;Villa del Prado;208,00;166,00;276,00;484,00;535,00;581,00;734,00;811,00;739,00;629,00;553,00;516,00;454,00;396,00;409,00;509,00;448,00;439,00;377,00;400,00;
Municipios;1701;Villaconejos;119,00;159,00;194,00;310,00;339,00;372,00;446,00;464,00;406,00;407,00;357,00;326,00;301,00;276,00;289,00;296,00;261,00;216,00;217,00;220,00;
Municipios;1723;Villalbilla;274,00;279,00;323,00;530,00;722,00;761,00;848,00;1.019,00;935,00;810,00;752,00;671,00;632,00;616,00;641,00;800,00;593,00;584,00;575,00;578,00;
Municipios;1739;Villamanrique de Tajo;36,00;29,00;31,00;65,00;83,00;76,00;102,00;92,00;76,00;76,00;88,00;54,00;68,00;64,00;70,00;65,00;59,00;73,00;57,00;65,00;
Municipios;1744;Villamanta;77,00;81,00;97,00;153,00;197,00;207,00;266,00;270,00;268,00;228,00;210,00;193,00;160,00;167,00;187,00;191,00;151,00;170,00;179,00;161,00;
Municipios;1757;Villamantilla;23,00;23,00;31,00;38,00;54,00;71,00;101,00;149,00;124,00;117,00;137,00;106,00;110,00;102,00;93,00;112,00;97,00;83,00;95,00;93,00;
Municipios;1782;Villanueva de Perales;42,00;38,00;56,00;73,00;98,00;102,00;133,00;155,00;143,00;113,00;122,00;100,00;114,00;90,00;86,00;113,00;102,00;91,00;93,00;95,00;
Municipios;1760;Villanueva de la Cañada;356,00;362,00;427,00;688,00;864,00;906,00;1.006,00;1.026,00;955,00;933,00;850,00;756,00;729,00;702,00;695,00;909,00;738,00;688,00;676,00;658,00;
Municipios;1776;Villanueva del Pardillo;408,00;379,00;468,00;777,00;969,00;925,00;1.039,00;1.060,00;1.081,00;998,00;864,00;779,00;723,00;665,00;713,00;827,00;648,00;601,00;576,00;594,00;
Municipios;1795;Villar del Olmo;65,00;63,00;74,00;111,00;172,00;179,00;177,00;189,00;166,00;136,00;117,00;126,00;117,00;128,00;119,00;148,00;136,00;113,00;111,00;115,00;
Municipios;1809;Villarejo de Salvanés;201,00;244,00;360,00;654,00;807,00;768,00;819,00;858,00;843,00;744,00;693,00;585,00;596,00;596,00;594,00;637,00;570,00;535,00;538,00;479,00;
Municipios;1816;Villaviciosa de Odón;694,00;717,00;805,00;1.209,00;1.347,00;1.251,00;1.393,00;1.484,00;1.403,00;1.324,00;1.192,00;1.090,00;956,00;908,00;927,00;1.124,00;852,00;799,00;798,00;787,00;
Municipios;1821;Villavieja del Lozoya;12,00;11,00;11,00;13,00;14,00;13,00;19,00;23,00;16,00;17,00;20,00;12,00;13,00;8,00;12,00;15,00;17,00;16,00;9,00;13,00;
Municipios;1837;Zarzalejo;66,00;58,00;68,00;109,00;142,00;151,00;164,00;177,00;158,00;145,00;141,00;141,00;132,00;109,00;118,00;139,00;132,00;123,00;137,00;124,00;
