Municipios;1548;Torres de la Alameda;1323;1594;1437;1680;1809;1939;2070;2250;2407;2648;2885;3223;3364;3513;3621;3671;3783;3802;3837;3879;3969;4107;4243;4349;4426;4435;4549;4583;4638;
Municipios;9036;Tres Cantos;7356;10576;8905;11510;12884;13877;14975;16009;16573;17501;18279;18430;19394;19871;20269;20732;21027;21142;21372;21667;22314;23018;23818;24587;25142;25459;25810;26045;26652;
Municipios;1551;Valdaracete;182;179;181;188;186;199;202;214;215;230;244;249;254;260;270;271;270;271;274;276;290;300;308;307;311;321;328;329;347;
Municipios;1564;Valdeavero;231;251;238;264;272;297;318;322;335;385;439;519;547;586;612;646;679;709;725;756;768;810;863;924;978;1008;1051;1104;1120;
Municipios;1570;Valdelaguna;199;234;216;241;240;235;246;259;276;306;324;381;374;397;427;446;442;446;442;425;433;456;464;496;521;527;545;552;563;
Municipios;1586;Valdemanco;171;195;191;212;227;238;251;263;275;280;297;361;363;384;408;420;427;431;438;440;449;454;457;470;496;511;520;538;581;
Municipios;1599;Valdemaqueda;174;194;189;206;213;220;238;251;272;289;299;332;339;342;344;345;347;343;334;334;342;345;351;363;372;385;406;422;420;
Municipios;1603;Valdemorillo;1757;2110;1917;2309;2556;2776;3077;3332;3707;4103;4505;5030;5196;5467;5670;5949;6172;6286;6399;6528;6723;6987;7257;7474;7663;7849;8043;8230;8361;
Municipios;1610;Valdemoro;7236;8227;7739;8897;9948;10892;11958;13130;14358;15945;17699;20541;21548;23279;25113;26600;27453;28355;28778;29357;30248;31498;32760;33896;35036;35591;36198;36881;37833;
Municipios;1625;Valdeolmos-Alalpardo;276;394;295;426;474;549;618;718;801;931;985;1083;1146;1220;1324;1408;1524;1594;1666;1703;1768;1847;1974;2086;2159;2228;2301;2341;2405;
Municipios;1631;Valdepiélagos;98;109;105;117;121;132;153;160;163;171;188;196;206;229;237;255;271;280;295;305;311;332;353;374;392;395;421;441;444;
Municipios;1646;Valdetorres de Jarama;485;620;557;676;732;804;898;990;1104;1218;1380;1577;1641;1749;1834;1892;1963;2001;2052;2073;2110;2229;2314;2427;2517;2558;2620;2680;2767;
Municipios;1659;Valdilecha;524;573;552;597;621;667;727;780;810;875;952;1058;1086;1154;1185;1222;1216;1213;1218;1237;1250;1297;1364;1437;1495;1552;1600;1633;1660;
Municipios;1662;Valverde de Alcalá;97;99;94;100;110;128;134;148;151;161;172;206;211;231;248;265;269;280;287;294;293;304;323;333;354;369;392;394;402;
Municipios;1678;Velilla de San Antonio;1290;1685;1472;1898;2220;2525;2911;3301;3594;3919;4323;4814;5061;5284;5504;5631;5803;5889;5994;6067;6254;6437;6603;6833;6967;7071;7210;7368;7675;
Municipios;1684;Vellón (El);367;403;383;420;450;469;499;521;554;575;625;696;691;748;769;813;851;904;891;898;907;950;1000;1063;1148;1206;1234;1250;1273;
Municipios;1697;Venturada;209;248;227;279;309;424;904;1474;2207;2910;3780;3609;6600;7678;5548;5880;5727;6535;7247;6340;10834;22525;39522;48810;54323;51714;59129;71979;75478;
Municipios;1718;Villa del Prado;1110;1199;1140;1251;1326;1408;1488;1609;1693;1815;1983;2256;2310;2417;2493;2537;2593;2602;2610;2619;2681;2733;2842;2964;3050;3121;3213;3315;3362;
Municipios;1701;Villaconejos;1050;1132;1080;1171;1213;1234;1280;1347;1371;1443;1499;1627;1633;1674;1690;1727;1713;1728;1699;1703;1722;1764;1835;1897;1942;1981;2002;2029;2038;
Municipios;1723;Villalbilla;1391;1814;1582;2041;2288;2516;2879;3192;3440;3767;4082;4373;4570;4855;5219;5597;5951;6286;6522;6745;7006;7375;7677;8051;8401;8623;9001;9378;9889;
Municipios;1739;Villamanrique de Tajo;199;217;204;230;245;261;271;291;306;319;338;356;358;983;855;876;1075;995;806;875;1121;1252;1433;1708;1594;1557;1399;1597;1874;
Municipios;1744;Villamanta;498;563;539;595;641;670;719;770;799;845;896;991;1019;1045;1098;1125;1122;1123;1150;1189;1206;1267;1339;1371;1412;1414;1446;1473;1485;
Municipios;1757;Villamantilla;117;122;121;131;133;139;154;157;189;211;226;299;311;342;392;440;484;503;520;558;593;605;642;675;700;732;772;803;820;
Municipios;1782;Villanueva de Perales;162;187;163;201;234;259;296;355;400;464;518;586;606;737;760;1067;1200;1192;1259;1399;1729;2368;3284;3496;4322;4664;5729;6756;7122;
Municipios;1760;Villanueva de la Cañada;2667;3523;2996;3873;4331;4723;5154;5494;5809;6127;6569;7152;7527;7870;8051;8363;8598;8814;8885;9086;9457;9884;10340;10735;11080;11289;11555;11795;12095;
Municipios;1776;Villanueva del Pardillo;1121;1386;1224;1550;1765;1967;2238;2597;3033;3567;4191;4996;5363;5872;6169;6465;6649;6765;6867;7001;7252;7466;7763;7967;8207;8315;8346;8472;8682;
Municipios;1795;Villar del Olmo;321;430;373;477;555;616;883;988;1047;1078;1046;1043;1073;1140;1178;1204;1218;1187;1183;1195;1216;1235;1293;1363;1374;1407;1422;1453;1443;
Municipios;1809;Villarejo de Salvanés;1484;1635;1574;1737;1859;1966;2053;2187;2257;2366;2560;2769;2835;2931;3010;3083;3132;3158;3173;3219;3245;3366;3568;3649;3817;3873;3938;3999;4090;
Municipios;1816;Villaviciosa de Odón;7373;8459;7852;8939;9637;10190;10926;11512;12037;12768;13385;13609;14342;14701;14860;15178;15321;15234;15235;15213;15392;15668;16015;16144;16296;16402;16398;16423;16400;
Municipios;1821;Villavieja del Lozoya;36;41;41;43;47;50;58;59;63;66;67;75;76;77;81;100;103;105;116;116;116;123;126;126;135;143;149;152;168;
Municipios;1837;Zarzalejo;370;374;367;399;433;458;477;524;537;548;605;637;644;673;684;701;685;703;721;723;734;761;824;823;877;902;955;974;1013;
