Educación, formación e investigación.Educación.Enseñanza no universitaria.Régimen general.Centros.Total. Total centros no universitarios del régimen general. Unidad: Número. Fuente: Subdirección General de Evaluación y Análisis. Consejería de Educación, Ciencia y Universidades.;
Serie;;;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024(P)
Municipios;1296;San Agustín del Guadalix;5,00;7,00;7,00;7,00;7,00;7,00;8,00;8,00;7,00;7,00;8,00;7,00;7,00;7,00;7,00;7,00;7,00;7,00;7,00;6,00;
Municipios;1300;San Fernando de Henares;19,00;20,00;20,00;22,00;21,00;21,00;21,00;21,00;21,00;21,00;20,00;21,00;21,00;21,00;20,00;20,00;19,00;18,00;19,00;18,00;
Municipios;1317;San Lorenzo de El Escorial;13,00;13,00;13,00;14,00;14,00;16,00;16,00;16,00;15,00;14,00;15,00;15,00;15,00;13,00;13,00;13,00;13,00;13,00;17,00;17,00;
Municipios;1338;San Martín de Valdeiglesias;3,00;3,00;4,00;4,00;5,00;6,00;6,00;5,00;6,00;6,00;5,00;6,00;5,00;5,00;5,00;5,00;5,00;5,00;8,00;8,00;
Municipios;1322;San Martín de la Vega;10,00;10,00;11,00;11,00;11,00;11,00;11,00;13,00;13,00;13,00;13,00;13,00;13,00;13,00;13,00;13,00;13,00;12,00;14,00;14,00;
Municipios;1343;San Sebastián de los Reyes;32,00;32,00;33,00;35,00;38,00;44,00;46,00;48,00;49,00;49,00;49,00;50,00;49,00;48,00;48,00;50,00;48,00;47,00;49,00;51,00;
Municipios;1356;Santa María de la Alameda;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;1,00;1,00;1,00;1,00;
Municipios;1369;Santorcaz;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;
Municipios;1375;Santos de la Humosa (Los);1,00;2,00;2,00;2,00;3,00;4,00;4,00;4,00;4,00;4,00;3,00;3,00;3,00;3,00;3,00;3,00;2,00;2,00;2,00;2,00;
Municipios;1381;Serna del Monte (La);0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;1408;Serranillos del Valle;3,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;4,00;4,00;4,00;4,00;4,00;4,00;3,00;2,00;2,00;2,00;2,00;2,00;
Municipios;1415;Sevilla la Nueva;6,00;6,00;6,00;6,00;8,00;10,00;10,00;9,00;8,00;8,00;8,00;7,00;7,00;7,00;7,00;6,00;6,00;6,00;7,00;8,00;
Municipios;1436;Somosierra;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;1441;Soto del Real;7,00;7,00;8,00;8,00;8,00;8,00;7,00;7,00;7,00;7,00;7,00;7,00;7,00;7,00;8,00;7,00;7,00;6,00;9,00;9,00;
Municipios;1454;Talamanca de Jarama;1,00;1,00;2,00;2,00;3,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;3,00;3,00;3,00;4,00;4,00;
Municipios;1467;Tielmes;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;3,00;3,00;
Municipios;1473;Titulcia;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;
Municipios;1489;Torrejón de Ardoz;52,00;54,00;59,00;61,00;61,00;65,00;66,00;64,00;64,00;66,00;66,00;68,00;69,00;70,00;69,00;69,00;65,00;66,00;68,00;67,00;
Municipios;1505;Torrejón de Velasco;2,00;2,00;3,00;3,00;3,00;4,00;4,00;4,00;4,00;4,00;4,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;4,00;4,00;
Municipios;1492;Torrejón de la Calzada;3,00;3,00;3,00;4,00;4,00;4,00;4,00;4,00;4,00;6,00;6,00;6,00;6,00;6,00;6,00;6,00;6,00;6,00;7,00;7,00;
Municipios;1512;Torrelaguna;3,00;3,00;3,00;3,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;6,00;6,00;
Municipios;1527;Torrelodones;12,00;13,00;15,00;16,00;17,00;19,00;17,00;17,00;17,00;17,00;17,00;18,00;17,00;17,00;17,00;16,00;14,00;14,00;15,00;15,00;
Municipios;1533;Torremocha de Jarama;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;2,00;1,00;2,00;1,00;1,00;1,00;1,00;1,00;1,00;2,00;2,00;
Municipios;1548;Torres de la Alameda;3,00;3,00;3,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;6,00;6,00;
Municipios;9036;Tres Cantos;32,00;34,00;36,00;36,00;34,00;33,00;33,00;37,00;37,00;36,00;36,00;36,00;36,00;40,00;40,00;44,00;41,00;42,00;42,00;41,00;
Municipios;1551;Valdaracete;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;
Municipios;1564;Valdeavero;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;
Municipios;1570;Valdelaguna;0,00;0,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;
Municipios;1586;Valdemanco;0,00;0,00;0,00;0,00;0,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;
Municipios;1599;Valdemaqueda;0,00;0,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;
Municipios;1603;Valdemorillo;5,00;5,00;5,00;5,00;6,00;6,00;6,00;6,00;7,00;7,00;7,00;5,00;5,00;4,00;5,00;5,00;5,00;5,00;6,00;6,00;
Municipios;1610;Valdemoro;23,00;27,00;30,00;33,00;36,00;38,00;40,00;41,00;41,00;41,00;42,00;42,00;44,00;44,00;45,00;45,00;41,00;41,00;44,00;43,00;
Municipios;1625;Valdeolmos-Alalpardo;3,00;3,00;4,00;5,00;5,00;5,00;6,00;6,00;6,00;6,00;6,00;6,00;6,00;6,00;6,00;5,00;5,00;5,00;5,00;5,00;
Municipios;1631;Valdepiélagos;0,00;0,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;
Municipios;1646;Valdetorres de Jarama;3,00;3,00;3,00;3,00;3,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;
Municipios;1659;Valdilecha;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;3,00;3,00;
Municipios;1662;Valverde de Alcalá;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;1678;Velilla de San Antonio;4,00;4,00;6,00;7,00;6,00;6,00;6,00;6,00;7,00;7,00;7,00;7,00;7,00;6,00;6,00;6,00;5,00;5,00;7,00;7,00;
Municipios;1684;Vellón (El);2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;
Municipios;1697;Venturada;1,00;1,00;1,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;
Municipios;1718;Villa del Prado;3,00;3,00;3,00;3,00;3,00;3,00;3,00;4,00;4,00;4,00;4,00;3,00;3,00;3,00;3,00;3,00;3,00;3,00;4,00;4,00;
Municipios;1701;Villaconejos;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;
Municipios;1723;Villalbilla;7,00;8,00;8,00;11,00;11,00;11,00;11,00;11,00;11,00;10,00;11,00;10,00;10,00;10,00;10,00;10,00;10,00;10,00;12,00;12,00;
Municipios;1739;Villamanrique de Tajo;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;
Municipios;1744;Villamanta;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;
Municipios;1757;Villamantilla;1,00;1,00;1,00;2,00;2,00;3,00;3,00;3,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;
Municipios;1782;Villanueva de Perales;1,00;1,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;3,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;3,00;3,00;
Municipios;1760;Villanueva de la Cañada;9,00;11,00;13,00;13,00;13,00;13,00;13,00;13,00;13,00;14,00;14,00;14,00;16,00;16,00;16,00;17,00;16,00;16,00;18,00;17,00;
Municipios;1776;Villanueva del Pardillo;7,00;10,00;12,00;12,00;15,00;15,00;16,00;16,00;14,00;12,00;12,00;13,00;12,00;12,00;11,00;10,00;10,00;10,00;11,00;10,00;
Municipios;1795;Villar del Olmo;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;2,00;2,00;
Municipios;1809;Villarejo de Salvanés;6,00;6,00;6,00;6,00;6,00;7,00;7,00;7,00;7,00;7,00;7,00;7,00;7,00;7,00;7,00;6,00;6,00;6,00;8,00;8,00;
Municipios;1816;Villaviciosa de Odón;11,00;12,00;13,00;15,00;15,00;15,00;16,00;15,00;15,00;15,00;15,00;15,00;16,00;16,00;16,00;14,00;13,00;13,00;17,00;17,00;
Municipios;1821;Villavieja del Lozoya;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;
Municipios;1837;Zarzalejo;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;
(P) Dato provisional ;
Notas;
Los cursos se denominan con los dos años que comprenden, pero en las tablas se hace referencia al último año.;
;
Centro escolar: es todo centro creado o autorizado para impartir al menos una de las enseñanzas no universitarias. No se consideran centros escolares las residencias escolares sin unidades escolares apareciendo únicamente especificados como centros con residencia escolar.;
;
El total de centros es menor que la suma de los parciales, puesto que muchos centros imparten varias enseñanzas, y por tanto aparecen en todos los parciales, pero sólo cuentan como un centro en la cuantificación final en "Total de centros".;
;
