labels,topPlus,suggestedTexts,province,neighborhood,status,hasVideo,thumbnail,size,priceByArea,has3DTour,numPhotos,showAddress,municipality,country,hasLift,longitude,detailedType,highlight,district,hasPlan,newDevelopment,propertyType,rooms,topNewDevelopment,address,propertyCode,externalReference,newDevelopmentFinished,price,floor,operation,url,exterior,description,parkingSpace,has360,latitude,hasStaging,bathrooms
nan,False,"{'subtitle': 'Zona Renfe, Alcorcón', 'title': 'Flat in Calle Cáceres'}",Madrid,Zona Renfe,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/84/d6/28/1189532427.jpg,57.0,2193.0,False,14,False,Alcorcón,es,False,-3.8314261,{'typology': 'flat'},nan,Centro,False,False,flat,3,False,Calle Cáceres,103438871,8366AS-SG,nan,125000.0,bj,sale,https://www.idealista.com/inmueble/103438871/,True,"This flat is at Calle Cáceres, 28922, Alcorcón, Madrid, on floor ground floor. It is a flat that has 57 m2 and has 3 rooms and 1 bathrooms. It includes outside, from a bank, luminous and stairs.",nan,False,40.3469034,False,1
nan,False,"{'subtitle': 'Zona Renfe, Alcorcón', 'title': 'Flat in Calle Bailen'}",Madrid,Zona Renfe,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/47/f6/fc/1198603595.jpg,65.0,2262.0,False,57,False,Alcorcón,es,False,-3.8330766,{'typology': 'flat'},nan,Centro,False,False,flat,2,False,Calle BAILEN,103736255,1629,nan,147000.0,en,sale,https://www.idealista.com/inmueble/103736255/,True,"Real estate group sells first floor corner apartment in a central area of Alcorcón, good communication near the Renfe and Metro Alcorcón with urban and interurban buses and surrounded by all types of services, shops, supermarkets, schools, parks, etc. The property has 5 floors and is distributed with 2 neighbors per floor. The apartment is located on the mezzanine floor of the property, although the height is actually that of the first floor. The house has 70 m2 which has a very good distribution, it is a corner, it has two orientations, it is exterior and has cross ventilation, as we enter we have a large hall, a very bright equipped kitchen with all its appliances, a small storage room, a large living room -separate dining room, two large bedrooms and a full bathroom with a bathtub. In addition to having individual natural gas heating in all rooms of the house. Parquet floor, gray aluminum windows, dark oak door. The community fee is only 50 euros (water included). Possibility of 100% Financing (Contact our financial department). ! DON'T THINK ABOUT IT ANY MORE, VERY GOOD COMMUNICATION WITH TRANSPORTATION, DON'T MISS THE OPPORTUNITY, COME SEE IT!",nan,False,40.3509416,False,1
nan,False,"{'subtitle': 'Valderas - Los Castillos, Alcorcón', 'title': 'Flat in Calle Carballino'}",Madrid,Valderas - Los Castillos,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7f/fe/a4/1157059081.jpg,135.0,2774.0,False,29,False,Alcorcón,es,True,-3.8093836,{'typology': 'flat'},nan,Valderas - Los Castillos,True,False,flat,4,False,Calle Carballino,101890973,VentasF_Alcorcon,nan,374450.0,2,sale,https://www.idealista.com/inmueble/101890973/,True,"***************SERVICHECK SELLS APARTMENT! *************** Come see your new home. COMMERCIAL AGENT: Rebeca Cuerda 652_671701 We offer you the possibility of purchasing your apartment in Alcorcón. Spacious Bright 4 bedrooms and 2 bathrooms, Apartment located in the town of Alcorcón, Madrid, this property is located in a residential environment and offers a total of 135 m2 built. The apartment has 4 bedrooms, 2 bathrooms, kitchen and living room. In addition, it enjoys access to all basic services and is well connected. Possibility of financing 100% without commission to the buyer, make your offer! Come see your new home!",nan,True,40.3515012,False,2
nan,False,"{'subtitle': 'Parque Lisboa - La Paz, Alcorcón', 'title': 'Flat in Calle Porto Colon'}",Madrid,Parque Lisboa - La Paz,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1b/5a/27/1198588545.jpg,100.0,2400.0,False,26,False,Alcorcón,es,True,-3.8184631,{'typology': 'flat'},nan,Parque Lisboa - La Paz,False,False,flat,4,False,Calle PORTO COLON,103735820,2431,nan,240000.0,2,sale,https://www.idealista.com/inmueble/103735820/,True,"REAL ESTATE GROUP SELLS EXCLUSIVELY MAGNIFICENT HOUSING IN ONE OF THE BEST AREAS OF ALCORCÓN, THE LISBOA PARK! Real Estate Group sells fantastic 109 m flat. in one of the best and privileged areas of Alcorcón, next to the avda sports center. of Lisbon, surrounded by all the services, apart from other shops, are close to the center Hipercor shopping center, schools, large areas, parks and gardens, just 1 minute from the Parque metro stop Lisbon, six minutes from the San José de Valderas Renfe and all bus lines. We found this 9-story building, with two elevators per ladder and physical goalkeeper. This wonderful home is a 2nd floor with a height of 4º, very well distributed, which We can put it to our liking. As we enter we have a large hall, a wonderful kitchen with an office, a large living room with access to a wonderful open terrace where you can put a large table and chairs, a hallway from which they exit 4 fantastic bedrooms and two renovated full bathrooms about 10 years ago. The house has central heating HOT WATER. THINK NO MORE! COME SEE IT! DON'T MISS THE OPPORTUNITY TO LIVE IN ONE OF THE BEST AREAS OF ALCORCÓN!",nan,False,40.3507864,False,2
"[{'name': 'loftType', 'text': 'Loft'}]",False,"{'subtitle': 'Campodón - Ventorro del Cano, Alcorcón', 'title': 'Studio apartment'}",Madrid,Campodón - Ventorro del Cano,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8a/d4/4f/1196729822.jpg,117.0,1644.0,False,20,False,Alcorcón,es,True,-3.8384274,"{'typology': 'flat', 'subTypology': 'studio'}",nan,Campodón - Ventorro del Cano,False,False,studio,0,False,subdistrict Campodón - Ventorro del Cano,96296128,W-02NP0Y,nan,192400.0,1,sale,https://www.idealista.com/inmueble/96296128/,True,"Cozy and Comfortable bright loft in Alcorcón Cozy and comfortable bright loft facing south, located in Ventorro del Cano. It consists of a living/dining room with large windows and electric shutters that lead to a large terrace of more than 30 square meters wher eyou can also access from the bedroom. Fully furnished kitchen with oven, ceramic hob, extractor hood and refrigerator. Bedroom/room has built-in wardrobes, all matching the doors and kitchen. Bathroom with marble floor, modern toilet, transparent glass sink and a hydromassage shower. Just painted. With installation of hot/cold air conditioning through ducts. Storage room and garage space included in the price. Video intercom and concierge. Strategically located with easy access to M-40, M-501, M-511, one step away from the CEU San Pablo University in Monteprincipe as well as the Financial City and MSI Sport Institute. Next to supermarket. Near light rail Line 3 ""Ventorro del Cano"" and bus stop 573 and 574. 10 minutes away from the HM Monteprincipe University Hospital and Quironsalud Madrid University Hospital and Golf Course.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.3925758,True,1
nan,False,"{'subtitle': 'Valderas - Los Castillos, Alcorcón', 'title': 'Flat in Calle Vicedo'}",Madrid,Valderas - Los Castillos,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/09/6d/20/1199584338.jpg,59.0,2541.0,False,29,False,Alcorcón,es,False,-3.8130941,{'typology': 'flat'},nan,Valderas - Los Castillos,True,False,flat,2,False,Calle Vicedo,102273307,01026,nan,149900.0,bj,sale,https://www.idealista.com/inmueble/102273307/,True,"GESPAIN SELLS EXCLUSIVELY, Fantastic home with access for people with reduced mobility on the mezzanine. Located in one of the most central areas of Alcorcón, this house has a perfect location where communication (quick access A-5, M-40, M-30), such as school services, restaurants, banks, medical center, Shopping, sports areas, green areas, hospitals are close to the house. It consists of 59 m2 distributed in a spacious and bright living room with access to a terrace of approximately 3m2 with a built-in wardrobe, 2 bedrooms, a complete bathroom with a shower, a fully furnished and equipped kitchen with access to a storage room/pantry. The house has individual natural gas heating and night rate, stoneware floors throughout the house, white lacquered aluminum windows, sapely-colored wooden doors. REFORMED HOUSING. Do not miss the opportunity and come visit it!",nan,True,40.3540235,False,1
nan,False,"{'subtitle': 'Parque oeste - Fuente Cisneros, Alcorcón', 'title': 'Flat in Fuente Cisneros'}",Madrid,Parque oeste - Fuente Cisneros,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/63/77/f9/1073650021.jpg,98.0,3459.0,False,46,False,Alcorcón,es,True,-3.8562931,{'typology': 'flat'},nan,Parque oeste - Fuente Cisneros,True,False,flat,3,False,Fuente Cisneros,100217997,3395-01867,nan,339000.0,1,sale,https://www.idealista.com/inmueble/100217997/,True,"Magnificent home, in the ""Villacisneros"" urbanization of Alcorcón, with a swimming pool and common areas. FOUR terraces surround the house, one of them covered, conditioned for use, both in winter and summer, which multiplies the interior space of the house, and can be used as a play area, office or dining room, with sliding doors to the living room. One of the biggest attractions of the house, together with the terraces, are the fantastic views of the Sierra de Madrid. The LIVING-dining room, spacious, with laminated flooring, ducted air conditioning, individual Natural Gas heating, double glazed windows with thermal acoustic insulation. KITCHEN furnished and equipped with electrical appliances, has access to the laundry area and the main terrace, with spectacular views. The TWO bedrooms are spacious; the main one, en suite with a built-in bathroom and a private terrace. Both rooms with fitted wardrobes. TWO full bathrooms, one with a shower tray and glass partition and the main one with a bathtub. It has a courtesy toilet on the lower floor. The house has a garage and storage room of ___ square meters.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,40.3363587,False,2
nan,False,"{'subtitle': 'Zona Centro Joven, Alcorcón', 'title': 'Flat in Avenida Torres Bellas'}",Madrid,Zona Centro Joven,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c7/0b/b3/1197042287.jpg,63.0,1984.0,False,25,False,Alcorcón,es,False,-3.8192105,{'typology': 'flat'},nan,Centro,True,False,flat,2,False,Avenida Torres Bellas,103529136,MDBL2-23,nan,125000.0,3,sale,https://www.idealista.com/inmueble/103529136/,True,"ALCORCÓN real estate agency METRO PARQUE LISBOA area - MAYESI - CANTARRANAS Tecnocasa Office of ALCORCÓN Sells 3rd floor without elevator, it is a 63 m2 built house that is distributed in entrance, kitchen with access to a closed terrace, bathroom with shower, Expanded living room with access to a closed terrace and two double bedrooms, the apartment has individual natural gas heating and air conditioning with heat pump in the living room. The state is to enter to live. The façade of the property is renovated. It is located 200 meters from the Parque Lisboa Metro-sur stop and the Ramón y Cajal health center.",nan,False,40.34733,False,1
nan,False,"{'subtitle': 'Zona Renfe, Alcorcón', 'title': 'Flat in Calle Cisneros'}",Madrid,Zona Renfe,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8c/63/d9/1186821233.jpg,64.0,2000.0,False,25,False,Alcorcón,es,False,-3.8296573,{'typology': 'flat'},nan,Centro,True,False,flat,3,False,Calle Cisneros,103352661,FHOG-2187,nan,128000.0,4,sale,https://www.idealista.com/inmueble/103352661/,True,"This flat is at Calle Cisneros, 28922, Alcorcón, Madrid, at ALCORCÓN CENTRAL, on floor 4. It is a flat, built in 1971, that has 64 m2 of which 50 m2 are useful and has 3 rooms and 1 bathrooms.",nan,False,40.3449616,False,1
nan,False,"{'subtitle': 'Parque Lisboa - La Paz, Alcorcón', 'title': 'Flat in Calle Príncipe Don Juan Carlos'}",Madrid,Parque Lisboa - La Paz,renew,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/84/d2/3c/1191707642.jpg,160.0,2125.0,False,47,False,Alcorcón,es,True,-3.8217753,{'typology': 'flat'},nan,Parque Lisboa - La Paz,True,False,flat,4,False,Calle Príncipe Don Juan Carlos,103508263,nan,nan,340000.0,14,sale,https://www.idealista.com/inmueble/103508263/,True,"INMOBILIARIA CALVO offers for sale and WITHOUT AGENCY COMMISSION this impressive 4-bedroom apartment located in the best area of Parque Lisboa de Alcorcón. From the 14th floor you will have the best views of Alcorcón and you will be able to enjoy the natural light from the morning to the most spectacular sunsets due to its privileged location in the south-west corner of the building. The house is distributed in a large hall with a wardrobe that takes advantage of the space to help you with storage. Then we find 4 spacious exterior bedrooms that are very bright throughout the day. One of them with access to the open terrace. In the interior area of the house there are two complete bathrooms, one with a shower and the other with a bathtub, both with a window to an interior patio for better ventilation. The living room is the most pleasant room in the house due to its spaciousness and the large windows that allow light to pass through, revealing a spectacular landscape. From the living room you will have access to the closed terrace where you can enjoy a cozy space with your loved ones. This terrace goes around the corner, communicating with the kitchen also on the outside. The kitchen is a large room that is attached to the separate dining room or living room, which offers many options for reforming the home. The floors are made of wood and stoneware, aluminum exterior carpentry and it has air conditioning in three of the four bedrooms and the living room. The property has two elevators, a doorman, central heating and ramp access to the building. In the area you can find supermarkets, beauty centers, bank offices, pharmacy, veterinarian, daycare centers, schools, institutes, the ""Parque Lisboa"" Social Sports Club and the ""Ramón y Cajal"" health center. In addition to excellent communication with the M-40, numerous bus stops in the area and the ""Parque Lisboa"" metro just 200m away. It has great possibilities for reform. Don't miss this great opportunity and come visit it without obligation by contacting us.",nan,False,40.3500803,False,2
nan,False,"{'subtitle': 'Parque oeste - Fuente Cisneros, Alcorcón', 'title': 'Flat in Calle Fuente Cisneros'}",Madrid,Parque oeste - Fuente Cisneros,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f7/d0/48/1196882005.jpg,150.0,2900.0,False,35,False,Alcorcón,es,True,-3.8568977,{'typology': 'flat'},nan,Parque oeste - Fuente Cisneros,True,False,flat,3,False,Calle Fuente Cisneros,103679554,FUENTECISNEROS/MANU,nan,435000.0,bj,sale,https://www.idealista.com/inmueble/103679554/,True,"R HOUSE ASESORES INMOBILIARIOS ENSANCHE SUR EXCLUSIVELY sells this fantastic LOW ROOM WITH GARDEN consisting of hall, large independent living room of 30m, three bedrooms with built-in wardrobes, all exterior, the main one being SUITE type with built-in wardrobe and dressing room. It has a large kitchen and clothesline completely renovated a year ago with high quality and two complete bathrooms with a bathtub. The house has two magnificent terraces, ideal to enjoy with family or friends, one of about 38m with a pergola which creates an extra intimate space, with direct access from the living room and master bedroom, the other of about 25m with access from the kitchen. Among the qualities of this property we can find wooden floors, smooth paint, the windows have been replaced due to thermal break, ducted air conditioning. Included in the price is a garage and storage room. In the urbanization we can highlight the children's areas, gym, two paddle tennis courts, multi-sports court and one of the most beautiful swimming pools in the area. 24-hour concierge service. Located in the Fuente Cisneros neighborhood in Alcorcón. It has educational centers (Andel and Fuenllana), Alcorcón Campus of the Rey Juan Carlos University, Quirón de Alcorcón Hospital, Cultural Center, Fuente Cisneros and Prado Ovejero Parks), supermarket, pharmacy and various hospitality establishments. A neighborhood connected by the M-50 ring road and the A-5 highway, the M-506 highway and public transportation. Well, it is just a few minutes from the Parque Oeste metro station and the Las Retamas and Alcorcón Central RENFE stations. Also very close to bus stops that connect Alcorcón with the south and west of the Community of Madrid and with the City of Madrid.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.3387095,False,2
nan,False,"{'subtitle': 'Parque Lisboa - La Paz, Alcorcón', 'title': 'Flat in Calle Porto Lagos'}",Madrid,Parque Lisboa - La Paz,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5f/d0/99/1186933717.jpg,100.0,2480.0,False,51,False,Alcorcón,es,True,-3.8203143,{'typology': 'flat'},nan,Parque Lisboa - La Paz,True,False,flat,4,False,Calle Porto Lagos,103356135,171438,nan,248000.0,1,sale,https://www.idealista.com/inmueble/103356135/,True,"This flat is at Calle Porto Lagos, 28924, Alcorcón, Madrid, is in the district of Alcorcón, on floor 1. It is a flat, built in 1972, that has 100 m2 of which 89 m2 are useful and has 4 rooms and 2 bathrooms. It includes aluminum windows, concierge, cocina amueblada, stippled walls, terrace, good condition, floor tiles, ascensor, calefacción central, puerta blindada, concrete structure, luminous and disabled access.",nan,True,40.3502484,False,2
nan,False,"{'subtitle': 'Parque Lisboa - La Paz, Alcorcón', 'title': 'Flat in Calle Porto Colón'}",Madrid,Parque Lisboa - La Paz,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/07/ea/70/1199640906.jpg,105.0,2467.0,False,21,False,Alcorcón,es,True,-3.8192793,{'typology': 'flat'},nan,Parque Lisboa - La Paz,False,False,flat,4,False,Calle Porto Colón,103771761,Portocolon4d,nan,259000.0,7,sale,https://www.idealista.com/inmueble/103771761/,True,"Novahome presents an exclusive fantastic home in the Lisbon Park of Alcorcón. The house is distributed in hall, 4 bedrooms, living room, kitchen with office, two full bathrooms and terrace. The house is ready to move into, although improvements could be made. With parquet and stoneware floors in the kitchen and bathroom, gotelet paint, cimalit aluminum windows, oak doors, hot water with natural gas heater. The property is very well maintained, has a doorman, elevator and central heating. Very well connected with Metro Paque Lisboa less than 5 minutes walk away and buses 450, 560 and N502. Access to M-40 and A-5 in 5 minutes. Very bright house with southwest orientation. An opportunity to live in a cozy and bright property. Do not hesitate to make an appointment to visit it. Better see!",nan,False,40.3508145,False,2
nan,False,"{'subtitle': 'Casco Antiguo, Alcorcón', 'title': 'Flat in Calle Polvoranca , 14'}",Madrid,Casco Antiguo,newdevelopment,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/db/02/c3/1162225078.jpg,62.0,2774.0,False,10,True,Alcorcón,es,True,-3.8267823,{'typology': 'flat'},nan,Centro,True,True,flat,1,False,"Calle Polvoranca , 14",103639572,Bajo A,False,172000.0,bj,sale,https://www.idealista.com/obra-nueva/103639572/,True,"“An OASIS in the center of Alcorcón” We present you a unique opportunity to acquire a new construction home in the heart of Alcorcón, where luxury and comfort merge in an exceptional way. Welcome to the OASIS Building, an exceptional architectural project conceived by the famous Area3-Arquitectura studio. In this privileged corner of Alcorcón, we offer you 1 and 2 bedroom homes, all of them located in a corner building, which guarantees that each home is bright and exterior, a building equipped with optional parking spaces and storage rooms, price of each space at €18,000 + VAT and storage room prices at €7,000 + VAT, adding a touch of comfort and extra space to your lifestyle. The location of this building is simply unbeatable. You will have a wide range of services and amenities at your disposal in your new home. You will be a short distance from the central Renfe and Parque Lisboa Sur Metro stations, as well as urban and interurban bus stops, the Town Hall, supermarkets, restaurants and everything you may need for your daily life. In addition, you will be just 15 minutes by car from the center of Madrid. In terms of quality and energy efficiency, the OASIS Building is a leader in its class. We have incorporated an advanced aerothermal air conditioning system, which includes underfloor heating to keep your home warm in winter and cooling floor to ensure a cool environment in summer. The windows have exceptional thermal and acoustic insulation, ensuring your peace of mind and comfort at all times. Our homes also include kitchens furnished with an elegant and careful design, designed to satisfy the most demanding tastes. And that's not all, on the roof of the OASIS Building, we have reserved an exclusive space for you. Here, you can enjoy a swimming pool with a solarium and a children's play park, creating your own oasis in the center of the city. Magnificent location, design, comfort and efficiency come together in this unique project. Do not miss this exceptional opportunity, because we are sure that it will not be repeated. The OASIS Building is an investment in quality of life and well-being that you will not want to miss.",nan,False,40.349978,False,1
nan,False,"{'subtitle': 'Casco Antiguo, Alcorcón', 'title': 'Flat in Calle Polvoranca , 14'}",Madrid,Casco Antiguo,newdevelopment,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/73/8f/b1/1162225091.jpg,62.0,3161.0,False,10,True,Alcorcón,es,True,-3.8267823,{'typology': 'flat'},nan,Centro,True,True,flat,1,False,"Calle Polvoranca , 14",103694385,4ºA,False,196000.0,4,sale,https://www.idealista.com/obra-nueva/103694385/,True,"“An OASIS in the center of Alcorcón” We present you a unique opportunity to acquire a new construction home in the heart of Alcorcón, where luxury and comfort merge in an exceptional way. Welcome to the OASIS Building, an exceptional architectural project conceived by the famous Area3-Arquitectura studio. In this privileged corner of Alcorcón, we offer you 1 and 2 bedroom homes, all of them located in a corner building, which guarantees that each home is bright and exterior, a building equipped with optional parking spaces and storage rooms, price of each space at €18,000 + VAT and storage room prices at €7,000 + VAT, adding a touch of comfort and extra space to your lifestyle. The location of this building is simply unbeatable. You will have a wide range of services and amenities at your disposal in your new home. You will be a short distance from the central Renfe and Parque Lisboa Sur Metro stations, as well as urban and interurban bus stops, the Town Hall, supermarkets, restaurants and everything you may need for your daily life. In addition, you will be just 15 minutes by car from the center of Madrid. In terms of quality and energy efficiency, the OASIS Building is a leader in its class. We have incorporated an advanced aerothermal air conditioning system, which includes underfloor heating to keep your home warm in winter and cooling floor to ensure a cool environment in summer. The windows have exceptional thermal and acoustic insulation, ensuring your peace of mind and comfort at all times. Our homes also include kitchens furnished with an elegant and careful design, designed to satisfy the most demanding tastes. And that's not all, on the roof of the OASIS Building, we have reserved an exclusive space for you. Here, you can enjoy a swimming pool with a solarium and a children's play park, creating your own oasis in the center of the city. Magnificent location, design, comfort and efficiency come together in this unique project. Do not miss this exceptional opportunity, because we are sure that it will not be repeated. The OASIS Building is an investment in quality of life and well-being that you will not want to miss.",nan,False,40.349978,False,1
nan,False,"{'subtitle': 'Parque Lisboa - La Paz, Alcorcón', 'title': 'Flat in Avenida Leganés'}",Madrid,Parque Lisboa - La Paz,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/37/40/62/1195736717.jpg,140.0,2821.0,False,40,False,Alcorcón,es,True,-3.8149381,{'typology': 'flat'},nan,Parque Lisboa - La Paz,True,False,flat,4,False,Avenida Leganés,103639532,O 11115-V,nan,395000.0,4,sale,https://www.idealista.com/inmueble/103639532/,True,"HOUSE AND CREDIT - SELLS - ALCORCÓN - PARQUE GRANDE / PUERTA DEL SUR - AV DE LEGANÉS. Exclusive home composed of an entrance hall, living room with access to an open terrace, large kitchen, 4 bedrooms and 2 bathrooms. Includes garage and storage room. 4th floor. 140 m2. Exterior. Double Southwest/Northeast orientation. House in excellent condition of renovation, gray wooden floors, white lacquered doors and built-in wardrobes, smooth walls and ceilings, plaster molding, awnings, split air conditioning in the living room and master bedroom, central heating and hot water. Very bright home, spacious rooms and good distribution. Gated community with concierge, 2 swimming pools, community patio, children's area and soccer field. Unbeatable location, a few meters from the “Puerta del Sur” Metro Station, Lines 10 and 12. Unique opportunity. Request information.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.3456459,False,2
nan,False,"{'subtitle': 'Casco Antiguo, Alcorcón', 'title': 'Flat in Calle Polvoranca , 14'}",Madrid,Casco Antiguo,newdevelopment,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/db/02/c3/1162225078.jpg,79.0,2873.0,False,10,True,Alcorcón,es,True,-3.8267823,{'typology': 'flat'},nan,Centro,True,True,flat,2,False,"Calle Polvoranca , 14",103694459,2ºB,False,227000.0,2,sale,https://www.idealista.com/obra-nueva/103694459/,True,"“An OASIS in the center of Alcorcón” BUILDING LICENSE GRANTED, BEGINNING OF WORKS IN NOVEMBER 2023. We present you a unique opportunity to acquire a new construction home in the heart of Alcorcón, where luxury and comfort merge in an exceptional way. Welcome to the OASIS Building, an exceptional architectural project conceived by the famous Area3-Arquitectura studio. In this privileged corner of Alcorcón, we offer you 1 and 2 bedroom homes, all of them located in a corner building, which guarantees that each home is bright and exterior, a building equipped with optional parking spaces and storage rooms, price of each space at €18,000 + VAT and storage room prices at €7,000 + VAT, adding a touch of comfort and extra space to your lifestyle. The location of this building is simply unbeatable. You will have a wide range of services and amenities at your disposal in your new home. You will be a short distance from the central Renfe and Parque Lisboa Sur Metro stations, as well as urban and interurban bus stops, the Town Hall, supermarkets, restaurants and everything you may need for your daily life. In addition, you will be just 15 minutes by car from the center of Madrid. In terms of quality and energy efficiency, the OASIS Building is a leader in its class. We have incorporated an advanced aerothermal air conditioning system, which includes underfloor heating to keep your home warm in winter and cooling floor to ensure a cool environment in summer. The windows have exceptional thermal and acoustic insulation, ensuring your peace of mind and comfort at all times. Our homes also include kitchens furnished with an elegant and careful design, designed to satisfy the most demanding tastes. And that's not all, on the roof of the OASIS Building, we have reserved an exclusive space for you. Here, you can enjoy a swimming pool with a solarium and a children's play park, creating your own oasis in the center of the city. Magnificent location, design, comfort and efficiency come together in this unique project. Do not miss this exceptional opportunity, because we are sure that it will not be repeated. The OASIS Building is an investment in quality of life and well-being that you will not want to miss.",nan,False,40.349978,False,2
nan,False,"{'subtitle': 'Prado de Santo Domingo, Alcorcón', 'title': 'Flat in Chopos'}",Madrid,Prado de Santo Domingo,renew,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ab/64/61/1195672980.jpg,115.0,2565.0,False,29,False,Alcorcón,es,True,-3.8357403,{'typology': 'flat'},nan,Prado de Santo Domingo,True,False,flat,3,False,CHOPOS,102919781,CH32,nan,295000.0,2,sale,https://www.idealista.com/inmueble/102919781/,False,"Live in a private urbanization in Las Retamas with all the amenities you need! This apartment for sale has a community pool and a parking space included in the price. In addition, it has a 4m2 storage room and two terraces to enjoy the outdoors. With 3 bedrooms and 2 full bathrooms, 115 m2 built, this apartment has everything you need to live comfortably. The kitchen has a laundry room, clothesline and stoneware floors. The master bedroom has an en-suite bathroom with a bathtub, in addition the house has three built-in wardrobes and a built-in wardrobe on the clothesline terrace. The living room has air conditioning and a covered terrace with views of the interior of the urbanization. With individual natural gas heating and radiators in all rooms, you will be comfortable all year round. The house faces south-east so all rooms have natural light in the morning, absence of noise as the main rooms face the interior of the community. Direct access to the garage and storage room from the elevator. In addition, the urbanization has a concierge, 2 elevators and common areas. It is close to everyday services such as shops, transport, police station, health and leisure centre. Don't miss the opportunity to live in this apartment with all the necessary amenities! Negotiable price. Come visit it!","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.3409899,False,2
nan,False,"{'subtitle': 'Valderas - Los Castillos, Alcorcón', 'title': 'Flat in Calle lirios no number'}",Madrid,Valderas - Los Castillos,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5f/05/48/1196962181.jpg,98.0,3398.0,False,27,True,Alcorcón,es,True,-3.8046303,{'typology': 'flat'},nan,Valderas - Los Castillos,False,False,flat,3,False,Calle lirios no number,103682150,nan,nan,333000.0,1,sale,https://www.idealista.com/inmueble/103682150/,True,"Gplusoluciones has a beautiful apartment for rent in one of the best areas of Alcorcon. Available to enter in February. Residential complex closed by a 24-hour doorman. pool Paddle court. Gardens Storage room. Pets not allowed It has three bedrooms, the main one with a suite-type bathroom with bathtub, double bed and side tables. The other rooms only have built-in wardrobes. Kitchen fully equiped. laundry area. Terrace overlooking the pool. Spacious and bright. Close to metro station, public transport, pharmacies, schools, leisure and food. Non-payment insurance will be applied, so payrolls and contracts must be provided. Requirements: Current month, One month deposit, and agency fees.",nan,False,40.3542922,False,2
nan,False,"{'subtitle': 'Zona Renfe, Alcorcón', 'title': 'Flat in Calle Mérida'}",Madrid,Zona Renfe,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/94/88/a2/1176455119.jpg,61.0,1525.0,False,2,False,Alcorcón,es,True,-3.8311937,{'typology': 'flat'},nan,Centro,False,False,flat,3,False,Calle Mérida,98425984,6068-2025,nan,93000.0,1,sale,https://www.idealista.com/inmueble/98425984/,True,"APARTMENT OCCUPIED BY PERSON WITHOUT FAIR TITLE THIS PROPERTY DUE TO ITS OCCUPATIONAL STATUS DOES NOT ALLOW VISITS IDEAL FOR INVESTORS Apartment of 54 m² and 7 m² of common elements, according to Cadastre, distributed in living room, three bedrooms, kitchen, bathroom, terrace and hall. (The distribution of the house is indicative and could not be verified). The house was completely renovated before occupation. It is a 1st floor in a block with an elevator. Good road communications (A-5) and public transport. A few minutes from the 'Parque Lisboa' Metro station and close to the 'Alcorcón Central' Cercanías Renfe train station. Close to all types of services and infrastructure such as educational centers (Our Lady of Remedios School or Juan XXIII Vocational Training Center), shops, supermarkets, banks, pharmacies, green areas... NO COMMISSION.",nan,False,40.3479534,False,1
