country,priceByArea,floor,newDevelopmentFinished,municipality,bathrooms,propertyCode,longitude,parkingSpace,externalReference,topNewDevelopment,hasVideo,showAddress,size,description,newDevelopment,suggestedTexts,propertyType,hasStaging,latitude,labels,address,has3DTour,topPlus,numPhotos,url,operation,hasPlan,has360,thumbnail,province,status,detailedType,exterior,hasLift,price,rooms,district
es,2557.0,nan,False,Alcalá de Henares,2,102514944,-3.3604058,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",RU – 20 – Chalet 7,False,True,True,176.0,"Ch. 6 - R18 AEDAS Homes offers you Gumiel, a new development of single-family homes in the neighborhood of Espartales in Alcalá de Henares. 72 3-bedroom homes with terrace and private garden and outdoor parking for two cars. The houses have on the ground floor a hall, kitchen, living room - dining room with direct access to the terrace and a toilet. On the first floor with three bedrooms, main en suite and basement with an English patio that gives light to the utility room and the cellar.",True,"{'subtitle': 'Espartales, Alcalá de Henares', 'title': 'Terraced house in Calle Alfonso Vii, 7'}",chalet,False,40.5128083,nan,"Calle Alfonso VII, 7",False,False,18,https://www.idealista.com/obra-nueva/102514944/,sale,True,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/74/5c/57/952017775.jpg,Madrid,newdevelopment,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",nan,nan,450000.0,3,Espartales
es,2472.0,nan,False,Alcalá de Henares,2,102514956,-3.3604058,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",RU – 18 – Chalet 5,False,True,True,176.0,"Ch. 6 - R18 AEDAS Homes offers you Gumiel, a new development of single-family homes in the neighborhood of Espartales in Alcalá de Henares. 72 3-bedroom homes with terrace and private garden and outdoor parking for two cars. The houses have on the ground floor a hall, kitchen, living room - dining room with direct access to the terrace and a toilet. On the first floor with three bedrooms, main en suite and basement with an English patio that gives light to the utility room and the cellar.",True,"{'subtitle': 'Espartales, Alcalá de Henares', 'title': 'Terraced house in Calle Alfonso Vii, 7'}",chalet,False,40.5128083,nan,"Calle Alfonso VII, 7",False,False,18,https://www.idealista.com/obra-nueva/102514956/,sale,True,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f6/7c/9c/952017911.jpg,Madrid,newdevelopment,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",nan,nan,435000.0,3,Espartales
es,2050.0,bj,nan,Alcalá de Henares,2,102881295,-3.3856418,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",GPA-19019,False,False,False,140.0,"GPA-19019 Imagine enjoying this beautiful ground floor with a garden, located in a charming private urbanization. From the moment you set foot in this place, the feeling of calm and comfort takes over you. The soft colors of the walls and the carefully selected decoration invite you to relax and enjoy every corner of this space. The heart of this home, only 4 years old, is its garden. A green space of 51 square meters, your private corner of serenity. With an elegant folding pergola that gives you the privacy you need, it is the place where your emotions intertwine with natural beauty. The view of the garden fills you with a feeling of calm and satisfaction, with the promise of unforgettable moments. Inside the house, a spacious living room welcomes you with its elegance and spaciousness. Natural light flows through the windows, illuminating every corner of the room and highlighting the design details that bring this space to life. It is the perfect place to gather your loved ones, share meals, laughter and create unforgettable memories. Two cozy bedrooms offer you shelter and comfort. The master bedroom has an en-suite bathroom, a personal space where you can relax and disconnect from the outside. Every corner of the home, from the quality flooring to the high-end finishes, shows the love and care with which this residence has been built and maintained. But that is not all. This private urbanization has much more to offer. Imagine spending your days enjoying the pool in a quiet environment, playing paddle tennis with friends, or watching your children laugh and play in the playground. In addition, you have the convenience of a garage which gives you comfort and protection for your car. This ground floor with a garden in a private urbanization is much more than a home; It is a place where positive emotions, comfort and luxury intertwine to offer you an everyday life full of joy and satisfaction. Welcome to your home!",False,"{'subtitle': 'Las Sedas - El Olivar, Alcalá de Henares', 'title': 'Flat'}",flat,False,40.503314,nan,Las Sedas - El Olivar,False,False,46,https://www.idealista.com/inmueble/102881295/,sale,True,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bb/76/af/1170494889.jpg,Madrid,good,{'typology': 'flat'},True,True,287000.0,2,Las Sedas - El Olivar
es,2975.0,8,True,Alcalá de Henares,2,102524622,-3.3935726,nan,BLOQUE 4 8ºB,False,True,True,163.0,"LAST TWO HOMES TOP FLOOR 72.08 m2 of terraces La Garena is currently the best residential area in Alcalá de Henares. Ciudad Garena DIEZ is in front of the Cercanías Station and just 5 minutes walk from the La Garena Shopping Center, Hipercor and the Health Center. Duplex-type top-floor homes with large terraces It has a complete range of leisure, sports, restaurants, supermarkets and the El Juncal Sports City, one of the largest centers in Alcalá de Henares that has swimming pools (indoor and summer), outdoor sports courts, sports pavilion, paddle tennis courts. and tennis, soccer fields, beach sand fields, etc. Using the bike lane, along Madrid Avenue, you can reach the Historic Center and the Universities in just 5 minutes. You have direct access to the A2, in addition to being very well connected by urban and interurban bus lines.",True,"{'subtitle': 'La Garena, Alcalá de Henares', 'title': 'Flat in Calle Fernando Lázaro  no number'}",flat,False,40.4777988,nan,Calle Fernando Lázaro  no number,False,False,11,https://www.idealista.com/obra-nueva/102524622/,sale,True,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/aa/48/04/942959002.jpg,Madrid,newdevelopment,{'typology': 'flat'},True,True,485000.0,2,La Garena
es,2703.0,5,True,Alcalá de Henares,2,98424705,-3.3935726,nan,BLOQUE 1 5A,False,True,True,172.0,"LAST TWO HOMES TOP FLOOR 63.70 m2 of terrace. La Garena is currently the best residential area in Alcalá de Henares. Ciudad Garena DIEZ is in front of the Cercanías Station and just 5 minutes walk from the La Garena Shopping Center, Hipercor and the Health Center. Duplex-type top-floor homes with large terraces It has a complete range of leisure, sports, restaurants, supermarkets and the El Juncal Sports City, one of the largest centers in Alcalá de Henares that has swimming pools (indoor and summer), outdoor sports courts, sports pavilion, paddle tennis courts. and tennis, soccer fields, beach sand fields, etc. Using the bike lane, along Madrid Avenue, you can reach the Historic Center and the Universities in just 5 minutes. You have direct access to the A2, in addition to being very well connected by urban and interurban bus lines.",True,"{'subtitle': 'La Garena, Alcalá de Henares', 'title': 'Flat in Calle Fernando Lázaro  no number'}",flat,False,40.4777988,nan,Calle Fernando Lázaro  no number,False,False,11,https://www.idealista.com/obra-nueva/98424705/,sale,True,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/69/41/cb/942959039.jpg,Madrid,newdevelopment,{'typology': 'flat'},True,True,465000.0,2,La Garena
es,2519.0,6,nan,Alcalá de Henares,2,103490733,-3.3583155,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",nan,False,False,False,135.0,"REAL ESTATE AGENCY OF ALCALÁ DE HENARES, VIA COMPLUTENSE OFFICE, SELLS EXCELLENT APARTMENT IN CALLE RONDA ANCHA. The area stands out for its proximity to the Historic Center of Alcalá de Henares, Renfe Cercanías station, Health Center, Alcalá Magna Shopping Center and various shops within reach. Don't miss the opportunity to acquire this spectacular and exclusive apartment for sale in Alcalá de Henares! With an area of 135 m2, this property has 2 entrance doors, one for service and one main, which provides great utility on a daily basis. The kitchen is bright and has everything you need to get the most out of it. In addition, the living room is spacious and has a terrace facing east, perfect for enjoying the sun and fresh air. It also has a second dining room integrated into the main living room, ideal for family gatherings or friends. The hallway will take you directly to the guest bathroom with a shower and the 4 bedrooms, one of them, the main one with a built-in wardrobe and an en-suite bathroom with a bathtub. On the other hand, central heating will ensure a pleasant temperature at all times. The farm has common areas and a swimming pool, perfect to enjoy on summer days. Within the price, the property includes a garage and storage room in the same building, which provides you with great comfort. Don't think twice and request a visit! Furthermore, if you need financing, KIRON offers you the possibility of 100% financing.",False,"{'subtitle': 'Juan de Austria, Alcalá de Henares', 'title': 'Flat in Ronda Ancha'}",flat,False,40.4856637,nan,Ronda Ancha,False,False,30,https://www.idealista.com/inmueble/103490733/,sale,True,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/09/85/5f/1191153764.jpg,Madrid,good,{'typology': 'flat'},True,True,340000.0,4,Juan de Austria
es,2653.0,bj,False,Alcalá de Henares,2,85803865,-3.3632567,nan,V03,False,True,True,101.0,"WORKS STARTED! Ingescasa manages under a Cooperative Regime a New Construction Promotion of 69 VPPL homes promoted by SUEÑOS DE ALCALÁ NORTE, S. COOP. MAD. The Promotion takes place in an attractive building, composed of Ground floor + 4 heights + Penthouses with large terraces. Homes with 2 and 3 bedrooms with 2 bathrooms, in a gated community with common areas with swimming pool, solarium, children's games, community room and concierge. All homes include 2 parking spaces and a storage room. With provision of homes for people with reduced mobility, complying with the Regulations of the Housing Council of the Community of Madrid. Located in one of the best areas of Espartales Norte, 6 minutes from the Príncipe de Asturias University Hospital and 5 minutes from the University of Alcalá de Henares. The plot is located on Calle Pedro I, Esq. Avda. Alfonso VI. ESPARTALES NORTE is a modern and current environment endowed with green areas and open spaces where it promotes a pleasant and comfortable quality of life. Surrounded by all kinds of services such as Shops, Restaurants, Hotels, Leisure, Schools, University, and close to the new Atlético de Madrid Sports City with excellent communications.",True,"{'subtitle': 'Espartales, Alcalá de Henares', 'title': 'Flat in Calle Pedro I, S/n Esq. Avda. Alfonso Vi - Espartales Norte  no number'}",flat,False,40.509816,nan,"Calle Pedro I, S/N Esq. Avda. Alfonso VI - ESPARTALES NORTE  no number",False,False,16,https://www.idealista.com/obra-nueva/85803865/,sale,True,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/71/83/2c/675656257.jpg,Madrid,newdevelopment,{'typology': 'flat'},True,True,267919.0,2,Espartales
es,2442.0,2,False,Alcalá de Henares,2,101541798,-3.3925567,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2C,False,True,True,129.0,"""Next start of works"" of Residencial Goleta, a magnificent development of 20 homes with 2 and 3 bedrooms in Ciudad Garena 10 in a single portal, with a garage, storage room and solarium with solar showers on the roof of the building.In addition to the typical homes, the first floors have an additional terrace, the last duplex-type floors with large terraces. To highlight, its large windows that provide light to its rooms, as well as a very careful space distribution together with the choice of materials and finishes make Residencial Goleta have what it takes for you to make it your home. As every detail is important, you will also be able to choose between different finishes, qualities and materials, as well as improvement options so that you can customize the home to your style. La Garena, a privileged enclave where the quality of life of Alcalá de Henares is combined, 20 minutes from Madrid. ""Ciudad Garena Diez"" is located in front of the La Garena commuter station and just a 5-minute walk from the ""La Garena"" shopping center, the Hipercor and the health center.In its surroundings there are two schools that are among the 100 best in Spain, specifically the CEIP La Garena in ninth place and the CEIP Antonio Mingote in 40th place. It has a wide range of leisure services, restaurants, supermarkets and sports, highlighting the ""El Juncal"" sports city, one of the largest centers in Alcalá de Henares and the ""Garena Plaza"" business center, a booming area for new establishments commercial. Connected to the historic center by the bike path of Avenida de Madrid. Direct communication to the main communication routes A-2 and R-2 and has a variety of public, urban and interurban transport. Common areas: Elevator, children's area, outdoor recreation area, green areas, solarium. Observations: The graphic information contained in this support (furniture, decoration and setting elements) is of a decorative and indicative nature and is not included, lacking contractual and binding value.The interior distributions are approximate and may vary for technical, legal or urban reasons.The qualities contained in this support are subject to modifications (i) The Facultative Management in order to adapt it to the needs of the project; (ii) technical, legal or urban reasons that are imposed by the competent Authority or are mandatory and (iii) the availability or not of stocks, without this implying a decrease in the initially expected qualities.The information to be provided to the consumer provided for in RD 515/89, of April 21, will be available to them, in due course, at our main office, located on Calle Juan Ramón Jimenez, S/N, on the ground floor ( In front of Mercadona), 28805, Alcalá de Henares (Madrid) and, if you request it, at the time of formalizing the sale, a copy of it will be delivered to you.",True,"{'subtitle': 'La Garena, Alcalá de Henares', 'title': 'Flat in Calle Adolfo Marsillach no number'}",flat,False,40.4778521,nan,Calle Adolfo Marsillach no number,False,False,22,https://www.idealista.com/obra-nueva/101541798/,sale,True,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ef/d3/e6/1125513119.jpg,Madrid,newdevelopment,{'typology': 'flat'},True,True,315000.0,3,La Garena
es,2547.0,2,False,Alcalá de Henares,2,101541797,-3.3925567,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",2D,False,True,True,106.0,"""Next start of works"" of Residencial Goleta, a magnificent development of 20 homes with 2 and 3 bedrooms in Ciudad Garena 10 in a single portal, with a garage, storage room and solarium with solar showers on the roof of the building.In addition to the typical homes, the first floors have an additional terrace, the last duplex-type floors with large terraces. To highlight, its large windows that provide light to its rooms, as well as a very careful space distribution together with the choice of materials and finishes make Residencial Goleta have what it takes for you to make it your home. As every detail is important, you will also be able to choose between different finishes, qualities and materials, as well as improvement options so that you can customize the home to your style. La Garena, a privileged enclave where the quality of life of Alcalá de Henares is combined, 20 minutes from Madrid. ""Ciudad Garena Diez"" is located in front of the La Garena commuter station and just a 5-minute walk from the ""La Garena"" shopping center, the Hipercor and the health center.In its surroundings there are two schools that are among the 100 best in Spain, specifically the CEIP La Garena in ninth place and the CEIP Antonio Mingote in 40th place. It has a wide range of leisure services, restaurants, supermarkets and sports, highlighting the ""El Juncal"" sports city, one of the largest centers in Alcalá de Henares and the ""Garena Plaza"" business center, a booming area for new establishments commercial. Connected to the historic center by the bike path of Avenida de Madrid. Direct communication to the main communication routes A-2 and R-2 and has a variety of public, urban and interurban transport. Common areas: Elevator, children's area, outdoor recreation area, green areas, solarium. Observations: The graphic information contained in this support (furniture, decoration and setting elements) is of a decorative and indicative nature and is not included, lacking contractual and binding value.The interior distributions are approximate and may vary for technical, legal or urban reasons.The qualities contained in this support are subject to modifications (i) The Facultative Management in order to adapt it to the needs of the project; (ii) technical, legal or urban reasons that are imposed by the competent Authority or are mandatory and (iii) the availability or not of stocks, without this implying a decrease in the initially expected qualities.The information to be provided to the consumer provided for in RD 515/89, of April 21, will be available to them, in due course, at our main office, located on Calle Juan Ramón Jimenez, S/N, on the ground floor ( In front of Mercadona), 28805, Alcalá de Henares (Madrid) and, if you request it, at the time of formalizing the sale, a copy of it will be delivered to you.",True,"{'subtitle': 'La Garena, Alcalá de Henares', 'title': 'Flat in Calle Adolfo Marsillach no number'}",flat,False,40.4778521,nan,Calle Adolfo Marsillach no number,False,False,22,https://www.idealista.com/obra-nueva/101541797/,sale,True,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/51/f3/8d/1125513138.jpg,Madrid,newdevelopment,{'typology': 'flat'},True,True,270000.0,2,La Garena
es,1788.0,1,False,Alcalá de Henares,2,103377956,-3.3925567,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1A,False,True,True,170.0,"""Next start of works"" of Residencial Goleta, a magnificent development of 20 homes with 2 and 3 bedrooms in Ciudad Garena 10 in a single portal, with a garage, storage room and solarium with solar showers on the roof of the building.In addition to the typical homes, the first floors have an additional terrace, the last duplex-type floors with large terraces. To highlight, its large windows that provide light to its rooms, as well as a very careful space distribution together with the choice of materials and finishes make Residencial Goleta have what it takes for you to make it your home. As every detail is important, you will also be able to choose between different finishes, qualities and materials, as well as improvement options so that you can customize the home to your style. La Garena, a privileged enclave where the quality of life of Alcalá de Henares is combined, 20 minutes from Madrid. ""Ciudad Garena Diez"" is located in front of the La Garena commuter station and just a 5-minute walk from the ""La Garena"" shopping center, the Hipercor and the health center.In its surroundings there are two schools that are among the 100 best in Spain, specifically the CEIP La Garena in ninth place and the CEIP Antonio Mingote in 40th place. It has a wide range of leisure services, restaurants, supermarkets and sports, highlighting the ""El Juncal"" sports city, one of the largest centers in Alcalá de Henares and the ""Garena Plaza"" business center, a booming area for new establishments commercial. Connected to the historic center by the bike path of Avenida de Madrid. Direct communication to the main communication routes A-2 and R-2 and has a variety of public, urban and interurban transport. Common areas: Elevator, children's area, outdoor recreation area, green areas, solarium. Observations: The graphic information contained in this support (furniture, decoration and setting elements) is of a decorative and indicative nature and is not included, lacking contractual and binding value.The interior distributions are approximate and may vary for technical, legal or urban reasons.The qualities contained in this support are subject to modifications (i) The Facultative Management in order to adapt it to the needs of the project; (ii) technical, legal or urban reasons that are imposed by the competent Authority or are mandatory and (iii) the availability or not of stocks, without this implying a decrease in the initially expected qualities.The information to be provided to the consumer provided for in RD 515/89, of April 21, will be available to them, in due course, at our main office, located on Calle Juan Ramón Jimenez, S/N, on the ground floor ( In front of Mercadona), 28805, Alcalá de Henares (Madrid) and, if you request it, at the time of formalizing the sale, a copy of it will be delivered to you.",True,"{'subtitle': 'La Garena, Alcalá de Henares', 'title': 'Flat in Calle Adolfo Marsillach no number'}",flat,False,40.4778521,nan,Calle Adolfo Marsillach no number,False,False,22,https://www.idealista.com/obra-nueva/103377956/,sale,True,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4b/d1/d5/1125513144.jpg,Madrid,newdevelopment,{'typology': 'flat'},True,True,304000.0,2,La Garena
es,2851.0,1,False,Alcalá de Henares,2,102210562,-3.3681684,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3 1ºA,False,True,True,121.0,"Can you have a home with a pool and paddle tennis a few minutes from the center of Alcalá, a few minutes from La Magistral, a few steps from the University? Can you have a home with Mediterranean architecture, large windows and terraced configuration in the center of Alcalá? Can a building integrate all the nobility of travertine marble throughout its façade? Could all these terraces face south? Could the Complex be surrounded by parks, schools and a health center? …All of this is a reality in Camporrosso Ronda Park. Your house, your life! Sales office located at Paseo de Pastrana 24 (200m from the work). Open: Wednesdays, Thursdays and Saturdays from 10:00 a. m. to 2:00 p. m. and from 4:00 p. m. to 7:00 p. m.",True,"{'subtitle': 'Rinconada, Alcalá de Henares', 'title': 'Flat in Calle Luis Vives, 14'}",flat,False,40.4758763,nan,"Calle Luis Vives, 14",False,False,21,https://www.idealista.com/obra-nueva/102210562/,sale,True,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/45/9d/56/1031714699.jpg,Madrid,newdevelopment,{'typology': 'flat'},True,True,345000.0,3,Rinconada
es,1684.0,nan,False,Alcalá de Henares,3,99732905,-3.3548813,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",TIPO,False,True,True,294.0,"Alcala de Henares. A unique environment CIUDAD 10, is the commercial name of the urban complex located in Sector 115-B of the General Urban Planning Plan of Alcalá de Henares, formerly Prado de Villamalea. This action includes the construction of more than 1,300 homes, as well as other types of housing, including those for commercial and tertiary use, as well as facilities and services. It is located in the northeast of the city, along with other residential areas, the Espartales Third Municipal Sports City, the Príncipe de Asturias University Hospital, the University Campus and the UAH Universities, the Renfe Alcalá Universidad commuter station, a large Alcalá Magna shopping center and the Technological Science Park and all the companies that make up the park and its continuous expansion, in a natural and sustainable environment such as the Royal Botanical Garden of the University. Ciudad 10 has become a small city, where its inhabitants have services, with good connections through the bike lane you can reach the Historic Center and the Universities in just 5 minutes. It has direct access to the A2, as well as being very well connected by urban and intercity bus lines that connect you with the rest of the city, as well as directly with Madrid or the Airport. A consolidated urbanization to live in freedom with all the advantages at your fingertips and the best quality of life. Ideal location, with all services Residencial Avellaneda is the perfect place for those people who want to live in a ""City 10"", where they will also enjoy a quiet and safe urbanization, as well as an aesthetically cared development and a solid construction. The residential has a large outdoor recreation area, with a swimming pool for adults, a children's pool, a solarium and toilets. It is a common space for private use that provides a great quality of life for users. Harmony, peace and tranquility, in a privileged environment. Residencial Avellaneda will be your ideal refuge to rest after daily work. The commercialization of the first phase begins and the typical house consists of three bedrooms with a private free space, and the interior urbanization of common areas, community pool for adults and children. Currently, the possibility of choosing quality finishes in the home is offered so that you can choose the one that best suits you. The start of work is scheduled for the first quarter of 2023.",True,"{'subtitle': 'El Pilar - Bripac, Alcalá de Henares', 'title': 'Terraced house in Calle José Ortega y Gasset, 9'}",chalet,False,40.5101127,nan,"Calle José Ortega y Gasset, 9",False,False,14,https://www.idealista.com/obra-nueva/99732905/,sale,True,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/01/cb/d2/1052753879.jpg,Madrid,newdevelopment,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",nan,nan,495000.0,3,El Pilar - Bripac
es,1727.0,nan,False,Alcalá de Henares,3,99733023,-3.3548813,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",ESQUINA,False,True,True,304.0,"Alcala de Henares. A unique environment CIUDAD 10, is the commercial name of the urban complex located in Sector 115-B of the General Urban Planning Plan of Alcalá de Henares, formerly Prado de Villamalea. This action includes the construction of more than 1,300 homes, as well as other types of housing, including those for commercial and tertiary use, as well as facilities and services. It is located in the northeast of the city, along with other residential areas, the Espartales Third Municipal Sports City, the Príncipe de Asturias University Hospital, the University Campus and the UAH Universities, the Renfe Alcalá Universidad commuter station, a large Alcalá Magna shopping center and the Technological Science Park and all the companies that make up the park and its continuous expansion, in a natural and sustainable environment such as the Royal Botanical Garden of the University. Ciudad 10 has become a small city, where its inhabitants have services, with good connections through the bike lane you can reach the Historic Center and the Universities in just 5 minutes. It has direct access to the A2, as well as being very well connected by urban and intercity bus lines that connect you with the rest of the city, as well as directly with Madrid or the Airport. A consolidated urbanization to live in freedom with all the advantages at your fingertips and the best quality of life. Ideal location, with all services Residencial Avellaneda is the perfect place for those people who want to live in a ""City 10"", where they will also enjoy a quiet and safe urbanization, as well as an aesthetically cared development and a solid construction. The residential has a large outdoor recreation area, with a swimming pool for adults, a children's pool, a solarium and toilets. It is a common space for private use that provides a great quality of life for users. Harmony, peace and tranquility, in a privileged environment. Residencial Avellaneda will be your ideal refuge to rest after daily work. The commercialization of the first phase begins and the typical house consists of three bedrooms with a private free space, and the interior urbanization of common areas, community pool for adults and children. Currently, the possibility of choosing quality finishes in the home is offered so that you can choose the one that best suits you. The start of work is scheduled for the first quarter of 2023.",True,"{'subtitle': 'El Pilar - Bripac, Alcalá de Henares', 'title': 'Terraced house in Calle José Ortega y Gasset, 9'}",chalet,False,40.5101127,nan,"Calle José Ortega y Gasset, 9",False,False,14,https://www.idealista.com/obra-nueva/99733023/,sale,True,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6d/91/eb/1052753886.jpg,Madrid,newdevelopment,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",nan,nan,525000.0,3,El Pilar - Bripac
es,2573.0,bj,False,Alcalá de Henares,2,85803868,-3.3632567,nan,V02,False,True,True,122.0,"WORKS STARTED! Ingescasa manages under a Cooperative Regime a New Construction Promotion of 69 VPPL homes promoted by SUEÑOS DE ALCALÁ NORTE, S. COOP. MAD. The Promotion takes place in an attractive building, composed of Ground floor + 4 heights + Penthouses with large terraces. Homes with 2 and 3 bedrooms with 2 bathrooms, in a gated community with common areas with swimming pool, solarium, children's games, community room and concierge. All homes include 2 parking spaces and a storage room. With provision of homes for people with reduced mobility, complying with the Regulations of the Housing Council of the Community of Madrid. Located in one of the best areas of Espartales Norte, 6 minutes from the Príncipe de Asturias University Hospital and 5 minutes from the University of Alcalá de Henares. The plot is located on Calle Pedro I, Esq. Avda. Alfonso VI. ESPARTALES NORTE is a modern and current environment endowed with green areas and open spaces where it promotes a pleasant and comfortable quality of life. Surrounded by all kinds of services such as Shops, Restaurants, Hotels, Leisure, Schools, University, and close to the new Atlético de Madrid Sports City with excellent communications.",True,"{'subtitle': 'Espartales, Alcalá de Henares', 'title': 'Flat in Calle Pedro I, S/n Esq. Avda. Alfonso Vi - Espartales Norte  no number'}",flat,False,40.509816,nan,"Calle Pedro I, S/N Esq. Avda. Alfonso VI - ESPARTALES NORTE  no number",False,False,16,https://www.idealista.com/obra-nueva/85803868/,sale,True,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/11/46/2d/675656371.jpg,Madrid,newdevelopment,{'typology': 'flat'},True,True,313925.0,3,Espartales
es,1700.0,nan,False,Alcalá de Henares,3,99733056,-3.3548813,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",JUNTA,False,True,True,297.0,"Alcala de Henares. A unique environment CIUDAD 10, is the commercial name of the urban complex located in Sector 115-B of the General Urban Planning Plan of Alcalá de Henares, formerly Prado de Villamalea. This action includes the construction of more than 1,300 homes, as well as other types of housing, including those for commercial and tertiary use, as well as facilities and services. It is located in the northeast of the city, along with other residential areas, the Espartales Third Municipal Sports City, the Príncipe de Asturias University Hospital, the University Campus and the UAH Universities, the Renfe Alcalá Universidad commuter station, a large Alcalá Magna shopping center and the Technological Science Park and all the companies that make up the park and its continuous expansion, in a natural and sustainable environment such as the Royal Botanical Garden of the University. Ciudad 10 has become a small city, where its inhabitants have services, with good connections through the bike lane you can reach the Historic Center and the Universities in just 5 minutes. It has direct access to the A2, as well as being very well connected by urban and intercity bus lines that connect you with the rest of the city, as well as directly with Madrid or the Airport. A consolidated urbanization to live in freedom with all the advantages at your fingertips and the best quality of life. Ideal location, with all services Residencial Avellaneda is the perfect place for those people who want to live in a ""City 10"", where they will also enjoy a quiet and safe urbanization, as well as an aesthetically cared development and a solid construction. The residential has a large outdoor recreation area, with a swimming pool for adults, a children's pool, a solarium and toilets. It is a common space for private use that provides a great quality of life for users. Harmony, peace and tranquility, in a privileged environment. Residencial Avellaneda will be your ideal refuge to rest after daily work. The commercialization of the first phase begins and the typical house consists of three bedrooms with a private free space, and the interior urbanization of common areas, community pool for adults and children. Currently, the possibility of choosing quality finishes in the home is offered so that you can choose the one that best suits you. The start of work is scheduled for the first quarter of 2023.",True,"{'subtitle': 'El Pilar - Bripac, Alcalá de Henares', 'title': 'Terraced house in Calle José Ortega y Gasset, 9'}",chalet,False,40.5101127,nan,"Calle José Ortega y Gasset, 9",False,False,14,https://www.idealista.com/obra-nueva/99733056/,sale,True,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3b/44/98/1052753880.jpg,Madrid,newdevelopment,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",nan,nan,505000.0,3,El Pilar - Bripac
es,2292.0,bj,False,Alcalá de Henares,2,103531408,-3.3681684,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",P6 BAJO A,False,True,True,168.0,"Can you have a home with a pool and paddle tennis a few minutes from the center of Alcalá, a few minutes from La Magistral, a few steps from the University? Can you have a home with Mediterranean architecture, large windows and terraced configuration in the center of Alcalá? Can a building integrate all the nobility of travertine marble throughout its façade? Could all these terraces face south? Could the Complex be surrounded by parks, schools and a health center? …All of this is a reality in Camporrosso Ronda Park. Your house, your life! Sales office located at Paseo de Pastrana 24 (200m from the work). Open: Wednesdays, Thursdays and Saturdays from 10:00 a. m. to 2:00 p. m. and from 4:00 p. m. to 7:00 p. m. IMPORTANT NOTICE: The sales office will remain closed until January 9 (inclusive).",True,"{'subtitle': 'Rinconada, Alcalá de Henares', 'title': 'Flat in Calle Luis Vives, 14'}",flat,False,40.4758763,nan,"Calle Luis Vives, 14",False,False,21,https://www.idealista.com/obra-nueva/103531408/,sale,True,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fa/fa/bf/1031714617.jpg,Madrid,newdevelopment,{'typology': 'flat'},True,True,385000.0,3,Rinconada
