labels,topPlus,suggestedTexts,province,status,hasVideo,thumbnail,size,priceByArea,has3DTour,numPhotos,showAddress,municipality,country,hasLift,longitude,detailedType,highlight,district,hasPlan,newDevelopment,propertyType,rooms,topNewDevelopment,address,propertyCode,externalReference,price,floor,operation,url,exterior,description,parkingSpace,has360,latitude,hasStaging,bathrooms
nan,False,"{'subtitle': 'Alcobendas Centro, Alcobendas', 'title': 'Flat'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f5/00/5b/1161924040.jpg,58.0,2707.0,False,21,False,Alcobendas,es,False,-3.6300761,{'typology': 'flat'},nan,Alcobendas Centro,True,False,flat,2,False,Alcobendas Centro,100798045,28-327-1258,157000.0,3,sale,https://www.idealista.com/inmueble/100798045/,True,"For sale spacious and bright apartment with a 7 m/2 terrace located in a very central area of Alcobendas. ALL EXTERIOR! The property consists of: entrance, completely independent and equipped kitchen, 10 m 2 living room with access to a terrace that surrounds the entire house, 2 double bedrooms and a complete bathroom with shower. It is also important to highlight that the house has: built-in wardrobes, lots of light, south orientation, gas connection in the window and is delivered furnished and ready to move in. Very economical housing: community fee €57 including cold water. The apartment stands out for its excellent location: it is close to all services, shops, with a bus at the door, metro (line 10) and Renfe 5 minutes away, with an easy and quick exit to the highway (A-1, A-6, R-2, M-30, M-40, Highway to Barajas, Highway to Colmenar, etc) *Ideal to live or to invest with a high percentage of profitability *Available immediately! *100% financing possible.",nan,True,40.5426056,False,1
"[{'name': 'casaBajaType', 'text': 'Single-storey house'}]",False,"{'subtitle': 'Ensanche, Alcobendas', 'title': 'Detached house'}",Madrid,renew,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d7/05/8e/1115644013.jpg,249.0,1526.0,False,53,False,Alcobendas,es,nan,-3.6392625,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,Ensanche,True,False,chalet,6,False,Ensanche,94286867,28-327-1068-1,380000.0,nan,sale,https://www.idealista.com/inmueble/94286867/,nan,"Low house for sale in the Big Apple area of Alcobendas, ideal urban land for investment is located in front of a park in a very quiet street five minutes walk from the new Town Hall of Alcobendas, low house with three entrances, entrance patio of thirty square meters with magnificent One hundred square meter roof terrace and 30 meter patio, six kitchen rooms with separate office, living room, garage and warehouse, ideal to reform and profitability. /.",nan,True,40.5485788,False,2
nan,False,"{'subtitle': 'Alcobendas Centro, Alcobendas', 'title': 'Flat in Paseo de la Chopera'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d6/cb/de/1187973284.jpg,85.0,3118.0,False,18,False,Alcobendas,es,True,-3.6361741,{'typology': 'flat'},nan,Alcobendas Centro,True,False,flat,2,False,Paseo de la Chopera,102621839,IE08-MENINA,265000.0,2,sale,https://www.idealista.com/inmueble/102621839/,True,"INMOBILIARIAS ENCUENTRO ALCOBENDAS SELLS OR RENT WITH OPTION TO PURCHASE: Pay attention to this incredible opportunity! We present you a spectacular apartment for sale in Alcobendas, offered by Inmobiliarias Encuentro. Outstanding features: Location: Alcobendas, a charming place to live. Bedrooms: Two spacious bedrooms, ideal for a couple or small family. Kitchen: Modern American kitchen that gives you a spacious and bright atmosphere. Bathroom: Equipped with a shower tray, perfect for your comfort. Renovations: This home has been completely renovated, ready to move into without worries. Amenities: It has an elevator for your convenience and air conditioning with heat pump to maintain the perfect temperature all year round. Terrace: Enjoy a beautiful terrace where you can relax and enjoy moments outdoors. Heating: Natural gas heating, an efficient and economical option. Exclusive Service: Do you need to sell your home to buy your new home? We offer you our exclusive service ""Change and Rest"". We take care of the entire process so that you can make your change easily and without complications. Financing: In addition, we offer financing of up to 100%, so you can make your dream of having this wonderful apartment come true. Don't miss this unique opportunity to acquire a completely renovated home ready to move into in Alcobendas. Contact us today at Inmobiliarias Encuentro and discover your new home. Don't wait any longer to start your new life!",nan,True,40.5380642,False,1
nan,False,"{'subtitle': 'Alcobendas Centro, Alcobendas', 'title': 'Flat in Calle Libertad, 13'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6c/00/57/1200047579.jpg,71.0,3239.0,False,28,True,Alcobendas,es,False,-3.6343633,{'typology': 'flat'},nan,Alcobendas Centro,False,False,flat,3,False,"Calle LIBERTAD, 13",103785178,VIS-320,230000.0,1,sale,https://www.idealista.com/inmueble/103785178/,True,"VISTA HOMES presents you APARTMENT in the Center of Alcobendas REHABILITATED AND FURNISHED WITH 3 BEDROOMS, 1 BATHROOM and TERRACE. - Living room with integrated kitchen with paneled appliances. - The rooms are independent from the social area of the house and have very good ventilation due to their distribution. - A bathroom with a shower tray and exterior window. - An attractive terrace/patio. THE HOUSE HAS BEEN COMPLETELY RENOVATED (new electrical and plumbing installation). IT IS DELIVERED FULLY FURNISHED. The house is heated by ceramic flooring with thermal radiant foil with individual thermostats. White lacquered doors, PVC windows and a thermos for hot water. All the amenities at your fingertips, schools, institutes, medical center, restaurants, children's areas, banks, all types of commerce, 4 minutes walk from the ""Marques de la Valdavia"" metro station and Renfe Alcobendas-San Sebastián de los Reyes. Interurban and urban bus lines. Art Center, Cultural Center, National Museum of Science and Technology. Good access to the N-I, 15 minutes from Barajas Airport. TALK LATER? Contact us and we will organize a visit at the time that best suits you. In addition, we can help you finance the purchase of your home 100%.",nan,False,40.5404613,False,1
nan,False,"{'subtitle': 'Ensanche, Alcobendas', 'title': 'Flat in Calle del Marqués de la Valdavia, 100'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fe/1e/ee/1200133572.jpg,115.0,3043.0,False,26,True,Alcobendas,es,True,-3.6473117,{'typology': 'flat'},nan,Ensanche,False,False,flat,3,False,"Calle del Marqués de la Valdavia, 100",103787872,VIS-319,350000.0,2,sale,https://www.idealista.com/inmueble/103787872/,True,"VISTA HOMES is pleased to present this exclusive 100 m² apartment, which has three bedrooms and two bathrooms and is located in the distinguished area of ​​Ensanche de Alcobendas. The property, with its meticulously distributed 100 m², offers an entrance hall with a built-in wardrobe that welcomes its residents. The separate living-dining room, of approximately 25 m², stands out for its luminosity thanks to a generous window, while the kitchen, fully furnished and with an office area, reflects a careful design in every detail. The three bedrooms, all equipped with large built-in wardrobes, share the luxury of two bathrooms that serve each of the rooms. The quality of the home is evident in its parquet floors in the social areas, as well as in the porcelain floors present in the kitchen and bathrooms.The interior carpentry is lacquered in white, and the exterior is made of climalit aluminum. The air conditioning is efficiently managed through individual natural gas heating and air conditioning in the living room. Alcobendas, a privileged enclave, is distinguished by its outstanding educational offer, with 26 nursery schools (5 public and 21 private), 14 public preschool and primary schools, 5 secondary education institutes, 14 private schools (with and without concert). , as well as the ""Miguel Delibes"" Popular University, 7 foreign centers, including the French Lyceum of Madrid, and one of the campuses of the European University of Madrid.The connection with Cantoblanco through the M-616 highway (El Goloso-Alcobendas) allows access to the main campus of the Autonomous University of Madrid and the secondary campus of the Universidad Pontificia Comillas. Accessibility to Alcobendas is facilitated by the A-1, M-40, R-2 toll motorway, M-12 and the road from Alcobendas to Barajas, connecting efficiently with the Adolfo Suárez Madrid-Barajas airport. The town has an extensive network of urban and interurban buses that connect with Madrid (Plaza de Castilla, Chamartín, Pinar de Chamartín and Canillejas), Tres Cantos, Algete and other municipalities in the north of the Community of Madrid.In addition, it has several Metro stations on Line 10 and Renfe Cercanías line C4. TALK LATER? Don't miss the opportunity to live in this exclusive home. Contact us as soon as possible and schedule your visit.At VISTA HOMES, we are always at your disposal to make your dreams come true.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 25000.0}",False,40.5466546,False,2
nan,False,"{'subtitle': 'Alcobendas Centro, Alcobendas', 'title': 'Flat in Calle de Antonio López'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0a/1f/0d/1183651956.jpg,69.0,2391.0,True,31,False,Alcobendas,es,False,-3.635248,{'typology': 'flat'},nan,Alcobendas Centro,True,False,flat,3,False,Calle de Antonio López,102962290,BFP-V1181,165000.0,2,sale,https://www.idealista.com/inmueble/102962290/,True,"WE DO NOT CHARGE THE BUYER Magnificent apartment for sale in the municipality of Alcobendas, Ensanche area. Just a few minutes walk from the Marques de Valdavia Metro (line 10) and the Jardín de la Vega Park. It is located on the second floor, very bright exterior. He did a complete renovation 12 years ago, including the pipes and electrical cables. With a small update the apartment would be ready to move into. It consists of 69m2 distributed in: -Living room with access to terrace. -Three bedrooms. -A complete bathroom with a shower tray. -Kitchen that has several appliances. Other features: Cross ventilation and very bright, aluminum windows. About the Area: The main access road to Alcobendas is the A-1, although it is also connected to the M-40 ring road, the R-2 toll motorway, the M-12 highway and the road from Alcobendas to Barajas. The latter connect with the Adolfo Suárez Madrid-Barajas airport. It is also worth noting that the M-616 highway connects the municipality with Cantoblanco, where the main campus of the Autonomous University of Madrid and the secondary campus of the Universidad Pontificia Comillas are located. The town has an extensive network of urban and interurban buses that connect it with Madrid (Plaza de Castilla, Chamartín, Pinar de Chamartín and Canillejas).",nan,False,40.5379153,False,1
nan,False,"{'subtitle': 'Alcobendas Centro, Alcobendas', 'title': 'Flat in Calle de Salamanca'}",Madrid,renew,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2b/b2/60/1197245776.jpg,72.0,2493.0,False,18,False,Alcobendas,es,False,-3.6277303,{'typology': 'flat'},nan,Alcobendas Centro,False,False,flat,3,False,Calle de Salamanca,103691773,05461,179500.0,1,sale,https://www.idealista.com/inmueble/103691773/,True,"Nice 75 m² apartment located on Calle Salamanca, Alcobendas Centro, Madrid. NO AGENCY COMMISSIONS. The property is spacious, and is distributed in 3 bedrooms, 1 living room, 1 kitchen, 1 bathroom, and 1 terrace. In addition, the home incorporates built-in wardrobes. In its surroundings we find supermarkets, banks, pharmacies, sports centers, schools, institutes and green areas,... among others. In terms of accessibility, the property has multiple connections and has easy access to roads and public transport lines. At Roan we have been making spaces happy homes for more than 40 years!",nan,False,40.5423486,False,1
nan,False,"{'subtitle': 'Ensanche, Alcobendas', 'title': 'Terraced house in Calle del Doctor Casimiro Morcillo'}",Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/94/3c/46/1132717357.jpg,309.0,2783.0,True,65,False,Alcobendas,es,nan,-3.6488044,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",nan,Ensanche,True,False,chalet,5,False,Calle del Doctor Casimiro Morcillo,101755970,BFP-V1107,860000.0,nan,sale,https://www.idealista.com/inmueble/101755970/,nan,"In the exclusive Balcón del Norte urbanization, enjoying a privileged location within the municipality of Alcobendas, near the Paseo de la Chopera and the Valdelasfuentes train station, with all kinds of services nearby, shops, pharmacy, school, etc... We found this fantastic semi-detached house. With 309m2 built spread over 3 floors, as well as a private garden at the entrance and at the back of it. A spacious hall with a built-in wardrobe leads to the huge living room on two levels with a glazed terrace at the back with access to the private garden and the community pool surrounded by a beautiful and well-kept garden. On the main floor we also have a complete bedroom and bathroom with the possibility of expanding its size, and the good-sized kitchen, with a separate entrance and exit to the living/dining room, also with the possibility of expanding it by adding the part of the clothesline. Wooden floors throughout the house except on the stairs and the distributor corridor on the upper floor where they are made of marble. The second floor has 4 bedrooms, two of them with a terrace and a complete bathroom en suite, another with a sloping ceiling and a complete bathroom to service the other two bedrooms. The chalet also has a basement that currently houses a living room and storage room, as well as a large garage where, depending on the size, two cars could be parked.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.5441983,False,5
nan,False,"{'subtitle': 'Valdelacasa, Alcobendas', 'title': 'Duplex in Carretera de Fuencarral'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1d/ab/9e/1200051636.jpg,52.0,3250.0,False,52,False,Alcobendas,es,True,-3.6505413,"{'typology': 'flat', 'subTypology': 'duplex'}",nan,Valdelacasa,False,False,duplex,1,False,Carretera de Fuencarral,100778860,1-1313,169000.0,3,sale,https://www.idealista.com/inmueble/100778860/,True,"***DS REALTORS SELLS*** Great LOFT-Duplex in Alcobendas, NEOGREEN BUILDING in front of SOTO DE LA MORALEJA. CHARACTERISTICS Located on the third (3rd) and top floor, very bright with clear views, it has an approximate built area of 52 m2 with common elements, it is distributed as follows: On the lower floor (3rd) living room - open-space kitchen of 32 m2 approximately. On the upper floor (4th) bathroom and bedroom/office room of approximately 15 m2. The entire LOFT is bathed in wonderful light due to its South orientation and very high ceilings. The LOFT is in good condition to enjoy and also as a professional office it has ducted heating and air conditioning. Also included in the price is a large garage space in the same building with direct access via the elevator. The LOFT is ideal for liberal professionals who want to have a versatile asset and for investors since it offers a VERY HIGH PROFITABILITY due to its rental liquidity. BUILDING CHARACTERISTICS Located in the NEGOREEN Building built in 2007 with excellent qualities, total accessibility, surface parking for visitors, Council, Security, Elevator, Green Areas. LOCATION The location is unbeatable with spectacular connectivity due to its proximity to Soto De la Moraleja, direct access to the A1, Metro La Granja, just 15 minutes from the center of the capital and very close to the Airport. Surrounded by all types of services such as Shopping Centers, Schools, Nursery Schools, Hotels...","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.5312097,False,1
nan,False,"{'subtitle': 'Alcobendas Centro, Alcobendas', 'title': 'Flat in Calle de Oviedo'}",Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d1/41/ec/1200001068.jpg,57.0,2789.0,False,23,False,Alcobendas,es,False,-3.6362341,{'typology': 'flat'},nan,Alcobendas Centro,False,False,flat,3,False,Calle de Oviedo,103783827,6954/1833,159000.0,4,sale,https://www.idealista.com/inmueble/103783827/,True,"Welcome to this cozy apartment for sale in Alcobendas! Located in a central area, you will have all the necessary services at street level at your disposal, from shops to restaurants. This apartment is located on the fourth floor, although it does not have an elevator. The living room is spacious and bright, perfect for spending time with family or friends. In addition, it has three bedrooms, ideal for each member of the family to have their own space. The full bathroom will allow you to relax after a long day of work and has everything you need for your comfort. Heating with electric radiators and water heated with a thermos guarantee a pleasant temperature at all times. The terrace is one of the biggest attractions of this apartment, since you can enjoy an outdoor space. Don't miss the opportunity to live in this wonderful apartment in Alcobendas!",nan,False,40.5429761,False,1
nan,False,"{'subtitle': 'Alcobendas Centro, Alcobendas', 'title': 'Flat'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/98/eb/1b/1174255698.jpg,160.0,2938.0,False,26,False,Alcobendas,es,True,-3.6362877,{'typology': 'flat'},nan,Alcobendas Centro,True,False,flat,2,False,Alcobendas Centro,98883237,W-02Q7H3,470000.0,1,sale,https://www.idealista.com/inmueble/98883237/,True,"Cozy apartment in Alcobendas Engel&Völkers presents this charming apartment in a beautiful urbanization of Alcobendas with large common areas, 24 hour security and located very close to the access to the town and with unobstructed views and south facing. It has a great fully equipped kitchen, living room, terrace with unobstructed views. In the rest area there are two bedrooms and two bathrooms, the master bedroom with en suite bathroom and dressing room.  The property has centralized underfloor heating, hot water by solar panels, double garage, storage room, video intercom, communal pool, playground, gym, paddle tennis court and community room. In the municipality of Alcobendas, in a residential area very well connected, train, buses and subway. Schools, kindergartens and large green areas. Alcobendas also hosts several business headquarters and is positioned as one of the most attractive destinations for the location of companies in the Community of Madrid.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.5377446,False,2
nan,False,"{'subtitle': 'Alcobendas Centro, Alcobendas', 'title': 'Terraced house'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f1/3a/57/1190222891.jpg,159.0,1648.0,False,24,False,Alcobendas,es,nan,-3.6353125,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",nan,Alcobendas Centro,True,False,chalet,5,False,Alcobendas Centro,103351842,W-02U00I,262000.0,nan,sale,https://www.idealista.com/inmueble/103351842/,nan,"Special house for investors in Alcobendas. Engel & Volkers offers an excellent investment opportunity with this house located in the center of Alcobendas. The property, located at street level, consists of 4 homes. 1 home with views of the main street and 3 homes with inland views. House 1 consists of a living room, kitchen, bathroom and two bedrooms. House 2 is distributed in a living room with an integrated kitchen, 1 bedroom and a bathroom. House 3 has a living room with integrated kitchen and bathroom. House 4 has a dining room/kitchen, living room, 1 bedroom and bathroom. This home could be arranged to rent each apartment separately or take advantage of the good location of the land to build a housing block. Take advantage of the opportunity and invest in one of the best areas of the Madrid community. Alcobendas, a nice city to live in, is located in the north of the capital. Connected with the A1, train Line C4, Metro Line 10 and several bus lines. Also, Alcobendas is at only 10 minutes by car, or 30 minutes by public transport of Madrid Barajas Adolfo Suárez Airport. In the downtown area of Alcobendas there is a wide range of apartments ideal for families and people who want to have all kinds of services on the doorstep. Commercial stores, supermarkets, playgrounds, sports centers, schools, universities and health centers, and close to the Infanta Sofía Hospital. In addition, the industrial and business area of Alcobendas allows you to reconcile work and family life with total comfort. Specifically, this house has all kinds of shops on the same street, a school a few meters away, playgrounds less than 5 minutes away and it is 7 minutes from the Marqués de la Valdavia metro station or the Alcobendas/S. S. de los Reyes train station.",nan,False,40.5421802,False,4
nan,False,"{'subtitle': 'Alcobendas Centro, Alcobendas', 'title': 'Flat'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/62/68/f9/1198408074.jpg,50.0,3840.0,False,24,False,Alcobendas,es,False,-3.6368726,{'typology': 'flat'},nan,Alcobendas Centro,False,False,flat,2,False,Alcobendas Centro,102248549,W-02S7CA,192000.0,nan,sale,https://www.idealista.com/inmueble/102248549/,True,"Bright and cozy apartment in Alcobendas Engel & Völkers presents this excellent house renovated just 3 years ago with 2 bedrooms, 1 bathroom, living room and kitchen with induction hob and practically new designer furniture. Located on the second floor of the building, this beautiful apartment has natural gas heating and air conditioning with a hot/cold pump. All the rooms in the house have a window with exterior views and are oriented to the east. Characteristics that make this house very bright and welcoming. In addition, it is located in a quiet street, close to shops, supermarkets, bars, health centers, and is a few meters from different bus stops and the Madrid Marqués de la Valdavia metro. Don't wait any longer and take advantage of the opportunity to live in this cozy apartment, recently renovated, and with all the comforts you may need. Alcobendas, a city to live in, is located north of the capital. Connected through the A1 by car, Line C4 of the Renfe commuter train, Line 10 of the Metro and several bus lines. Likewise, it is located just 10 minutes by car, 30 minutes by public transport, from Madrid Barajas Adolfo Suarez Airport. In the downtown area of the town of Alcobendas you can find all kinds of services: local shops, supermarkets, playgrounds, sports centers, schools, universities and health centers. and it is very close to the Infanta Sofía Hospital. In addition, the industrial and business area of Alcobendas allows you to reconcile work and family life in complete comfort. This house has all kinds of shops, schools, parks and sports areas less than 5 minutes away and is located a few meters from the main bus stops, and the Madrid Marqués de la Valdavia metro station and 1.2 km from the suburban train stop Alcobendas/S. S. de los Reyes.",nan,False,40.5367231,False,1
nan,False,"{'subtitle': 'Norte, Alcobendas', 'title': 'Flat in Avenida de Valdelaparra'}",Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c4/ba/ae/1198164453.jpg,134.0,3619.0,False,58,False,Alcobendas,es,True,-3.6623075,{'typology': 'flat'},nan,Norte,True,False,flat,3,False,Avenida de Valdelaparra,103160517,05174,485000.0,1,sale,https://www.idealista.com/inmueble/103160517/,True,"Nice apartment of 134 m2, 113 m2 useful, completely renovated in 2016. After entering the house you find yourself in a large hall which leads, on one side, to the kitchen, facing the living room and terrace with views of the urbanization, swimming pools and common areas. The apartment has three bedrooms, 2 very large bedrooms with built-in wardrobes and a third that has been converted into a fabulous dressing room with 8 linear meters of wardrobes, included in the master bedroom suite. (It can be converted back into a third room without work) Large square kitchen, with clothesline with washing machine and boiler, and in the kitchen itself a stainless steel combi refrigerator, microwave, oven, induction hob, stainless steel hood, stainless steel dishwasher, and second paneled freezer. Silestone countertop. The main bathroom is very spacious and has a walk-in shower. The second bathroom is a small spa, with an impressive two-seater jacuzzi, WC, sink, and heated towel rail. Included in the price is a garage space.  It has hot/cold air splits in the living room and the 3 bedrooms. It also has double windows in all rooms, which serves as thermal and acoustic insulation, making heating much more efficient. There is no traffic noise in the house, it is super quiet, since it is all oriented towards common areas. All windows also have mosquito nets installed. The community has a concierge, who collects parcels with prior authorization, a swimming pool and paddle tennis courts. Community receipt for housing and parking space: 160 euros. IBI: 495 This apartment does not have a storage room Possibility of leaving it semi-furnished, to move into. AROUND: This apartment is located 750 meters from the Valdelasfuentes commuter station, and has bus stops in front of the portal. For lovers of nature, sports and hiking, the house is located in front of Monte de Valdelatas. Next to municipal parks, with soccer and basketball fields, playgrounds, dog parks and beautiful green areas. 500 meters away are commercial areas with restaurants, supermarkets, pharmacies, banks, schools, institutes, etc. It is a very quiet and safe area. We also have the municipal police on the same street 500 m away. SPORT: Valdelasfuentes Sports Center (Alcobendas) Dehesa Boyal Sports Center (San Sebastián de los Reyes) SCHOOLS AND UNIVERSITIES: You will be surrounded by the best campuses, institutes and colleges. Pontifical University of Comillas, Autonomous University. MEDICAL AND HEALTH CENTERS: Alcobendas Health Center and 5 minutes by car is the Infanta Sofía University Hospital.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.5425385,False,2
nan,False,"{'subtitle': 'Norte, Alcobendas', 'title': 'Flat in Paseo de Valdelasfuentes'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2d/4e/3c/1197321033.jpg,125.0,4480.0,False,28,False,Alcobendas,es,True,-3.6559366,{'typology': 'flat'},nan,Norte,False,False,flat,3,False,Paseo de Valdelasfuentes,103280995,W-02TZJC,560000.0,2,sale,https://www.idealista.com/inmueble/103280995/,True,"Excellent 3-bedroom apartment with large terrace in Alcobendas Excellent 3-bedroom apartment with a large terrace in Alcobendas. Engel & Völkers offers you this impeccable exterior apartment located in a private urbanization with beautiful gardens, swimming pool and children's play area. This home was delivered in 2001, we highlight the good distribution of the home and the feeling of tranquility it conveys. It has a large 15 m2 terrace where you can enjoy the outdoors from the privacy of your home. The house enjoys wonderful light and excellent views of the Valdelasfuentes promenade. It is distributed in an entrance hall that gives access to the house. Bright large independent living-dining room with access to the terrace, charming fully furnished kitchen with refrigerator, dishwasher, oven and clothesline with washing machine. The house has three bedrooms, the master bedroom with an en-suite bathroom. Built-in wardrobes in the entrance and in the three bedrooms. Two easily accessible parking spaces complete this offer. Alcobendas is one of the most sought-after areas in the North of Madrid due to its good geographical location in the midst of urban expansion. It is located in one of the most sought-after residential areas of Alcobendas, a few steps from the Valdelasfuentes Renfe station and the main bus stops. Close to a wide range of services: schools, institutes, parks, health center, supermarkets, shopping centers, restaurants, cafes, Valdedelasfuentes sports center, etc. It also has direct exits to Madrid M30 and M40 and also to A1 Burgos and Carretera de Colmenar Viejo. Expanding and profitable area since it is very close to the new area to be urbanized called ""Los Carriles"".","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.5479557,False,2
nan,False,"{'subtitle': 'Norte, Alcobendas', 'title': 'Flat in Sonrisa'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/27/65/0d/1199321797.jpg,111.0,4234.0,False,37,False,Alcobendas,es,True,-3.6585579,{'typology': 'flat'},nan,Norte,True,False,flat,2,False,Sonrisa,103759678,nan,470000.0,3,sale,https://www.idealista.com/inmueble/103759678/,True,"LE CLÉ (Real Estate Services) offers an exclusive pre-owned apartment in Fuentelucha. The house has 2 bedrooms with built-in wardrobes and 2 bathrooms (one included in the master bedroom en suite). The main bathroom is equipped with a large shower, double sink and vanity unit. Kitchen equipped with high and low furniture, compact quartz countertop and all appliances: Extractor hood, electric oven and column microwave, induction hob, washing machine, dishwasher and combi refrigerator. Large entrance hall with built-in wardrobe. Living room with access to terrace with views of the common areas. White lacquered interior carpentry with chrome handles. Anodized aluminum exterior carpentry and thermal bridge break. The glazing is double glass and the windows opening in the bedrooms are tilt-and-turn. Heating through underfloor heating throughout the home with thermostat in the living room and bedrooms. Air conditioning in living room and bedrooms, using individual heat pump. It has 2 parking spaces and a storage room. Gated community, swimming pool with night lighting and solarium area. The common areas have closed circuit television. Physical doorman. Fuentelucha is a new neighborhood in Alcobendas that has all the services, schools, daycares, shops, restaurants. It is located 10 minutes walk from Renfe Valdelasfuentes and has quick access to A-1. NO COMMISSION IS CHARGED TO THE BUYER.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.5547125,False,2
nan,False,"{'subtitle': 'Alcobendas Centro, Alcobendas', 'title': 'Flat'}",Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4b/16/ac/1164349608.jpg,108.0,2389.0,False,27,False,Alcobendas,es,True,-3.6316005,{'typology': 'flat'},nan,Alcobendas Centro,True,False,flat,3,False,Alcobendas Centro,102111942,04761,258000.0,3,sale,https://www.idealista.com/inmueble/102111942/,True,"NO FEES TO THE BUYER If you are looking for a centrally located apartment, very well located, bright and with a great distribution…. this is your apartment THIS HOUSE IS SPECIAL BECAUSE Which is located in a magnificent area of Alcobendas surrounded by all services and transport at your fingertips. DISTRIBUTION The home is located on the third exterior floor of the building. It has a hall that leads to a large and bright living room with access to a terrace overlooking a quiet street. A large kitchen, another hallway through which you access two large bedrooms with built-in wardrobes and a full bathroom that serves these rooms and a third en suite with a dressing room. COMMUNICATIONS The home is located in the urban area of Alcobendas, a city to live in located north of the capital. Connected through the A1 by car, Renfe suburban Line C4, Metro Line 10 and several bus lines. Likewise, it is located just 10 minutes by car, 30 minutes by public transport, from the Madrid Barajas Adolfo Suarez airport. COMMERCIAL AND LEISURE AREA In this town there are important shopping centers such as La Vega (Alcampo among others), Carrefour, Río-Norte (Decathlon, Toys'r'us, Décimas,... ), Diversia Leisure Center, Moraleja Green (CC Sánchez Romero among others). It also has two business parks: La Moraleja and Arroyo de la Vega, where important companies have established their headquarters, especially related to new technologies. SCHOOLS AND HOSPITALS In the central area of the town of Alcobendas you can find all kinds of daycare centers, schools, public, subsidized and private universities, as well as health centers, being very close to the Infanta Sofía Hospital. Basic characteristics of the property: •108 m² built, •3 rooms •2 bathrooms •Terrace •Built-in wardrobes •Second hand/good condition •Individual heating: Natural gas •Reinforced door •park * 10 m2 storage room NOT included in the price €15,000 Edifice •3rd floor exterior * Parking in the same building •With elevator Energy certificate •Consumption: E 275 •Emissions: E 58 See energy rating label.",nan,False,40.5432364,True,2
nan,False,"{'subtitle': 'Ensanche, Alcobendas', 'title': 'Flat in Plaza del Maestro Tárrega'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/40/f6/6c/1027953770.jpg,99.0,2414.0,False,40,False,Alcobendas,es,True,-3.6470645,{'typology': 'flat'},nan,Ensanche,False,False,flat,3,False,Plaza del Maestro Tárrega,98605520,10060726871,239000.0,1,sale,https://www.idealista.com/inmueble/98605520/,True,"REIN Group offers you a 93 m2 apartment in the center of Alcobendas, in the area located between the Town Hall and the Valdelasfuentes Sports City. The house is distributed in 3 bedrooms, bathroom, living room and kitchen, in a building with an elevator. It also has 2 terraces, one of them glazed. This home is sold together with a storage room. It is located in an area with all services at street level; shops, restaurants, supermarkets, pharmacy, sports centers, parks, children's areas, schools.. . If you need more information, do not hesitate and contact us at or at.",nan,False,40.5501881,False,1
