bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,propertyCode,price,latitude,showAddress,parkingSpace,operation,description,newDevelopment,detailedType,status,priceByArea,url,newDevelopmentFinished,thumbnail,address,has3DTour,longitude,district,municipality,floor,propertyType,topPlus,highlight
1,Madrid,71.0,True,False,"{'subtitle': 'Centro, Fuenlabrada', 'title': 'Flat in Paseo de San Antonio'}",False,3,False,True,False,24,CLK01/3718,es,True,103326178,118000.0,40.2863105,False,nan,sale,"WE ARE OWNERS. Enjoy all the advantages of buying directly from the property. At Clikalia we present this apartment located on the exterior ground floor with elevator. It has a total area of 71 m², distributed in living room and dining room, separate kitchen, 3 bedrooms and 1 bathroom. Located on Paseo San Antonio, it has a location that will allow you to be close to the Huerto del Cura Park and the Fuente de la Cruz de Luisa. At the same time, it is close to supermarkets, shops, restaurants, gas stations and gyms. The closest metro station is Fuenlabrada Central (L12). Schedule your in-person visit and we will accompany you throughout the entire process. Call us from Monday to Friday from 9:00 a. m. to 8:00 p. m. At Clikalia we offer you the possibility of comprehensively reforming your home at a very competitive price. ask us!",False,{'typology': 'flat'},renew,1662.0,https://www.idealista.com/inmueble/103326178/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ac/08/24/1196863352.jpg,Paseo de San Antonio,False,-3.7974465,Centro,Fuenlabrada,bj,flat,False,{'groupDescription': 'Highlight'}
1,Madrid,56.0,True,False,"{'subtitle': 'Centro, Fuenlabrada', 'title': 'Flat in Leganes'}",False,2,False,True,False,5,nan,es,False,103869205,129900.0,40.2857751,False,nan,sale,"Magnificent exterior house of 56 m² with two bedrooms, terrace and the building has an elevator. It is distributed in a spacious living room and dining room, a fitted kitchen, a bathroom with a shower. Road communication is excellent with M-506 Parque de los Unidos metro, and central Fuenlabrada, L-12. Bus (4, 6, 468, 471. ) and Renfe station (C5 Fuenlabrada). The area has different services such as supermarkets (Mercadona, Lidl, Aldi, Ahorramas. ) Parks, schools, parishes, gyms, nearby pharmacies, bars, restaurants and ATMs (Unicaja, CaixaBank, BBVA ATM, Euro automatic cash ATM), in short, everything is very close. If you want to make a visit or have any questions, ask our advisors and they will be happy to assist you, greetings! The AJ ASESORES INMOBILIARIOS team.",False,{'typology': 'flat'},good,2320.0,https://www.idealista.com/inmueble/103869205/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cb/03/5a/1202705012.jpg,LEGANES,False,-3.7935123,Centro,Fuenlabrada,bj,flat,False,nan
1,Madrid,78.0,True,False,"{'subtitle': 'La Avanzada - La Cueva, Fuenlabrada', 'title': 'Flat in Calle de Callao'}",False,3,False,True,False,25,CLK01/3409,es,True,102152128,173000.0,40.292875,False,nan,sale,"Housing located in Fuenlabrada, Madrid. WE ARE OWNERS! Enjoy all the advantages of buying directly from the property. The property is located on the 1st exterior floor with an elevator. It has a total area of 78 m², distributed in living room and dining room, open kitchen, 3 bedrooms and 1 bathroom. In addition, it has an elevator and accessibility for people with reduced mobility. Located in Fuenlabrada, on Calle Callao, it will allow you to be close to everything you need such as the Bosquesur Nature Reserve, supermarkets, restaurants, schools, institutes, bus stops and the La Serna Renfe station (C5). Schedule your face-to-face visit and we will accompany you throughout the process. Call us from Monday to Friday from 9:00 a. m. to 8:00 p. m.",False,{'typology': 'flat'},good,2218.0,https://www.idealista.com/inmueble/102152128/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/14/dd/3b/1151447872.jpg,Calle de Callao,False,-3.7846798,La Avanzada - La Cueva,Fuenlabrada,1,flat,False,nan
2,Madrid,70.0,True,False,"{'subtitle': 'El Arroyo - La Fuente, Fuenlabrada', 'title': 'Flat'}",True,2,True,True,False,22,HF-2718,es,False,102927036,163630.0,40.2755016,False,nan,sale,"This apartment is located in the Arroyo la Fuente area, one of the quietest areas of Fuenlabrada. With a total of approximately 70 square meters divided between two comfortable rooms (one double and one single) that guarantee maximum comfort for you and your family. The property is completely new with modern finishes such as white lacquered interior carpentry or bathrooms equipped in detail; Also enjoy clear views towards outdoor green areas from its folding windows with climalit glass. It also has notable extras such as: built-in wardrobes, anti-humidity sliding doors, hot/cold pump. Boiler room/storage room Reinforced door Live surrounded by everything you need without having to go too far: nearby public transport, urban and interurban buses, train station, nearby line C-5, supermarkets, schools, playgrounds, shopping centers, doctors, close by, just a few minutes' walk away.",False,{'typology': 'flat'},good,2338.0,https://www.idealista.com/inmueble/102927036/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/15/1f/71/1186916039.jpg,El Arroyo - La Fuente,False,-3.8009475,El Arroyo - La Fuente,Fuenlabrada,bj,flat,False,nan
1,Madrid,90.0,True,False,"{'subtitle': 'Centro, Fuenlabrada', 'title': 'Flat'}",False,3,True,True,False,17,008249,es,False,103286322,137260.0,40.2839499,False,nan,sale,"Floor 3rd, flat total surface area 90 m², usable floor area 85 m², single bedrooms: 2, double bedrooms: 1, 1 bathrooms, age over 50 years, heating (natural gas), ext. woodwork (aluminum), internal carpentry (sapelly), kitchen, dining room (de paso), state of repair: in good condition, gas, garden (community), utility room, neighbours per floor: 4, floor no. : 1, facing southeast, automatic door phone, sunny, terrace (14m²), lands: stoneware, exterior.",False,{'typology': 'flat'},good,1525.0,https://www.idealista.com/inmueble/103286322/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d9/ff/73/1184525998.jpg,Centro,False,-3.7953243,Centro,Fuenlabrada,3,flat,False,nan
1,Madrid,63.0,True,False,"{'subtitle': 'La Serna, Fuenlabrada', 'title': 'Flat'}",False,3,True,True,False,13,008183,es,False,102200383,163050.0,40.2922591,False,nan,sale,"Total surface area 63 m², flat usable floor area 63 m², single bedrooms: 2, double bedrooms: 1, 1 bathrooms, air conditioning (hot and cold), age less than 5 years, built-in wardrobes, heating (electric), ext. woodwork (aluminum), internal carpentry (lacada en blanco), kitchen, state of repair: new build, garden (community), utility room, floor no. : 1, facing east, reinforced door, sunny, lands: stoneware, exterior.",False,{'typology': 'flat'},good,2588.0,https://www.idealista.com/inmueble/102200383/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2f/36/ff/1199276673.jpg,La Serna,False,-3.7954265,La Serna,Fuenlabrada,bj,flat,False,nan
1,Madrid,92.0,True,False,"{'subtitle': 'Fuenlabrada II - El Molino, Fuenlabrada', 'title': 'Flat'}",False,3,False,True,False,20,P_Arco Iris,es,False,103877344,169900.0,40.2906839,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"TECNOCASA real estate agency, sells a renovated apartment in ARCO IRIS Urbanization, consisting of 3 bedrooms, living room, equipped kitchen, bathroom with window and very large open terrace. 2ND FLOOR WITHOUT ELEVATOR. The house has wooden and stoneware floors, aluminum windows and shutters, individual natural gas heating and air conditioning. Parking space included in the price. The home belongs to the ARCO IRIS community, which includes SWIMMING POOLS AND TENNIS COURTS. 10 Tecnocasa offices in Fuenlabrada at your service. FINANCING UP TO 100%, according to conditions. Visit it without obligation, our Kíron financial department will get you the best mortgage! Tecnocasa Real Estate Agency in Arco Iris, Parque Europa and Parque Granada has been working in the neighborhood for more than 20 years. Parque Europa 2002 SLU Study.",False,{'typology': 'flat'},good,1847.0,https://www.idealista.com/inmueble/103877344/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2a/9d/bf/1202963210.jpg,Fuenlabrada II - El Molino,False,-3.8039711,Fuenlabrada II - El Molino,Fuenlabrada,2,flat,False,nan
3,Madrid,173.0,False,False,"{'subtitle': 'Loranca, Fuenlabrada', 'title': 'Detached house'}",False,5,False,nan,False,43,ID0274,es,nan,103867436,384000.0,40.3013863,False,nan,sale,"Property identification: ID0274 In an exclusive urbanization, in front of the Lago Loranca Park, is this magnificent villa located in a prestigious area of Loranca, (Fuenlabrada) offering a comfortable and luxurious lifestyle in a quiet and peaceful environment.Its location is unbeatable since it is close to all essential services, shopping center, supermarkets, restaurants, shops, in addition to having very good communication by public transport just 2 minutes from the bus stop and 5 minutes from the Loranca metro stop which provides comfort and accessibility for residents and visitors. It has an elegant and functional design that adapts perfectly to the needs of a family. We begin with a beautiful front patio, which consists of an enclosure at the entrance of the house giving access to the property, the storage room and a garage for one vehicle. with automatic door. We enter the property through a large hall, which leads us to a large and elegant kitchen, fully furnished and with some modern and quality appliances. It also has a space for a breakfast area, ideal for sharing moments with the family or receiving guests.A toilet, which provides greater practicality for your guests or moments when you need a quick option and a spacious living-dining room illuminated by the natural light that flows through its large windows at all hours of the day, creating a warm atmosphere and bright.The presence of a wood burning fireplace in this main area adds a touch of elegance and provides a cozy place to relax on cooler evenings. The upper floor offers 4 bedrooms, all of them spacious and with built-in wardrobes, providing a quiet and comfortable environment for rest.The main room is a suite type, it consists of a private bathroom with a bathtub, and another complete bathroom with a bathtub to serve the rest of the rooms. It also has a beautiful attic with a terrace that allows you to enjoy panoramic views of the city and is an ideal space to relax outdoors. One of the highlights of this property is its wonderful outdoor space.A large and beautiful patio with a pergola, ideal for enjoying special moments or organizing meals.In addition, the urbanization offers a series of amenities that enrich your living experience.The common areas include a garden with a gardener, a park and a community pool. It is an ideal option for those looking for a spacious, modern home with a comfortable lifestyle. It is the perfect opportunity to start your new story from scratch. Create your space create your life. DEPENDENCIES ■ Living room with fireplace ■ Furnished kitchen with some appliances ■ 4 Bedrooms. ■ 2 bathrooms and a toilet ■ Terraces ■ Storage room ■ Front yard ■ Backyard ■ Garage ■ Attic ■ Community pool ■ Community garden with gardener ■ Community park PROPERTY CHARACTERISTICS: ■ Central ■ Air conditioning throughout the house ■ Bars and double windows ■ Built-in coated wardrobes ■ Natural gas heating with new boiler ■ Armored main door ■ Automatic garage door ■ Stoneware floor in living room and bedrooms ■ Pergola ■ Climalit windows with bars and double windows HOUSING MANAGEMENT & CONSTRUCTION Find more at.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2220.0,https://www.idealista.com/inmueble/103867436/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b7/16/d5/1202644884.jpg,Loranca,False,-3.8364358,Loranca,Fuenlabrada,nan,chalet,False,nan
1,Madrid,66.0,True,False,"{'subtitle': 'Centro, Fuenlabrada', 'title': 'Flat in Calle de Móstoles'}",True,3,False,True,False,24,CLK00/3425,es,True,102466453,175000.0,40.2834798,False,nan,sale,"Exclusive brand new apartment located in the Centro Fuenlabrada neighborhood, in Madrid. WE ARE OWNERS! Enjoy all the advantages of buying directly from the property. The house is located on the 1st floor in a block courtyard with an elevator. It has a total area of 66 m², distributed in living room and dining room, open equipped kitchen, 3 bedrooms and 1 bathroom. In addition, it has an elevator, terrace, fitted kitchen, built-in wardrobes, air conditioning and reduced mobility accessibility. Located in the Centro Fuenlabrada neighborhood, on Calle Móstoles, it will allow you to be close to everything you need such as the City Hall, the Police Station and the Fuenlabrada 2 Shopping Center just 5 minutes by car. At the same time, it is close to supermarkets, restaurants, gyms, the Fuenlabrada Central metro station (L12) and the Fuenlabrada Renfe station (C5). Schedule your visit and we will accompany you throughout the entire process. Call us from Monday to Friday from 9:00 a. m. to 8:00 p. m. The house has been completely renovated and is represented by real images after the completion of the work.",False,{'typology': 'flat'},good,2652.0,https://www.idealista.com/inmueble/102466453/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/02/1c/6e/1197472058.jpg,Calle de Móstoles,False,-3.7955535,Centro,Fuenlabrada,1,flat,False,nan
3,Madrid,131.0,False,False,"{'subtitle': 'Loranca, Fuenlabrada', 'title': 'Duplex in Calle Escultura'}",False,4,False,True,False,23,19,es,True,103853509,289900.0,40.2958105,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"METRO CUADRADO REAL ESTATE SELLS SPECTACULAR DUPLEX PENTHOUSE IN LORANCA WITH 2 TERRACES AND GARAGE, FOR FREE RENT! Housing ready to move into, has a built area of 131m² with excellent distribution; On the first floor we find a fully equipped kitchen, a large living-dining room that leads to a 15m² terrace facing North, a toilet and a master bedroom with a built-in wardrobe and an en-suite bathroom with a bathtub and window. On its second floor it has 3 bedrooms, all with air conditioning and one of them with access to a 15m² terrace facing South. This floor also has a bathroom with a bathtub and window. It has individual natural gas heating, double sliding windows, built-in wardrobes in all rooms and hallway, oak doors, gotelé walls and parquet and stoneware floors. **The house has a large garage and a storage room in the basement of the building, both included in the price** It is located in an absolutely consolidated residential area that has all types of educational, commercial, cultural, sports, leisure, etc. services.. . Good communication with public transport, Metrosur stop 200 meters away and quick access to M-506, M-50 and R-5 roads. Loranca is a neighborhood of 12,000 homes whose urban model is quality and respect for the environment. It has an Alcampo and Día shopping center, green spaces such as the lake, a district council and a Metro that connects Fuenlabrada with Madrid capital and the main cities in the south of Madrid (Móstoles, Alcorcón, Getafe and Leganés). *FREE INCOME HOUSING. *This advertisement is commercial in nature, may contain errors and has no contractual value. REQUEST YOUR VISIT!",False,"{'typology': 'flat', 'subTypology': 'duplex'}",good,2213.0,https://www.idealista.com/inmueble/103853509/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ab/ee/52/1202308932.jpg,Calle Escultura,False,-3.8372014,Loranca,Fuenlabrada,4,duplex,False,nan
2,Madrid,100.0,False,False,"{'subtitle': 'Centro, Fuenlabrada', 'title': 'Flat in Calle Suiza'}",False,3,False,True,False,4,F-2320,es,True,103870604,260000.0,40.2833409,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Home for sale in the best area of Fuenlabrada, Located next to the Plaza de la Estación shopping center, town hall, Renfe and Fuenlabrada Central South Metro. It consists of 3 bedrooms, 2 full bathrooms, one as a suite in the master bedroom. Good independent living room, fitted kitchen that gives access to a clothesline. Climalit aluminum throughout the house, the doors are made of oak and the floors are made of parquet and stoneware. natural gas heating, built-in wardrobes, and armored door. INCLUDED IN PRICE GARAGE AND STORAGE ROOM. DON'T HESITATE TO CALL TO ARRANGE A VISIT WE LOOK FOR YOU THE BEST FINANCING.",False,{'typology': 'flat'},good,2600.0,https://www.idealista.com/inmueble/103870604/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b4/95/57/1202745149.jpg,Calle Suiza,False,-3.8010341,Centro,Fuenlabrada,1,flat,False,nan
1,Madrid,78.0,False,False,"{'subtitle': 'La Avanzada - La Cueva, Fuenlabrada', 'title': 'Flat'}",False,2,False,False,False,12,nan,es,True,103870348,179900.0,40.2931323,False,nan,sale,"GILMER SELLS, Great home with excellent location (next to Tomas and Valiente) It consists of 78m2 distributed in 2 bedrooms, 1 bathroom, fitted kitchen, aluminum windows, terrace.. . The property has two elevators. A photographic report of the interior will be expanded shortly. One of the main attractions of the property lies in its magnificent location. Surrounded by green areas, it has a magnificent private garden with a playground, it is located next to the Tomás y Valiente Cultural Center, close to all types of public transport, restaurant areas and all types of services just a few minutes away. Don't hesitate and request your visit appointment today.",False,{'typology': 'flat'},good,2306.0,https://www.idealista.com/inmueble/103870348/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c9/ac/9a/1202737122.jpg,La Avanzada - La Cueva,False,-3.7927745,La Avanzada - La Cueva,Fuenlabrada,2,flat,False,nan
1,Madrid,90.0,True,False,"{'subtitle': 'Centro, Fuenlabrada', 'title': 'Flat'}",False,3,True,True,False,20,008169,es,False,101611351,137260.0,40.2830673,False,nan,sale,"Floor 2nd, flat total surface area 90 m², usable floor area 90 m², single bedrooms: 2, double bedrooms: 1, 1 bathrooms, age between 30 and 50 years, ext. woodwork (hierro), internal carpentry (madera), kitchen (amueblada salida a tendedero), dining room (de paso), state of repair: in good condition, utility room (en cocina), furnished, neighbours per floor: 10, floor no. : 1, facing south, lands: stoneware, exterior.",False,{'typology': 'flat'},good,1525.0,https://www.idealista.com/inmueble/101611351/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/45/aa/af/1127817202.jpg,Centro,False,-3.7893269,Centro,Fuenlabrada,2,flat,False,nan
1,Madrid,79.0,False,False,"{'subtitle': 'Centro, Fuenlabrada', 'title': 'Flat in Avila, 6'}",False,3,False,True,False,10,9-FUENL-AVILA,es,False,103862653,109000.0,40.2868691,True,nan,sale,"ATTRACTIVE APARTMENT TO REFORM AND LEAVE IT TO YOUR TASTE! Apartment to reform that has 3 bedrooms. Totally exterior housing. Large kitchen. Building located in the center of Fuenlabrada with all services nearby. 4th floor without elevator. Living room with access to terrace. Natural gas heating. Very bright. The condition is not bad but it does require a small investment. DON'T MISS THIS OPPORTUNITY AND PAY LESS THAN A RENT OR FOR INVESTORS! Price: 109,000 Euros Real Estate Open House.",False,{'typology': 'flat'},renew,1380.0,https://www.idealista.com/inmueble/103862653/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/37/c6/55/1202506344.jpg,"Avila, 6",False,-3.7930052,Centro,Fuenlabrada,4,flat,False,nan
1,Madrid,101.0,False,False,"{'subtitle': 'Fuenlabrada II - El Molino, Fuenlabrada', 'title': 'Flat in Plaza de París'}",False,3,False,True,False,10,8395AS-SG,es,False,103827280,120000.0,40.2850253,False,nan,sale,"Mr house real estate sells! wow properties in bidding period from 01/26/2024 at 6:00 p. m. ! Starting price €120,000! Bids lower than this price are not accepted! Apartment in Plaza de Paris, in Fuenlabrada, Madrid. The house has 101 m2 of which 78 m2 are useful. Distributed in living room, kitchen with laundry room, three bedrooms and a bathroom. Located close to all kinds of services, shops, leisure, restaurants, green areas. With good road communications, thanks to its proximity to the M-506 and public transport, given its proximity to the Parque Europa metro stop and the Fuenlabrada Renfe commuter station. Call us We will inform you without purchase or mortgage management fees Mr House Real Estate always offers you the best product at the right price.",False,{'typology': 'flat'},good,1188.0,https://www.idealista.com/inmueble/103827280/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a3/6d/fc/1201437688.jpg,Plaza de París,False,-3.8078558,Fuenlabrada II - El Molino,Fuenlabrada,4,flat,False,nan
1,Madrid,75.0,False,False,"{'subtitle': 'Centro, Fuenlabrada', 'title': 'Flat in Calle de San Andrés'}",False,2,False,True,False,17,GRI-80,es,False,103732301,149000.0,40.2877194,False,nan,sale,"REF. GRI-80 Housing in the town of Fuenlabrada, Madrid Housing located in a building four stories above ground level, located on San Andrés Street, in the town of Fuenlabrada, in the province of Madrid. The building has a certain age, so it lacks an elevator. The house has a constructed area of 75 m2 and a useful area of 72 m2 according to Cadastre. Distributed in a large entrance hall, a very bright independent kitchen outside, a hallway that gives access to the living-dining room with access to a terrace, 2 bedrooms, and 1 full bathroom with a shower. The house has aluminum exterior carpentry with single glazing, interior wood carpentry mainly made of sapele, its access door is security, and it has natural gas heating. The floors in the rooms are made of ceramic stoneware, and the paint is a smooth plastic single layer, in all rooms. It is necessary to carry out a REFORM It is located in a consolidated area with an urban and residential character, located a few minutes from the center of the town, surrounded by similar buildings. It has sufficient equipment in the environment such as: medical-sanitary, educational, religious, commercial, restaurants. It has good communications with the rest of the town. Good access through main roads that surrounds the municipality and communicate it with the rest of the province.",False,{'typology': 'flat'},good,1987.0,https://www.idealista.com/inmueble/103732301/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7a/92/1a/1198468525.jpg,Calle de San Andrés,False,-3.7968488,Centro,Fuenlabrada,bj,flat,False,nan
1,Madrid,108.0,False,False,"{'subtitle': 'La Avanzada - La Cueva, Fuenlabrada', 'title': 'Flat'}",False,4,False,True,False,18,RP1102024123113,es,True,103869193,229900.0,40.2929662,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,False,{'typology': 'flat'},good,2129.0,https://www.idealista.com/inmueble/103869193/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c9/d4/e2/1202703364.jpg,La Avanzada - La Cueva,False,-3.7922893,La Avanzada - La Cueva,Fuenlabrada,3,flat,False,nan
1,Madrid,76.0,False,False,"{'subtitle': 'La Avanzada - La Cueva, Fuenlabrada', 'title': 'Flat'}",False,3,False,True,False,10,RP1102024123107,es,False,103868638,129260.0,40.2946526,False,nan,sale,"RED PISO LA AVANZADA offers exclusive housing, which consists of 79m² built. Distributed as follows: - Receiver - Passage living-dining room with access to closed terrace. - 3 bedrooms, the main one with a 3-piece built-in wardrobe. - 1 bathroom with shower tray. - American kitchen, furnished and equipped with ceramic hob, hood and oven. - Boiler with less than a year of life. HOUSING CHARACTERISTICS: - 4th floor without elevator - Oak interior carpentry - Pipes and electricity changed. - Aluminum exterior carpentry with shutters in bedrooms, and white aluminum in living room and kitchen with double glazed glass. - Stoneware floors. - Gotelé walls - Armored main door Totally OUTSIDE! COME VISIT YOUR NEXT HOME! Nearby public transportation. Bus stop. South Metro PARK OF THE STATES. RENFE LA SERNA STATION. Direct access to M-45, M-40 M-50, A-42. Call us to visit it without obligation. * THIS PRICE DOES NOT INCLUDE REAL ESTATE INTERMEDIATION FEES, NOR SALES EXPENSES. *.",False,{'typology': 'flat'},good,1701.0,https://www.idealista.com/inmueble/103868638/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5f/51/14/1202685611.jpg,La Avanzada - La Cueva,False,-3.7846212,La Avanzada - La Cueva,Fuenlabrada,4,flat,False,nan
1,Madrid,51.0,False,False,"{'subtitle': 'La Avanzada - La Cueva, Fuenlabrada', 'title': 'Flat'}",False,2,False,False,False,15,RP1102024123105,es,True,103868342,139000.0,40.2937366,False,nan,sale,"REDPISO LA AVANZADA offers an exclusive recently renovated home, which consists of 60m² built. Distributed as follows: - Receiver. - Passage living-dining room. - 2 exterior bedrooms. - 1 full bathroom with shower. - Furnished and equipped kitchen. HOUSING CHARACTERISTICS: - Low level. - White lacquered oak interior carpentry. - PVC exterior carpentry with climalit glass. - Marble imitation stoneware floors. - Smooth walls. - Armored main door. Totally OUTSIDE! COME VISIT YOUR NEXT HOME! Nearby public transportation. Bus stop. South metro PARK OF THE STATES 15 minutes and RENFE LA SERNA STATION 3 minutes. Direct access to M-45, M-40 M-50, A-42. Call us to visit it without obligation. * THIS PRICE DOES NOT INCLUDE REAL ESTATE INTERMEDIATION FEES, NOR SALES EXPENSES. *.",False,{'typology': 'flat'},good,2725.0,https://www.idealista.com/inmueble/103868342/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/58/b3/f4/1202676334.jpg,La Avanzada - La Cueva,False,-3.7880528,La Avanzada - La Cueva,Fuenlabrada,bj,flat,False,nan
2,Madrid,83.0,False,False,"{'subtitle': 'La Avanzada - La Cueva, Fuenlabrada', 'title': 'Flat'}",False,3,False,True,False,18,RP1102024123110,es,False,103868944,169000.0,40.2956554,False,nan,sale,"REDPISO LA AVANZADA offers an exclusive recently renovated home, which consists of 83m² built. Distributed as follows: - Receiver. - Separate living room with air conditioning. - 3 exterior bedrooms. - 2 bathrooms with shower tray and screen, one of them in the master suite. - Furnished and equipped kitchen. HOUSING CHARACTERISTICS: - Low level. - White lacquered interior carpentry. - PVC exterior carpentry with climalit glass. - Platform floors. - Smooth walls. - Armored main door. Totally OUTSIDE! COME VISIT YOUR NEXT HOME! Nearby public transportation. Bus stop. South metro PARK OF THE STATES 15 minutes and RENFE LA SERNA STATION 5 minutes. Direct access to M-45, M-40 M-50, A-42. Call us to visit it without obligation. * THIS PRICE DOES NOT INCLUDE REAL ESTATE INTERMEDIATION FEES, NOR SALES EXPENSES. *.",False,{'typology': 'flat'},good,2036.0,https://www.idealista.com/inmueble/103868944/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/26/44/9c/1202693895.jpg,La Avanzada - La Cueva,False,-3.7862367,La Avanzada - La Cueva,Fuenlabrada,bj,flat,False,nan
2,Madrid,86.0,False,False,"{'subtitle': 'Universidad - Hospital, Fuenlabrada', 'title': 'Flat in Avenida del Hospital 3b'}",False,3,False,True,False,22,nan,es,True,103860067,282000.0,40.2871306,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Great home with 3 bedrooms and 2 bathrooms, hall, furnished kitchen in good condition and modern, rectangular living room, spacious and comfortable, hallway with full bathroom and bedrooms with built-in wardrobes (the main one includes a full bathroom). Heating and hot water by natural gas boiler, parquet floors, smooth walls, oak doors and cabinets. It has centralized air conditioning in all rooms through ducts, folding aluminum windows,. Bright and in good condition. Immediate delivery! . Includes a garage and storage room. The urbanization has a swimming pool, garden areas and Concierge. The Area is Unbeatable!",False,{'typology': 'flat'},good,3279.0,https://www.idealista.com/inmueble/103860067/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/aa/65/18/1202445765.jpg,Avenida del Hospital 3B,False,-3.8202635,Universidad - Hospital,Fuenlabrada,2,flat,False,nan
1,Madrid,93.0,False,False,"{'subtitle': 'Centro, Fuenlabrada', 'title': 'Flat in Calle Suiza'}",False,3,False,True,False,35,nan,es,True,103837731,175000.0,40.2853822,False,nan,sale,"This apartment located in an area of Fuenlabrada with high demand, offers perfect communication and privileged views. Located on the fifth floor of a building with an elevator, its simple and functional distribution makes it an ideal home. Upon entering, you will be greeted by a large hallway that leads to the kitchen that has direct access to a closed and equipped terrace, perfect for enjoying this space all year round. This terrace also connects with the spacious living room, creating a bright and cozy atmosphere. The hallway will take you to the three bedrooms and the main bathroom, which has been designed with good taste and attention to detail. Standing out among the rooms, the main room offers spaciousness and privacy, as well as having its own closed terrace. The bathroom that serves the rooms has a shower tray. In addition, the apartment has a storage room, giving you additional space for storage. In the surroundings, you can enjoy large parks, play areas for children and adults, as well as essential services, schools, institutes, shopping centers, sports areas and supermarkets. A few meters from the Parque Europa Metro and Renfe central, the necessary amenities to make our lives easier. Don't miss the opportunity to live in this exclusive apartment in Fuenlabrada. Contact us now for more information and to arrange a visit!",False,{'typology': 'flat'},good,1882.0,https://www.idealista.com/inmueble/103837731/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/92/44/54/1201754496.jpg,Calle Suiza,False,-3.8025456,Centro,Fuenlabrada,5,flat,False,nan
1,Madrid,101.0,False,False,"{'subtitle': 'Fuenlabrada II - El Molino, Fuenlabrada', 'title': 'Flat in Plaza de París, 1'}",False,3,False,True,False,8,100-60695165,es,False,103855015,120000.0,40.2847971,True,nan,sale,"GRUPO REIN puts at your disposal this Apartment with an area of approximately 77 m², kitchen, 3 bedrooms and 1 bathroom. Building without elevator. PROPERTY WITH SPECIAL SALE. Property with Special Sale! Flash Sale properties are subject to a special auction sale process. A period is established in which interested parties may submit offers, thus guaranteeing equal opportunities in the process. You have until 6:00 PM to place your best bid! If you are looking for a home to live in a well-connected area, this apartment is ideal for you. It is also an excellent option for those who want to invest and obtain a good return through rental. All this, in addition, with excellent communications by public transport and roads. Request more information without any type of commitment at or.",False,{'typology': 'flat'},renew,1188.0,https://www.idealista.com/inmueble/103855015/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b6/57/76/1202303615.jpg,"Plaza de París, 1",False,-3.8067721,Fuenlabrada II - El Molino,Fuenlabrada,bj,flat,False,nan
