bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,propertyCode,price,latitude,showAddress,parkingSpace,operation,labels,description,newDevelopment,detailedType,status,priceByArea,url,thumbnail,address,has3DTour,longitude,district,municipality,floor,propertyType,topPlus,highlight
2,Madrid,136.0,True,False,"{'subtitle': 'La Dehesa - El Pinar, Navalcarnero', 'title': 'Flat in Calle del Labrador, 1'}",False,3,True,False,False,34,nan,es,True,103695713,264000.0,40.2975219,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"HOGARES NAVALCARNERO SELLS beautiful ground floor apartment in the best private urbanization with community pool, children's areas, garden areas and paddle tennis court. It also has a garage and storage room, in one of the most prestigious neighborhoods in the municipality; Pinewood. One of the best areas of Navalcarnero, close to all types of services, shops, bus stops, sports facilities, etc. Combined with nature and tranquility in the neighborhood. The house is distributed over a comfortable floor and is made up of three bedrooms and two full bathrooms. The property is in a perfect state of conservation. We find a large entrance hall, kitchen with office area and a clothesline. Very good size living room - dining room with large windows, which gives a lot of light to the room, plaster molding, and another separate area with the possibility of an office. And direct access to a large, fully functional terrace with beautiful views of the urbanization and especially the Pine Forest. Two large secondary bedrooms with built-in wardrobes and large windows. A complete bathroom with bathtub. A master bedroom with a full bathroom en suite, with a shower. And also with built-in wardrobes. The house has all the paint smooth, and is in a perfect state of conservation. In addition to a garage and storage room. DON'T MISS THIS OPPORTUNITY AND COME SEE THIS INCREDIBLE FLOOR APARTMENT. F I N A N C I A T I O N 1 0 0 %.",False,{'typology': 'flat'},good,1941.0,https://www.idealista.com/inmueble/103695713/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8e/e5/36/1197377145.jpg,"Calle del Labrador, 1",False,-3.9884406,La Dehesa - El Pinar,Navalcarnero,2,flat,False,nan
4,Madrid,263.0,True,False,"{'subtitle': 'El Pijorro, Navalcarnero', 'title': 'Semi-detached house in Antonio machado'}",False,7,True,nan,False,51,nan,es,nan,103774878,347000.0,40.2890501,False,nan,sale,nan,"CAPITAL HOME NAVALCARNERO Real Estate Agency presents: SELLS SPECTACULAR SEMI-DETACHED VILLA IN THE SEÑORÍO DE NAVALCARNERO. Located in the most sought-after area of the municipality, this chalet stands out for its proximity to the center, just a 5-minute walk away. The high quality of the buildings and the tranquility and safety of its streets make this place the perfect environment to live as a family. The distribution of the home is ideal to enjoy spacious and bright spaces. On the main floor we find a very spacious and bright kitchen, a large living room and a private patio with a built-in barbecue. In addition, it has a courtesy toilet. On the second floor there are 3 bedrooms, the main bedroom with an en-suite bathroom and built-in wardrobe. The secondary bedrooms share a full bathroom with a bathtub. The attic has been converted into a fourth room, thus offering additional space. In the basement, there is a second independent home with 3 bedrooms, a well-equipped kitchen and a toilet with the possibility of installing a shower tray. In addition, we offer free financial advice service and the opportunity for 100% financing. Don't miss the opportunity to acquire this spectacular semi-detached house in the Señorío de Navalcarnero. Contact us now!",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,1319.0,https://www.idealista.com/inmueble/103774878/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fa/04/f2/1199732869.jpg,Antonio machado,False,-4.0223904,El Pijorro,Navalcarnero,nan,chalet,False,nan
3,Madrid,220.0,True,False,"{'subtitle': 'Covadonga - Los Manzanos, Navalcarnero', 'title': 'Terraced house in Galileo, 1'}",False,4,True,nan,False,30,nan,es,nan,100235346,299000.0,40.282353,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"HOGARES NAVALCARNERO SELLS an exclusive magnificent townhouse with 4 bedrooms and a large plot in one of the most attractive areas of the municipality. In optimal condition, it combines tranquility with close proximity to all kinds of shops, schools, leisure areas and direct access to the A5. The house has individual heating by natural gas and double glazed casement windows with security bars. It also has an attic, rear patio and front space, a large number of built-in wardrobes and a large garage-basement. The distribution is as follows: On the GROUND FLOOR, we have an entrance with glazing, a courtesy toilet with a window to the outside, as well as a spacious and bright kitchen with space for a table for several people. On this floor we also find the living-dining room with fireplace and direct access to the backyard that has an upper area with an awning and the lower garden area. On the FIRST FLOOR, which is accessed by a comfortable wooden staircase in perfect condition, we find three secondary bedrooms with very spacious built-in wardrobes, as well as a complete bathroom with a shower tray that serves them. In the main room we have a large-capacity built-in wardrobe and an en-suite bathroom with a shower. Both bathrooms are fully updated. On the BASEMENT FLOOR, we have a large garage, with capacity for four cars and a storage or work area as best available. It has access to the rear plot, as well as two windows that would overlook the garden area, giving this open space more light. Finally, the ATTIC is a single room with velux windows and large spaces with a lot of storage possibilities. DON'T MISS THE OPPORTUNITY AND COME SEE THIS INCREDIBLE HOME. F I N A N C I A T I O N 1 0 0 %.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1359.0,https://www.idealista.com/inmueble/100235346/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/70/fe/97/1074454607.jpg,"GALILEO, 1",False,-4.0096049,Covadonga - Los Manzanos,Navalcarnero,nan,chalet,False,nan
2,Madrid,124.0,True,False,"{'subtitle': 'Centro, Navalcarnero', 'title': 'Duplex in Cruz verde, 1'}",True,4,True,True,False,26,nan,es,False,102995812,237000.0,40.2882593,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"HOGARES NAVALCARNERO SELLS SPECTACULAR duplex apartment in the central area of Navalcarnero, located close to all types of services, shops, bus stops and exits to the main highways, all of this, combined with the tranquility of the neighborhood. The house is distributed over two comfortable floors, and is made up of four bedrooms, two bathrooms, living room and kitchen with utility room. On the 1st floor there is a large living room with a large window, which provides great light, a bedroom with a built-in wardrobe, a kitchen with a clothesline area and a bathroom. The 2nd floor has three large bedrooms and a full bathroom to serve them. It is located in one of the best urbanizations in the central area of Navalcarnero, with access via Italia Street; Equipped with communal areas, swimming pool and garage space included. The house is equipped with air conditioning, built-in wardrobes, wooden floors, double glazed tilt-and-turn windows and is in excellent condition. DON'T MISS THE OPPORTUNITY AND COME SEE THIS INCREDIBLE HOME. F I N A N C I A T I O N 1 0 0 %!",False,"{'typology': 'flat', 'subTypology': 'duplex'}",good,1911.0,https://www.idealista.com/inmueble/102995812/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/11/69/8d/1174512003.jpg,"Cruz verde, 1",False,-4.0121166,Centro,Navalcarnero,1,duplex,False,nan
3,Madrid,210.0,True,False,"{'subtitle': 'El Pijorro, Navalcarnero', 'title': 'Semi-detached house in Juan Ramón Jiménez'}",False,5,True,nan,False,54,JRJ7,es,nan,101922063,329900.0,40.283935,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Real Estate Agency in Navalcarnero REAL ESTATE CAPITAL HOME NAVALCARNERO SELLS SPECTACULAR SEMI-DETACHED HOUSE IN THE MANOR OF NAVALCARNERO. It is the most demanded area of the municipality due to its proximity to the center (5 min. walking), the high quality of the buildings, the tranquility and safety of its streets, its young and familiar environment.. . The distribution of this house is as follows: On the MAIN FLOOR, as we enter the door, on the left we have the kitchen with two clearly differentiated spaces (kitchen-dining room). Living room with direct access to the rear area of the urbanization where we will find the pool and common garden areas. On this floor we also find a courtesy toilet. On the SECOND FLOOR we find 4 rooms. The main one has an en-suite bathroom with a shower tray and a built-in wardrobe. We have a complete bathroom with a bathtub that serves the 3 secondary rooms. The house has a loft with a separate terrace that completes the fifth room. In the BASEMENT we find a garage with capacity for a car and a motorcycle and a space for a workshop area, after this, a second fully furnished kitchen. Do not miss this opportunity. Do not hesitate to call us to arrange a visit and ask about our FREE financial advisory service, we help you buy and choose the best option. We will be happy to help you: )"". "". "". ""**** 100% FINANCING ***** **** 100% FINANCING ***** **** 100% FINANCING *****.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,1571.0,https://www.idealista.com/inmueble/101922063/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3e/71/59/1139490896.jpg,Juan Ramón Jiménez,False,-4.0213453,El Pijorro,Navalcarnero,nan,chalet,False,nan
4,Madrid,120.0,True,False,"{'subtitle': 'Centro, Navalcarnero', 'title': 'Semi-detached house in Constitucion'}",True,4,True,nan,False,36,nan,es,nan,102969328,253990.0,40.286319,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Real Estate Agency in Navalcarnero INMOBILIARIA CAPITAL HOME NAVALCARNERO SELLS SEMI-DETACHED VILLA in one of the best and most central urbanizations of Navalcarnero, very close to services, pharmacies, hospitality, bus stops, educational centers, etc. The house is distributed over three floors: GROUND FLOOR with hall that connects a kitchen with a large storage capacity, a guest toilet and a large living room with windows that provide magnificent natural light to the room. On the FIRST FLOOR we find 2 large bedrooms with fully fitted built-in wardrobes, both rooms have complete en-suite bathrooms. The SECOND FLOOR consists of two other spacious bedrooms with built-in wardrobes and we also find a full bathroom that serves both rooms. The house is equipped with ducted air conditioning in all rooms, smooth paint, double glazed windows, garage and storage room. Urbanization with swimming pool and garden areas that give a touch of class to one of the best communities in the municipality. Excellent location on one of the main streets of the municipality of Navalcarnero, just 2 minutes from the nerve center. DO NOT HESITATE TO CONTACT US TO VISIT IT AND SO NOT MISS THIS UNIQUE OPPORTUNITY! Regarding financing, OUR FINANCIAL DEPARTMENT will help you get the best mortgages on the market.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,2117.0,https://www.idealista.com/inmueble/102969328/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a8/2b/36/1173525955.jpg,Constitucion,False,-4.0061765,Centro,Navalcarnero,nan,chalet,False,{'groupDescription': 'Highlight'}
5,Madrid,137.0,True,False,"{'subtitle': 'El Pijorro, Navalcarnero', 'title': 'Estate in M-507'}",True,9,True,nan,False,96,3486-05354,es,nan,103199012,489000.0,40.2910146,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Spectacular rustic property - sectorized developable land, with REGISTERED housing next to the urban center of Navalcarnero. Property completely restored and cared for down to the smallest detail. You will not find another property like it! Composed of several buildings, its main house stands out, which has a large living-dining room, a designer kitchen, three double bedrooms (the master bedroom is a large suite with a full bathroom), there is also another spacious bathroom with a shower, a pantry. , covered porch and two large terraces (one of them equipped with an outdoor kitchen, to enjoy nature and the good weather). The rest of the buildings are made up of a large multipurpose room, six bedrooms (one suite with shower and hydromassage bathtub) and two full bathrooms (both with shower). The land has a printed concrete entrance, a well-kept designer garden, a leisure area with a swimming pool, barbecue and a kennel area. The farm has a great view of the mountain, since it is located at the top of the hill. It is located just 900 meters from the Navalcarnero center, with very good access. Type of land: Sectorized developable land. For more information, call us and we will inform you.",False,"{'typology': 'countryHouse', 'subTypology': 'countryHouse'}",good,3569.0,https://www.idealista.com/inmueble/103199012/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a0/79/7b/1181559578.jpg,M-507,False,-4.0287629,El Pijorro,Navalcarnero,nan,countryHouse,False,nan
4,Madrid,251.0,True,False,"{'subtitle': 'El Pijorro, Navalcarnero', 'title': 'Terraced house in Calle de Monteclaro'}",False,5,True,nan,False,28,MONTECLARO,es,nan,102244132,419900.0,40.295585,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"HOGARES NAVALCARNERO SELLS an exclusive magnificent renovated semi-detached house with 5 bedrooms and a large plot in one of the most attractive areas of the municipality. In a spectacular state, it combines tranquility with great proximity to all kinds of shops, schools, leisure areas.. . The house has individual heating by natural gas, air conditioning. All the paint in the house is smooth. Fully conditioned backyard with a large built-in pool, a large number of built-in wardrobes and a large adapted basement, laundry room and garage. The house is made up of 3 comfortable floors, distributed as follows: On the GROUND FLOOR, a spacious hall that gives us access to a large and bright kitchen, completely renovated. Courtesy toilet with window. On this floor we also find the huge living-dining room with direct access to a porch and the backyard with a pool. On the FIRST FLOOR, which is accessed by a wide staircase, we find three large and high secondary bedrooms, with air conditioning and very spacious built-in wardrobes, as well as a full bathroom that serves them. In the main room we have a large-capacity built-in wardrobe and an en-suite bathroom. Both bathrooms are fully updated. On the BASEMENT FLOOR, we have a spacious fully adapted room, with windows facing the garden, thus providing ventilation and natural lighting to this open-plan area, a toilet that would serve this floor, a laundry room with a window, and a garage. DON'T MISS THE OPPORTUNITY AND COME SEE THIS INCREDIBLE HOME. F I N A N C I A T I O N 1 0 0 %.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1673.0,https://www.idealista.com/inmueble/102244132/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/06/b9/82/1149148604.jpg,Calle de Monteclaro,False,-4.0160993,El Pijorro,Navalcarnero,nan,chalet,False,nan
4,Madrid,285.0,True,False,"{'subtitle': 'La Dehesa - El Pinar, Navalcarnero', 'title': 'Semi-detached house in Calle del Pino Salgareńo'}",False,4,True,nan,False,30,pino salgareño,es,nan,102070615,379000.0,40.3019654,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"HOGARES NAVALCARNERO SELLS an incredible semi-detached house in an urbanization with a communal pool, children's areas, paddle tennis court and garden areas, in one of the most modern neighborhoods of Navalcarnero; Pinewood. One of the best areas of the municipality, close to all kinds of services, shops, bus stops, etc. Combined with nature and tranquility in the neighborhood. The house is distributed over three comfortable floors, and is made up of four bedrooms, three full bathrooms and a toilet. On the GROUND FLOOR, we have the toilet that serves the main floor, a large kitchen with an office area and a clothesline. Good size living room - dining room, and direct access to the rear plot. It has very large windows which makes it very bright. On the FIRST FLOOR, we have three large secondary bedrooms, with built-in wardrobes in each of them. A full bathroom that serves the secondary bedrooms. A main room with a complete bathroom en suite, and direct access to a fully functional closed terrace. It also has a separate dressing area, and a seating area. Large capacity fitted wardrobes. On the SECOND FLOOR, we find a completely open-plan and perfectly functional attic area for whatever use is needed. Completely independent from the rest of the house and a complete bathroom with a shower tray. In FRONT PLOT, we have a porch area with capacity for two vehicles with motorized doors. And, in the BACK PLOT, several differentiated areas; “chill-out” area and artificial grass, with built-in barbecue. The house has air conditioning units in the main rooms. And above all, the important modifications that have been made throughout the house, with changes to the flooring in the house and front porches, bathrooms, kitchen, living room - dining room, etc. Combining bright colors and with that modern touch. DON'T MISS THE OPPORTUNITY AND COME SEE THIS SPECTACULAR HOME. F I N A N C I A T I O N 1 0 0 %.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,1330.0,https://www.idealista.com/inmueble/102070615/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/13/b8/7d/1143242975.jpg,Calle del Pino Salgareńo,False,-3.9799533,La Dehesa - El Pinar,Navalcarnero,nan,chalet,False,nan
3,Madrid,200.0,True,False,"{'subtitle': 'Centro, Navalcarnero', 'title': 'Terraced house in Calle los Bastos'}",True,4,True,nan,False,34,BASTOS,es,nan,100367465,350000.0,40.2866344,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"HOGARES NAVALCARNERO SELLS SPECTACULAR semi-detached house in an urbanization with access to a garage and storage room in one of the best areas of Navalcarnero. One of the best areas of the municipality, close to all types of services, shops, bus stops, etc. Combined with nature and tranquility in the neighborhood. The house is distributed over three comfortable floors, and is made up of four bedrooms, two full bathrooms and a toilet: On the GROUND FLOOR, we have a large guest toilet plus a storage area, a large kitchen complete with modern and unique finishes and a large window giving light to the entire room. Good size living room - dining room, custom designed to create the feeling of a luxury home and direct access to the rear plot, completely glazed and with an automatic awning. It has large windows, which makes it very bright. All furniture made by custom designers for the entire home. On the FIRST FLOOR, we have two good-sized secondary bedrooms, with built-in wardrobes in each of them. A large master bedroom and large capacity built-in wardrobes with access to a balcony area. A complete bathroom with a shower tray and double sink that serves the three bedrooms. On the SECOND FLOOR, we have an attic completely equipped as a bedroom. Featuring a full bathroom with shower and dressing area. Large capacity air conditioning. Housing completely renovated, above all, with changes to the floor, in this case making it UNDERFLOOR HEATING in the home, bathrooms, kitchen, living room - dining room, etc. Combining white colors and with that modern touch. THE HOUSE IS DELIVERED COMPLETELY FURNISHED WITH EVERYTHING WE SEE IN THE PHOTOS SINCE EVERYTHING IS CUSTOM MADE WITH A COMPREHENSIVE RENOVATION OF MORE THAN €150,000 DON'T MISS THE OPPORTUNITY AND COME SEE THIS INCREDIBLE HOME. F I N A N C I A T I O N 1 0 0 %!",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1750.0,https://www.idealista.com/inmueble/100367465/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8f/fd/65/1081008245.jpg,Calle los Bastos,False,-4.0093671,Centro,Navalcarnero,nan,chalet,False,nan
2,Madrid,154.0,True,False,"{'subtitle': 'Centro, Navalcarnero', 'title': 'Semi-detached house in Valencia'}",False,3,True,nan,False,53,3486-05384,es,nan,103442627,265000.0,40.2827729,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Semi-detached house near the center of Navalcarnero. Housing distributed over three floors, consisting of three bedrooms, full bathroom with bathtub, toilet, very bright independent living room with fireplace, kitchen with office, pantry, garage, storage room, terrace and very sunny garden. In addition, the property has a community pool. The house is well preserved, has stoneware floors on the ground floor, parquet floors on the first floor, double aluminum windows, built-in wardrobes, air conditioning, individual diesel heating and bars. Its location is excellent, since it is close to public transport, school, shops, municipal sports center, green areas, a few minutes walk from Plaza Segovia and with good access from the road. TO 5. For more information, call us to arrange a visit.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,1721.0,https://www.idealista.com/inmueble/103442627/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cf/69/8e/1189641800.jpg,Valencia,False,-4.0164591,Centro,Navalcarnero,nan,chalet,False,nan
3,Madrid,192.0,True,False,"{'subtitle': 'La Dehesa - El Pinar, Navalcarnero', 'title': 'Detached house'}",False,4,True,nan,False,40,NAV4563,es,nan,103443145,375000.0,40.3022873,False,nan,sale,"[{'name': 'forInvestors', 'text': 'For investors'}]","This villa is at Navalcarnero, Madrid. It is a villa, built in 2007, that has 192 m2 and has 4 rooms and 3 bathrooms.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1953.0,https://www.idealista.com/inmueble/103443145/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5a/a6/d6/1190166641.jpg,La Dehesa - El Pinar,False,-3.9738313,La Dehesa - El Pinar,Navalcarnero,nan,chalet,False,{'groupDescription': 'Highlight'}
4,Madrid,200.0,True,False,"{'subtitle': 'Centro, Navalcarnero', 'title': 'Terraced house in de la estrella'}",False,5,True,nan,False,53,nan,es,nan,100170366,295900.0,40.2845311,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Welcome to this wonderful townhouse in Navalcarnero! With 4 floors, this home has large spaces and excellent qualities so that you can enjoy the convenience and comfort that you deserve. On the main floor, you will find a bright living room with fireplace, bar counter and access to the garden, a toilet and a small storage room. The kitchen is fully equipped so you can cook your favorite dishes. On the first floor, there are 3 bedrooms with built-in wardrobes and a full bathroom. On the second floor, there is the attic with a large room and a sloping ceiling. The master bedroom is a suite with a full bathroom and is located on the third floor. In addition, the house has stoneware floors throughout the house, air conditioning with hot and cold pump, aluminum windows with double glass, individual natural gas heating and gotelet walls. The two-car garage and storage room will provide you with the comfort you need to store your belongings. In the back garden, you can enjoy a built-in barbecue and relax in your free time. The house is located in the Olivar neighborhood, just 10 minutes walk from Plaza Segovia and close to schools, supermarkets, pharmacies, shops and public transport. In addition, we offer a professional advisory service and total transparency throughout the purchasing process. Don't miss the opportunity to finance it 100%! With 200 m² built, 5 bedrooms, 4 bathrooms, terrace, balcony, south facing and year of construction 1997, this semi-detached house is ideal to rest and enjoy with your family. Don't wait any longer and contact us to visit it! THIS COULD BE YOUR HOME! We offer you a professional advisory service, quality and total transparency. ! Do you want to know the financing possibilities we can offer you? Call without obligation and we will carry out a totally FREE financing study in five minutes. We advise you on financing with the best conditions on the market!",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1480.0,https://www.idealista.com/inmueble/100170366/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a7/ef/9c/1071872533.jpg,de la estrella,False,-4.0161034,Centro,Navalcarnero,nan,chalet,False,nan
2,Madrid,235.0,True,False,"{'subtitle': 'Centro, Navalcarnero', 'title': 'Terraced house'}",False,4,True,nan,True,38,CAS_597,es,nan,99082205,358000.0,40.2873051,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Villa in the urban center. With 235 m2 built. on 3 floors and free patio (60 m2). Main floor with living room (20 m2), toilet, bedroom/living room, fitted kitchen (10 m2) and access to the patio. Upper floor with 4 double bedrooms and 2 full bathrooms (1 in the bedroom. major ). Large, open-plan and equipped attic. Covered interior access to the large garage and storage area. The house has natural gas heating, brown aluminum windows, air conditioning, complete built-in wardrobes, oak interior carpentry, smooth paint and stoneware floors. Very close to schools, buses and shops. Construction of the year 2006. Better to see.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1523.0,https://www.idealista.com/inmueble/99082205/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/97/45/8d/1162009125.jpg,Centro,False,-4.0108248,Centro,Navalcarnero,nan,chalet,False,nan
2,Madrid,89.0,True,False,"{'subtitle': 'La Dehesa - El Pinar, Navalcarnero', 'title': 'Penthouse in Avenida de la Dehesa, 3'}",False,2,True,True,False,26,nan,es,True,103005166,225000.0,40.3024355,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Carmen Mansilla Real Estate Agency sells exclusively, Fabulous penthouse for sale by transfer, in one of the best areas of Navalcarnero, La Dehesa. Characteristics Two large rooms, Two bathrooms Separate living room kitchen furnished with appliances. Two spectacular terraces. The house is furnished as is, perfect to move into. The urbanization has two small and large swimming pools with green areas, swings, etc. With all services, pharmacy, shops, gym, buses to town and Madrid. The avenue has shops, parks and entertainment. The pine forest next door, for routes, walks. Very nice BEST TO SEE IT.",False,"{'typology': 'flat', 'subTypology': 'penthouse'}",good,2528.0,https://www.idealista.com/inmueble/103005166/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/52/bc/f3/1174820789.jpg,"Avenida de la Dehesa, 3",False,-4.0053453,La Dehesa - El Pinar,Navalcarnero,4,penthouse,False,nan
4,Madrid,321.0,True,False,"{'subtitle': 'El Pijorro, Navalcarnero', 'title': 'Terraced house'}",False,4,True,nan,False,43,NAV4544,es,nan,102926919,435000.0,40.2896544,False,nan,sale,"[{'name': 'reformed', 'text': 'Renovated'}]","This villa is at Calle Pedro Alejo, 28600, Navalcarnero, Madrid. It is a villa, built in 2008, that has 321 m2 and has 4 rooms and 4 bathrooms.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1355.0,https://www.idealista.com/inmueble/102926919/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3d/7c/dd/1172054586.jpg,El Pijorro,False,-4.0161064,El Pijorro,Navalcarnero,nan,chalet,False,{'groupDescription': 'Highlight'}
2,Madrid,100.0,True,False,"{'subtitle': 'Centro, Navalcarnero', 'title': 'Flat'}",False,3,True,True,True,20,PLA_680,es,False,103611524,189900.0,40.287935,False,nan,sale,nan,"Exceptional ground floor apartment of 100 m2, without patio, located in the historic center of Navalcarnero, surrounded by a wide variety of shops, schools, pharmacies and a medical center. This completely renovated and brand new property has a modern and functional design. The living-dining room integrates perfectly with the American-style kitchen, which is fully furnished and equipped with a hood, ceramic hob, oven and microwave. The house has three bedrooms and two bathrooms (1 en suite), both with a shower. The floor covered in porcelain stoneware is complemented by double-glazed white aluminum tilt-and-turn windows. The walls with smooth white paint add modernity and luminosity to every corner. The temperature of the home is efficiently regulated by an electrical system for heating and air conditioning. This property perfectly combines functionality and style, offering a comfortable and contemporary space in a privileged location.",False,{'typology': 'flat'},good,1899.0,https://www.idealista.com/inmueble/103611524/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d9/95/fd/1198672016.jpg,Centro,False,-4.0134837,Centro,Navalcarnero,bj,flat,False,nan
5,Madrid,309.0,True,False,"{'subtitle': 'Centro, Navalcarnero', 'title': 'Terraced house in Callejón de la Cruz Verde'}",False,3,False,nan,False,64,R-739,es,nan,103843750,310000.0,40.2906234,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"ROMERO INMOBILIARIA SELLS EXCLUSIVELY AND WITHOUT FEES TO THE BUYER A TOWNHOUSE IN NAVALCARNERO. Semi-detached house of 309 m2, with four bedrooms, three full bathrooms and two toilets, basement with garage for two cars and under-roof attic where you access the balcony terrace with views of the town, housing distributed over four floors as follows: On the Ground Floor, we find an access hall to the very bright kitchen with granite countertop, window with mosquito net and a service toilet, to the right there is an access staircase to the first floor and basement floor, from the front we access the living room with sliding door, the windows are made of thermal break aluminum, the blinds are made of thermal aluminum and the two in the living room are security; The windows are climalit type with three semi-security glasses, through which we access the interior patio; From the distributor we find the door under the stairs that gives us access to: Basement floor, with a garage where it has a large independent cellar room, a bathroom with a shower cabin, a diesel boiler with a tank, and an automated garage door. First Floor, distributed in three bedrooms with built-in wardrobes, all of them and exterior windows, two of them share a full bathroom and the master bedroom with an en-suite bathroom and large closets. Through the distributor on the floor, we access the under-roof attic that has a large living room, laundry room, a toilet and a large terrace with views of the town. Top quality, molded granite sills on all windows. Unbeatable location, located on a street without vehicle traffic, in the center of town, a few meters from schools, Institute and Plaza de Segovia, all services, pharmacies, Health Center, supermarket and small businesses, bus stop, Covered bullring area, parks, market on Tuesdays. DO NOT HESITATE TO ASK FOR INFORMATION.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1003.0,https://www.idealista.com/inmueble/103843750/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ce/44/17/1202357262.jpg,Callejón de la Cruz Verde,False,-4.0108466,Centro,Navalcarnero,nan,chalet,False,nan
