labels,topPlus,suggestedTexts,province,status,hasVideo,thumbnail,size,priceByArea,has3DTour,numPhotos,showAddress,municipality,country,hasLift,longitude,detailedType,hasPlan,newDevelopment,propertyType,rooms,topNewDevelopment,address,propertyCode,externalReference,price,floor,operation,url,exterior,description,parkingSpace,has360,latitude,hasStaging,bathrooms
nan,False,{'title': 'Detached house in Calle Francisca y Francisco Fausto'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/31/14/c5/847858887.jpg,209.0,1387.0,False,22,False,Chinchón,es,nan,-3.4488207,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,False,chalet,3,False,Calle Francisca y Francisco Fausto,92776466,NUEVO CHINCHON-VENTA,289900.0,nan,sale,https://www.idealista.com/inmueble/92776466/,nan,"Detached detached house of 182 m2 on a plot of 860 m2 with a 9 x 4 m2 pool. Located in Nuevo Chinchón Urbanization, 2 minutes from the center of the town of Chinchón and 15 minutes from Aranjuez. Due to its size, it has a very good and very comfortable distribution, on a single floor of 129 m2 in which we find: hall-hall which gives access to a large independent living room, kitchen with access door to the plot, access stairs to the ground floor 53 m2 semi-basement and a distributor corridor, where we find three bedrooms with fitted wardrobes, the main suite with an incorporated bathroom with a shower tray and window and another full bathroom also with a shower tray and a window that serves the other two bedrooms. In the semi-basement, cellar, storage room where the boiler is located and access door to a large garage, which has a water connection and tool bench. It has all the comforts, with first-class materials: - Gas-oil heating, with a special tank with a capacity of 1.000 liters authorized by industry and located outside the house, buried in the plot. - Solid decorative bars and white tilt-and-turn double glazed windows throughout the house. - Air conditioner. - TV socket in the 3 bedrooms, living room, kitchen and garden. - Automatic access doors to the house and garage. Large front plot of access to the house with shotcrete flooring, except for the garden area, with storage room and kennel. At the back: porch with built-in barbecue with sink and woodshed and pool area with purification room and access door to the community playground: playground, basketball, tennis and soccer courts. The entire plot has automatic irrigation. Come see it, without any commitment. Mª José  Marina.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.1392857,False,2
nan,False,{'title': 'Detached house in Virreina'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f7/12/be/942096634.jpg,410.0,756.0,False,27,False,Chinchón,es,nan,-3.4453975,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,False,chalet,7,False,Virreina,96205523,nan,310000.0,nan,sale,https://www.idealista.com/inmueble/96205523/,nan,"FINCAS GONZALO PUTS FOR SALE LARGE INDEPENDENT VILLA IN THE NUEVO CHINCHÓN URBANIZATION. The construction sits on an area of 1050 m2. It consists of: - Large hall. - Large kitchen of 12 m2. It has a large bell and island. - Large living room of 40 m2. - 4 full bathrooms and one unfinished one in the basement. - 7 Rooms with wardrobes, of which 5 can be considered a bedroom and the remaining 2 office / office. - Large terrace of 45 m2 - Pantry. - Basement for storage and leisure. - 2 garages, of which 1 has capacity for two cars. Stoneware floors. Radiating floor. Oil heating and air conditioning system. Windows with thermal bridge. Alarm system installed. Chinchón is a Madrid town of tourist interest with a great winemaking tradition. To highlight the proximity with Villarejo de Salvanés, Arganda, Rivas and Madrid on the A3. If you would like more information and visit, please do not hesitate to get in touch. We provide you with all the documentation and find the best financing.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.1404831,False,5
nan,False,{'title': 'Estate'},Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f2/7c/62/1105968670.jpg,950.0,1474.0,False,81,False,Chinchón,es,nan,-3.5151932,"{'typology': 'countryHouse', 'subTypology': 'countryHouse'}",True,False,countryHouse,10,False,Chinchón,100979982,nan,1400000.0,nan,sale,https://www.idealista.com/inmueble/100979982/,nan,"Wonderful charming country house of 10 hectares 44 km from the center of Madrid, 10 hectares, main house, guest house, swimming pool, beautiful garden, very well maintained, designed to have maximum comfort, full of details for everyday life, and with all the luxury of unusual elements in a property.Everything legalized. It has 937.23 m2 built that is divided into: •MAIN HOUSE of 650.91 m2 on two floors, with a magnificent distribution. Ground floor: with several entrance halls and exits to the garden, large living room of about 84 m2 with various rooms and fireplace, guest toilet with coat rack, dining room, daily dining room, equipped kitchen, ironing room, cold room, boiler room, guard area with kitchen, bedroom suite, with access from the garden and from inside the house.Two stairs to go up to the bedroom area, one from the living room and the other from the guard area distributor.Direct access to the wonderful garden, large porch with fireplace, barbecue, fans and open to the garden. First floor: Main area consisting of living room with fireplace, daily office, terrace with jacuzzi, bedroom, dressing room, bathroom with terrace.Clear views. 3 bedrooms with access to a terrace overlooking the garden, 2 bathrooms, a separate suite with bedroom, living room and bathroom. •GUEST HOUSE of 198.70 m2 on one floor with two living rooms (one with fireplace), equipped kitchen, 4 bedrooms, 2 bathrooms and porch.Direct exits to the garden. •TWO HOUSES FOR IMPLEMENTS, one of 66.43 m2 and the other of 21.19 m2 •POOL with shower room, jacuzzi and snack area.Several Porches. •Covered area for cars. •Wonderful consolidated “palatial” garden, with automatic irrigation, lighting, fountains, designed by a landscaper.Everything very careful. •Trees, orchard, fruit trees, arable area, wells, irrigation. •EVERYTHING LEGALIZED It is a property designed to receive, enjoy with friends or family but at the same time also to go alone, a property that is easy to manage, without complications, comfortable, cheerful, bright, comfortable, quiet. Houses like this are only achieved through years of care and exquisite taste, acquiring antique elements such as fountains, tiles, palatial cupboards, antique doors and balconies over multiple trips, combined with more modern details.Wooden carpentry, built-in wardrobes, exposed ceiling beams, mosquito nets, bars, kitchen equipped with cold room, gas heating, fireplaces (several), air conditioning, alarm, telephone. The entire set is in very good condition and you can enjoy it as soon as you buy it without any construction hassles or permits. It is very well connected and has a nearby bus line that makes it very convenient. The area has a variety of excursions, routes (on horseback) and places to see, such as Chinchón (6 km) and Aranjuez, towns around Madrid that have a lot of charm where you can enjoy a wide variety of restaurants., corners, architecture. If you wish, we can send you a more detailed dossier with plans. We serve weekends and holidays.",nan,False,40.1479275,False,10
nan,False,{'title': 'Estate'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7b/3c/31/1192658375.jpg,55.0,2909.0,False,39,False,Chinchón,es,nan,-3.4866496,"{'typology': 'countryHouse', 'subTypology': 'countryHouse'}",False,False,countryHouse,2,False,Chinchón,103209463,VM-D-CHI,160000.0,bj,sale,https://www.idealista.com/inmueble/103209463/,nan,"On a plot of 5,000 meters there is a beautiful wooden house with 2 bedrooms, kitchen open to the living room, bathroom with shower. A brick house with a living room, separate kitchen, large bathroom (with space to install a shower), a room with a purifier. A magnificent covered porch with barbecue and built-in oven. 50 square meter pool It has its own water well shared with 1 neighbor, it has a large sewage cesspool.",nan,False,40.1856225,True,1
nan,False,{'title': 'Detached house in Los Almendros'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7d/57/7b/1164416475.jpg,177.0,904.0,False,29,False,Chinchón,es,nan,-3.5551995,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,False,chalet,3,False,Los Almendros,102704621,819-00385,160000.0,nan,sale,https://www.idealista.com/inmueble/102704621/,nan,"HOUSE MADRID REAL ESTATE offers you this charming villa located in the province of Madrid, between the towns of Titulcia and Villaconejos and just 15 km from Chinchón as the main town. The house is located in an urbanization surrounded by nature in the Jarama valley. With a large plot full of fruit and almond trees, it also houses a built-in swimming pool, barbecue and porch. The lower part of the building is equipped as a garage, combined with kitchen and storage room. Ample outdoor parking.",nan,False,40.1120083,False,1
nan,False,{'title': 'Estate in Diseminado Vega Chinchon'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/be/58/d0/1169095186.jpg,190.0,684.0,False,45,False,Chinchón,es,nan,-3.4757541,"{'typology': 'countryHouse', 'subTypology': 'countryHouse'}",False,False,countryHouse,3,False,Diseminado Vega Chinchon,102840610,nan,130000.0,nan,sale,https://www.idealista.com/inmueble/102840610/,nan,"**DONPISO VILLAVERDE SELLS EXCLUSIVELY** Wonderful rustic property located in Chinchón. To access the farm you go along some paths across the road. The house located within the property has been completely renovated recently. Composed of a fully equipped kitchen with new appliances, living room with fireplace, and 3 double bedrooms, in addition we also find a closed terrace that can be closed and enabled for a fourth bedroom. Behind the house we find an area equipped with artificial grass and a built-in fireplace. We also found a shed that today is used for Storage and inside it, we found a well that is providing water to the house, which has filtration. THE PROPERTY HAS SOLAES PLATES, (in the house there is a battery accumulator that supplies and manages energy to the house). Don't miss out on the opportunity to visit it! Bus Lines: 337 Several TAXI stops around. **POSIBILITY OF FINANCING** **CALL AND GET INFORMATION WITHOUT OBLIGATION**.",nan,False,40.1836889,False,1
nan,False,{'title': 'Terraced house in Calle Morata'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5d/74/6f/927863592.jpg,234.0,979.0,False,29,False,Chinchón,es,nan,-3.4226187,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",False,False,chalet,5,False,Calle Morata,95776151,V2106-J,229000.0,nan,sale,https://www.idealista.com/inmueble/95776151/,nan,"House 20 meters from the Plaza Mayor, currently operating as rural accommodation with a valid license. The house belongs to a group of five houses that share an entrance to the patio from where each house is accessed. The house is divided into three independent tourist accommodations, a storage room of about 30 meters and a cave. An apartment, which is currently rented for a long time, is about 75 m2 and is distributed in a living-dining room, an independent kitchen, two bedrooms, a bathroom and a terrace. Another apartment is about 35 m2 and is distributed in a living room with an integrated kitchen, a bedroom, a bathroom and a terrace. The third accommodation is a room with a small living room, bedroom and bathroom. All the apartments are fully equipped with a hot-cold pump, furnished and in good condition.",nan,False,40.1420939,False,3
nan,False,{'title': 'Detached house'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6f/dd/6f/1189057640.jpg,730.0,1918.0,False,39,False,Chinchón,es,nan,-3.495185,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,False,chalet,7,False,Chinchón,102313774,V0326MAC,1400000.0,nan,sale,https://www.idealista.com/inmueble/102313774/,nan,"This stunning property is located in Chinchón with almost 3 hectares of land located in a private urbanization surrounded by similar properties and a countryside offering privacy and tranquility. A beautiful path surrounded by cypresses leads us to the top of a hill where the property is located surrounded by more cypresses, pine trees, olive trees and with a wide and clear view of the surrounding countryside reminiscent of Tuscany. The main house consists of 622m² and is distributed over two comfortable floors and an attic. Built with excellent materials and in perfect condition. As soon as you enter in the spacious hall you are greeted by an elegant and magnificent natural stone staircase that divides the house into two symmetrical parts.  On the left wing of the house and on the main floor is the spacious and luminous living-dining room, fireplace, with double height ceilings that give a great sensation of spaciousness receiving the light from both its windows and a large window on the upper floor, annexed to the lounge we have an office-library and on the right wing of the floor there is a cosy, luminous and spacious kitchen-office with a wonderful fireplace making it a pleasant area for family life, next to the kitchen there is a laundry and ironing room and a pantry, this main floor is completed by a spacious bedroom with bathroom en suite, as well as a guest toilet in the hall, from where the elegant staircase leads to the first floor in which a library-living room open to the main floor lounge dividing into the two wings of the bedrooms, in one of them we have a large master bedroom with dressing room and bathroom en suite which can also be accessed from the corridor to serve the other two bedrooms in this area.  On the opposite side we can find two large bedrooms that share a bathroom and the staircase that goes up to the attic where there is a living room that can be used as a guest room since it also has a bathroom.  The property also has a separate house with a living room, kitchen, 2 bedrooms and 1 bathroom that can be used as a guest or caretaker's house. It also has a studio-apartment which consists of a living room, 2 rooms and a complete bathroom. It also has another building where there is a large workshop with a storage room and the installation room. The house is surrounded by a beautiful and well cared garden with a wonderful swimming pool with clear views. In short, a fantastic property 30 minutes from Madrid where you can enjoy peace and privacy in an idyllic setting.  Chinchón is one of the most picturesque and best known towns within the autonomous region of Madrid and the fact that it lies very close to the capital city has not impinged on its conserving its own personality, with its dark gray and ochre colored landscapes, several houses grouped upon hills surrounding its unique main square and its winding streets that are a witness to the life and the history of the village.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.2089996,False,6
nan,False,{'title': 'Terraced house in Calle de Morata'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7c/50/0c/941988573.jpg,230.0,1126.0,False,23,False,Chinchón,es,nan,-3.4226296,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",False,False,chalet,4,False,Calle de Morata,96258968,V-2114-J,259000.0,nan,sale,https://www.idealista.com/inmueble/96258968/,nan,"WITH TOURIST RENTAL LICENSE. House next to the Plaza Mayor, divided into two floors with a tourist rental license, currently in operation. The house is distributed over two floors, the ground floor consists of an entrance, two bedrooms, a living room in a closed patio, a kitchen, a bathroom and a toilet, the first floor consists of a living room, kitchen, two bedrooms, a bathroom and a terrace. It has hot and cold pumps and is sold with all the furniture and appliances. Everything in very good condition. We do not charge buyers.",nan,False,40.1416822,False,3
"[{'name': 'villaType', 'text': 'Villa'}]",False,{'title': 'Detached house'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/99/32/4c/1043201056.jpg,805.0,1739.0,False,53,False,Chinchón,es,nan,-3.4803279,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,False,chalet,12,False,Chinchón,99405606,nan,1400000.0,nan,sale,https://www.idealista.com/inmueble/99405606/,nan,"Exceptional independent house between Chinchón and Morata de Tajuña, 30 minutes from Madrid, with almost 3 hectares of land. It is accessed through a private road. The vegetation that surrounds the entire environment are mainly cypresses and olive trees. It has beautiful views of some vineyards that border the land. It is a private urbanization surrounded by similar properties and countryside so privacy and tranquility are absolute. It has 805m² divided into several houses: Main house (622m² built - 7 bedrooms - 4 bathrooms - 1 toilet): On the first floor there is a large entrance hall with an imposing staircase that leads to the second floor of the house. Large living room with fireplace, dining area and exit to the porch. In addition to a fantastic living room with library. Guest toilet. Kitchen with office and large window overlooking the vegetation that surrounds the entire house. In addition there is a large pantry and laundry room. One bedroom with fitted wardrobes and bathroom en suite. The porch On the second floor we have 2 double bedrooms with dressing rooms, another 4 good-sized bedrooms with wardrobes and 2 bathrooms. In the attic, a spacious living room with dressing room and bathroom. Guardian's House: It has a living room, a fully equipped kitchen, 2 bedrooms, 1 bathroom and a terrace. Guest House: Living room, 2 bedrooms and 1 bathroom. In the ship-workshop, there are two rooms, one is the same workshop and another ship that can be used as needed. In this second ship there is also a cellar / storage room and the boiler room and softener. The heating is oil and the water is from the well of the same urbanization. All rooms have radiators that can be regulated. Many outdoor areas have drip irrigation. All the constructions have been carried out with magnificent materials and the house is in a very good state of conservation. The windows are made of PVC with double glazing and thermal bridge. 10 minutes away is Morata de Tajuña where there are all kinds of markets and 15 minutes away from Chinchón. Chinchón is one of the most picturesque towns with the greatest personality in the Community of Madrid, its proximity to the capital has not prevented it from preserving its uniqueness. It is a perfect place to rest, disconnect and enjoy nature and fantastic unobstructed views from any room in the house.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.203038,False,6
nan,False,{'title': 'Estate in Carretera de Madrid'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/13/a6/37/802596680.jpg,200.0,875.0,False,53,False,Chinchón,es,nan,-3.4173746,"{'typology': 'countryHouse', 'subTypology': 'countryHouse'}",False,False,countryHouse,3,False,Carretera de Madrid,90939362,4011,175000.0,bj,sale,https://www.idealista.com/inmueble/90939362/,nan,"Total surface area 8900 m², country house plot area 8900 m², usable floor area 8900 m², single bedrooms: 3, 2 bathrooms, age between 20 and 30 years, kitchen, dining room, state of repair: in good condition.",nan,False,40.1410914,False,2
nan,False,{'title': 'Detached house in Don Fernando y doña Teresa Cabrera'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c8/70/42/1133112004.jpg,238.0,945.0,False,51,False,Chinchón,es,nan,-3.44964,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,False,chalet,4,False,Don Fernando y doña Teresa Cabrera,101767330,JC111 Nuevo Chinchón,225000.0,nan,sale,https://www.idealista.com/inmueble/101767330/,nan,"NO AGENCY COMMISSION! We got your FINANCING! JC SOLUCIONES INMOBILIARIAS sells in the Nuevo Chinchón urbanization this wonderful 238m² villa built with two completely independent floors on a 540m² plot with spectacular views of the Alcarria de Chinchón. Unique opportunity both for investors (possibility of having two incomes) or for families who want to enjoy the tranquility and nature one step away from the municipality of Chinchón and only 35 minutes from Madrid Capital...It is delivered ready to move into! . The upper floor is a completely independent house distributed in a 20m² living room, three bedrooms (the main one, with an en-suite bathroom), an equipped kitchen and two complete bathrooms (one with a shower tray and the other with a bathtub).The lower floor is another independent house that is accessed through a porch at the entrance, a huge and bright 32m² living room with a kitchenette and large windows overlooking the plot, a dressing room with a built-in toilet and a spacious room with a full bathroom on the suite room. The construction qualities are unbeatable: CLIMALIT white lacquered aluminum windows, stoneware floors, fitted wardrobes in bedrooms and dressing room, air conditioning, gas-oil heating with aluminum radiators, fiber optics... In the well-kept plot we can enjoy spectacular views of the countryside and the Chinchón alcarria, as well as several garden areas, a multipurpose warehouse, barbecue, private garage... The Nuevo Chinchón Urbanization is located just 35 minutes from the capital Madrid and has all the services: paved streets, public lighting, sewerage, garbage collection, surveillance by the municipal police, playground, soccer fields, basketball, tennis, bus stop at the entrance (lines 337 to Madrid and 416 to Valdemoro).It is, without a doubt, an ideal place for lovers of tranquility and nature.The historic and touristic municipality of Chinchón is only 2 km away, where you can enjoy its renowned restaurant offer and its famous square, church, castle and national hostel, among other monuments and places of interest. What are you waiting for to start your new life? Get in touch for more information or to make a visit.We have facilities for FINANCING. JC Real Estate Solutions.We fulfill your wishes.We make your dreams come true.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.1420289,False,4
nan,False,{'title': 'Detached house in Juan Arias'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4a/b1/b4/1164242032.jpg,152.0,1888.0,False,21,False,Chinchón,es,nan,-3.4204644,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,False,chalet,3,False,Juan Arias,102699439,nan,287000.0,nan,sale,https://www.idealista.com/inmueble/102699439/,nan,"Excellent detached house located in the Urb. Nuevo Chinchón, with 152 m² built on a 500m² urban plot. The patio has a swimming pool, barbecue, porch with gazebo, garage for two vehicles and endless views with beautiful sunsets of the valley with Chinchón. The house has one floor and has a total of 3 bedrooms, master bedroom with en-suite bathroom, 2 bathrooms, kitchen with appliances, living room with access to patio, built-in wardrobes and air conditioning. Oil heating. Ideal for living in a natural environment free of pollution.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.1393569,False,3
nan,False,{'title': 'House'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9b/9a/15/1180306256.jpg,805.0,1739.0,False,30,False,Chinchón,es,nan,-3.4750801,{'typology': 'chalet'},False,False,chalet,11,False,Chinchón,103035405,106539,1400000.0,nan,sale,https://www.idealista.com/inmueble/103035405/,nan,"It is a 2.6 hectare farm with a Main House, Studio-House, Workshop-Warehouse and Guardés House. It is located in the Valgrande Urbanization, Urban Conservation Entity, in the municipality of Chinchón, and close to Morata de Tajuña. The Main House, of 622 m2, consists of a ground floor, first floor and attic. On the ground floor there is the living room, the library, the kitchen and a bedroom with a bathroom. The bedrooms are located on the first floor. They are distributed through the distributor and symmetrically, on one side a bedroom with a double bed, another bedroom with a single bed and connected to it with a sliding door, another bedroom, which makes it possible to make them independent. There is also a bathroom. On the other side of the hall, a room with a double bed, and another bedroom with two beds. Another bathroom completes this side of the house. The staircase that gives access to the attic is also located on this side, which has a large living room, bedroom and a bathroom. The Studio-Housing consists of a living room, two bedrooms and a bathroom. The Guardés House consists of a living room, kitchen, two bedrooms and a bathroom. In addition, it has a workshop and a warehouse in an annex building, which could be converted into a warehouse. It was the place where the previous owner, the sculptor Martín Chirino, worked. It has a swimming pool, a garden area and a garage. The first building is from 1996.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.1838683,False,7
nan,False,{'title': 'Detached house in Calle de la Virgen de Gracia'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5b/ff/f2/1113877718.jpg,427.0,1101.0,False,43,False,Chinchón,es,nan,-3.4157779,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,False,chalet,6,False,Calle de la Virgen de Gracia,101190750,1710/79,470000.0,nan,sale,https://www.idealista.com/inmueble/101190750/,nan,"REF. 1710/79. Are you looking for an independent dream house? This property is perfect for you. With a total area of 427 m2 and a plot of 1,600 m2, this two-story house is impressive. The ground floor has a hall, living room, interior garden, office, kitchen, gym, porch and garage, while the upper floor has a master suite, three bedrooms, two bathrooms, library and terrace. The house is built with top quality materials, including Carrara marble and Intense Black sudo granite. In addition, it has quality details such as underfloor heating cooling by aerothermal energy, underfloor heating, electrical installation by home automation, alarm connected to the central unit, and much more. Don't miss the opportunity to live in a dream home! This detached house has 6 bedrooms and 5 bathrooms, and is in perfect condition. In addition, it has a south-west orientation that allows you to enjoy the sun all day. The year of construction is 1997, but the house has been renovated and is in excellent condition. It also has a storage room and a garage space. The house is delivered furnished, except for specific pieces, which means that you can move in without worrying about the decoration. You just have to bring your personal belongings! Don't wait any longer and come see this impressive property! Purchase expenses and taxes on the transfer of goods not included in the promotion price.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.1382383,False,5
"[{'name': 'villaType', 'text': 'Villa'}]",False,{'title': 'Detached house'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cc/12/40/1195468483.jpg,805.0,1739.0,False,66,False,Chinchón,es,nan,-3.4841723,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,False,chalet,11,False,Chinchón,103630827,37289,1400000.0,nan,sale,https://www.idealista.com/inmueble/103630827/,nan,"WG50371-AM Forty minutes from the city of Madrid, close to the town of Chinchón, this quiet and comfortable property is located, designed by a prominent Spanish architect, by Martín Chirino, with a history and attributes that make it a unique opportunity. in the market. Built based on the requirements of the Spanish sculptor, it was designed for the comfort of its inhabitants, their family and friends, maintaining many of its qualities that its new owner will be able to enjoy.First, privacy plays an important point in the location of the property, rising in the middle of an urbanization where the green fields and vineyards predominate, a few minutes from the center of Madrid; second, the tranquility that the artist needed to work made him choose this place where there are no immediate neighbors; third, the chalet follows logic of symmetry, which the sculptor used in his works; and fourth, we cannot fail to mention the quality of the materials and the personalized work of Chinchón artisans to achieve what the artist wanted. The property is divided into two main buildings: the main house; and a second construction, which includes; two independent apartments, a shed, cellar and garage. CHARACTERISTICS OF THE MAIN HOUSE: The property has 730 m2.Among its qualities we can see 3 meter high ceilings, pine wood doors designed by the sculptor and worked by artisans from Chinchón; Apiary stone floors, rustic or worked, depending on the area. - Entrance with vehicle access at the door. - Entrance hall, in front of the main staircase. - Large living room and dining room, plus a second living room/library. - Independent, equipped kitchen. - Pantry and separate ironing room. - 1 large bedroom with en-suite bathroom, on the ground floor. - 5 rooms on the first floor, two en suite. - 1 additional bathroom. - Two floating iron hallways, with bookcases. - 1 attic, with en-suite bathroom. The main house has access to a terrace and terraced gardens, worked by landscapers, leading to a large pool and living spaces, which can be used for spring and summer social events. ADDITIONAL CONSTRUCTION FEATURES: 1.- APARTMENT 1: - Living room - 1 bedroom - 1 dressing room - 1 bathroom - With the possibility of enabling an American kitchen. two.- APARTMENT 2: Currently, this property is used by the property's caretaker. - Living room. - Independent kitchen. - 2 rooms. - 1 bathroom. 3.- SHEDS: large closed spaces for multiple uses.It includes two spaces, plus a cellar and the boiler area.The artist who owned the house used these large spaces as work workshops. This is a unique opportunity for those who like to live in privileged, unique environments, very quiet but close to the city.This farm could be the meeting point for families and friends, allowing them to enjoy together but independently.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.2054724,False,6
nan,False,{'title': 'Detached house'},Madrid,renew,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0b/0c/a2/637386533.jpg,616.0,641.0,False,12,False,Chinchón,es,nan,-3.42347,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,False,chalet,10,False,Chinchón,84359264,137,395000.0,nan,sale,https://www.idealista.com/inmueble/84359264/,nan,"Manor house- Palace next to Plaza Mayor de Chinchón. Protected building located in the historic area of Chinchón with permission of Hostel and Residential among others. It has several rooms, patios, cave with an old wine tinaja. Winery, and land. It is on a corner with a crossing that allows the parking of several cars. Its privileged location in the main street of Chinchón, declared one of the most beautiful villages with a huge tourist influx and an important gastronomic route that exceeds the capacity of the restaurants in the area. The restoration or rehabilitation of the Palacete would allow to conserve important details such as lattices, beams and doors of solid wood. Privileged location near the most visited tourist places and proximity to the Parador allow a unique investment opportunity.",nan,False,40.1401777,False,6
nan,False,{'title': 'Estate'},Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fe/df/f7/1114747377.jpg,120.0,4158.0,False,56,False,Chinchón,es,nan,-3.4233922,"{'typology': 'countryHouse', 'subTypology': 'countryHouse'}",False,False,countryHouse,4,False,Chinchón,101216807,nan,499000.0,nan,sale,https://www.idealista.com/inmueble/101216807/,nan,"** TWO PROPERTIES for sale, each with TWO LARGE HOUSES. We put two farms together for sale. It is accessed by an automated gate. 6,000 m2 of plot. The first has a 120 m2 house and consists of 4 bedrooms, a living room, a kitchen and a bathroom. The second house is 70 m2 and consists of 3 bedrooms, living room, kitchen and a bathroom. Large living room and auxiliary kitchen (15 m2, which is accessed from the patio) that also has two bedrooms and a bathroom downstairs. Large pool. Great barbecue. 2 storage rooms (in the second house) Ship in the back of the farm. IBI (approximate): €400 and €170-190. Alarm system installed. Heating: - Installation of 24 solar panels (10,000 KW). - Engine generator (60,000 KW). - Diesel tank (1,000 L). - Wind-power generator. It has a well. If you would like more information and a visit, please do not hesitate to contact us.","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,40.1417408,False,1
