bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,price,propertyCode,latitude,showAddress,parkingSpace,operation,labels,description,newDevelopment,detailedType,status,priceByArea,url,thumbnail,address,has3DTour,longitude,district,municipality,floor,propertyType,neighborhood,topPlus,highlight
9,Madrid,1077.0,True,False,"{'subtitle': 'Somosaguas, Pozuelo de Alarcón', 'title': 'Detached house'}",True,9,False,nan,True,37,PL61064,es,nan,6000000.0,101340225,40.4268234,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'luxuryType', 'text': 'Luxury'}, {'name': 'villaType', 'text': 'Villa'}]","Discover the elegance and comfort of living in this independent villa located on a spectacular 3000 square meter plot. This impressive property offers a construction of 1077 square meters, distributed over three comfortable floors. The master bedroom has its own bathroom and dressing room. In addition, there are six other bedrooms with their respective en-suite bathrooms, offering a unique and exclusive accommodation experience. This home also has two service bedrooms, a service bathroom and a guest toilet, which provide comfort and privacy to its inhabitants. The main living room, divided into three rooms, offers a feeling of spaciousness and light, while the cinema room provides additional space to enjoy moments of leisure and fun. The garden is simply spectacular, with a swimming pool and a large consolidated green area and a wide variety of plants and flowers, which makes it a perfect place to relax outdoors. Its garage with capacity for six cars is a detail that cannot be missing in a property of this magnitude.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,5571.0,https://www.idealista.com/inmueble/101340225/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9e/27/83/1139860552.jpg,subdistrict Somosaguas,True,-3.8034842,Somosaguas,Pozuelo de Alarcón,nan,chalet,Somosaguas,False,nan
4,Madrid,238.0,True,False,"{'subtitle': 'Zona Estación, Pozuelo de Alarcón', 'title': 'Terraced house'}",True,4,False,nan,True,64,FR185444,es,nan,885000.0,101399733,40.4555131,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Corner semi-detached house for sale in a privileged, quiet area surrounded by green areas. This home has a private garden and a pool shared with 4 neighbors. Occupying a 238 m2 plot and having 296 m2 built on 4 floors, this house offers ample space to enjoy with the family. On the ground floor, we find a porch, a hall, a kitchen with an office, a large living-dining room with a fireplace and a guest toilet. Upstairs, there are 2 bedrooms that share a full bathroom and a master suite. The attic has another suite and a large terrace. On the semi-basement floor, there is a multipurpose room, a storage room and a pantry. In addition, this house has a closed garage space on the street level with independent access. Regarding its location, it is close to supermarkets, bars, sports, cultural, educational and commercial centers. This home is in good condition and has 4 bedrooms and 4 bathrooms. It is south facing, with wooden interior carpentry and aluminum exterior carpentry. It has individual natural gas heating, pre-installation of air conditioning, alarm, swimming pool, barbecue and garage. Don't miss the opportunity to acquire this house in a quiet and well-connected area. Contact us for more information!",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",renew,3718.0,https://www.idealista.com/inmueble/101399733/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ed/8d/1a/1124613443.jpg,subdistrict Zona Estación,True,-3.7990138,Zona Estación,Pozuelo de Alarcón,nan,chalet,Zona Estación,False,nan
7,Madrid,703.0,True,False,"{'subtitle': 'Montealina, Pozuelo de Alarcón', 'title': 'Detached house'}",True,5,False,nan,True,42,FR165695,es,nan,1900000.0,95539683,40.4372997,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","Gilmar offers one of the outstanding properties of the Monte Alina urbanization for sale. It is a last phase Levitt model MGRANADA chalet, with spectacular views and maximum privacy from its neighbors. This house has been expanded and improved, it offers more than 700m2 built in good condition. On a plot of 1,440, it enjoys a garden with a swimming pool and consolidated landscaping, which is undoubtedly a differential factor with respect to other homes in the urbanization, it will be a very outstanding aspect for its future owner. Within the urbanization it is located in a very quiet cul-de-sac. Monte Alina is one of the reference urbanizations in the Northwest area of Madrid, with a single entrance-exit it allows it to offer a high degree of security to its neighbors with very reasonable expenses, it has consolidated trees in common areas and avenues, tracks community tennis and paddle courts, playgrounds and above all the direct access of the owners to Monte de Boadilla. The area has a very complete range of services, clinics and hospitals (Quirón University Hospital, Madrid-Montepríncipe, Puerta de Hierro, etc. ), schools and universities, shopping, sports and leisure centres, etc. , as well as a complete transport network. public, Metro-Light, buses and suburban RENFE. A property that you cannot miss if you are looking for a home in the Northwest area of Madrid. DISTRIBUTION: BASEMENT: Garage for 5 cars, facilities room, cellar, living room, storage room, laundry room and iron, toilet, GROUND FLOOR: Front porch, distributor, lounge, living room, dining room, living room, kitchen with office and pantry, distributor, service room, service bathroom, garden room, rear porch. FIRST FLOOR: room with en-suite bathroom, room-shared bathroom, bedroom, master suite with bathroom and dressing room, family room, various rooms. CHARACTERISTICS: Interior carpentry: wood Exterior carpentry: wood Heating: hot air Air conditioner Alarm Swimming pool Tennis-Paddle.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2703.0,https://www.idealista.com/inmueble/95539683/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/54/c0/5c/962435169.jpg,subdistrict Montealina,True,-3.8534852,Urbanizaciones,Pozuelo de Alarcón,nan,chalet,Montealina,False,nan
6,Madrid,571.0,True,False,"{'subtitle': 'La Cabaña, Pozuelo de Alarcón', 'title': 'Detached house'}",True,7,False,nan,True,36,FR187388,es,nan,1050000.0,101848958,40.4160098,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","Gilmar presents an exclusive Detached Villa in the La Cabaña urbanization. With 571 m2 built on a 755 m2 plot, this spacious home is distributed over 4 floors and enjoys a beautiful plot with a consolidated garden with a pool, privacy and unobstructed views. The ground floor has a hall, living-dining room, living room/office, kitchen with office, guest toilet and a large porch. The bedroom floor has a master suite with bathroom and terrace, suite 2, room 3, room 4 and shared full bathroom. The attic floor has another bedroom 5 with a terrace, room 6, a bathroom with a shower and a large open-plan living room with a terrace. In the basement we find a living room with a roof style, bathroom, laundry room, pantry, utility room and garage. La Cabaña is a very well located urbanization and the development of the ARPO plan will increase the range of services and the frequency of transport in the coming years. In its surroundings it has sports clubs, shopping, cultural, sports and leisure centers, and a wide range of public and private medical centers. Everything a family may need in their daily lives and just a few minutes from the capital. A home in good condition and with spaces to delight a large family that cannot be missed before deciding to purchase in the northwest area of Madrid. DISTRIBUTION: BASEMENT: Garage, Andalusian room, laundry room, pantry, bedroom, bathroom GROUND FLOOR: Hall, living-dining room, guest toilet, kitchen with office, living room, porch FIRST FLOOR: Hall, master suite with bathroom and terrace, suite with bathroom, bedroom, bedroom with terrace, full bathroom. ATTIC: Hall, open room with terrace, bedroom, bedroom with terrace and full bathroom. CHARACTERISTICS: Interior carpentry: wood Exterior carpentry: Climalit glass Heating: individual natural gas Air conditioning (ground and upper floor) Alarm Pool.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1839.0,https://www.idealista.com/inmueble/101848958/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/76/6b/79/1140632053.jpg,subdistrict La Cabaña,True,-3.8311697,Urbanizaciones,Pozuelo de Alarcón,nan,chalet,La Cabaña,False,nan
3,Madrid,162.0,True,False,"{'subtitle': 'Zona norte, Pozuelo de Alarcón', 'title': 'Flat'}",True,3,False,True,True,28,NY191516,es,True,650000.0,103113162,40.4596518,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"CHANCE! Bright renovated home, facing SOUTHEAST. It includes a large garage space and a large storage room of 16m2. It is located in a private urbanization with security, swimming pool, paddle tennis, green areas and gym. Its extraordinary luminosity stands out, the result of windows considerably larger than most properties. In the living room, two large wall-to-wall windows offer unparalleled lighting, making the most of sun exposure. The house is distributed in the following rooms: Separate living room - dining room, facing the urbanization. Enjoy very pleasant views. The kitchen has been recently renovated to a high-end design, including Miele appliances and high-quality furniture. In addition, it has a practical clothesline and a bar area for eating. The 18m2 master suite has multiple large-capacity built-in wardrobes and a large full bathroom. It has two additional double bedrooms, both equipped with built-in wardrobes. The house has two independent full bathrooms, one of them is currently used as a guest toilet but is easily reconvertible to its original state (adding a total of 3 full bathrooms). The northern area of Pozuelo is characterized by being a quiet area, located in an environment surrounded by parks and nature. Furthermore, it is in continuous revaluation as new businesses and services have been established in the area. Very close to the Corte Inglés. All kinds of services within a 5-minute walk: Mercadona, BM supermarket, gas station, pharmacies, restaurants, gyms, paddle tennis club and veterinarian. Excellent road communication with the center of Madrid. Quick access to the M-40 and A6. Various nearby public transportation options (bus and train).",False,{'typology': 'flat'},good,4012.0,https://www.idealista.com/inmueble/103113162/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/27/af/05/1179319365.jpg,subdistrict Zona norte,True,-3.8007674,Zona norte,Pozuelo de Alarcón,2,flat,Zona norte,False,nan
9,Madrid,1170.0,True,False,"{'subtitle': 'Somosaguas, Pozuelo de Alarcón', 'title': 'Detached house'}",True,8,False,nan,False,43,PV8585I,es,nan,3900000.0,102582888,40.4209573,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'luxuryType', 'text': 'Luxury'}, {'name': 'villaType', 'text': 'Villa'}]","A large 1,170 m² house under renovation on an excellent plot close to the main entrance checkpoint to the residential complex. It is close to shopping and leisure facilities. Easy access to public transport and the main roads. The Somosaguas A residential complex is known for its natural surroundings and 24-hour security.  The property consists of two buildings, one of which can become two dwellings or a dwelling and another professional activity. It has 8 bedrooms/rooms, all with en-suite bathrooms.  It also features several lounges and staff quarters. There are 8 sheltered parking spaces. CONTACT US TO SHOW YOU HOUSES THAT WE ARE NOT PUBLISHING Somosaguas is a luxury residential estate that is only 10 kilometres from Madrid. It features excellent security measures, as all the inhabitants consider peace and privacy key requirements. In fact, public personalities from the world of culture, politics and music live here. Belonging to Pozuelo de Alarcon, Somosaguas is well connected by bus and tram. Above all, it is surrounded by the Casa de Campo, the city's great green lung. There are excellent schools, shopping centres and the Complutense University Campus. The Carretera de Castilla (Castile Road) will enable you to reach the city centre in 5 minutes.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,3333.0,https://www.idealista.com/inmueble/102582888/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7a/e0/5c/1200353144.jpg,subdistrict Somosaguas,True,-3.7867451,Somosaguas,Pozuelo de Alarcón,nan,chalet,Somosaguas,False,nan
7,Madrid,925.0,True,False,"{'subtitle': 'Prado Largo, Pozuelo de Alarcón', 'title': 'Detached house'}",True,8,False,nan,False,58,PV8578I,es,nan,5400000.0,102487080,40.4291876,False,nan,sale,"[{'name': 'luxuryType', 'text': 'Luxury'}]","A fantastic 925 m2 detached house on a 5,412 m² plot with a convenient layout, mainly on one floor, although it has a basement. It has spacious rooms with large windows to enjoy the fantastic views that the location of the plot provides. Located in the exclusive Prado Largo residential complex with 24-hour security, a social club.. . and surrounded by greenery. Layout:  MAIN FLOOR 550 m2: - A spacious hallway. - Living room with a fireplace and access to the garden. - Dining room with access to the garden. - A kitchen with a breakfast area. - A lounge with a fireplace. - Guest WC. - The Master Bedroom is en-suite and includes a private pool. - An en-suite bedroom. - Two bedrooms. - Bathroom. BASEMENT: - Staff quarters consisting of two bedrooms and two bathrooms. - Multipurpose room with a kitchen and access to the garden. - An independent apartment with two bedrooms, a kitchen, a living room and a bathroom. - Laundry area. - Boiler room. - Two large storerooms. - Garage. CONTACT US TO SHOW YOU HOUSES THAT WE ARE NOT PUBLISHING Pradolargo is a luxury urbanization located in the northwest of Madrid and belongs to the municipality of Pozuelo de Alarcón. Monte de Boadilla adjoins the urbanization, offering a privileged environment of authentic contact with nature. In Prado Largo we only find independent villas and plots for rent and sale for families who want to live in an environment of security and privacy but with good communications with the center of the capital.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,5838.0,https://www.idealista.com/inmueble/102487080/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5f/6d/9f/1186280124.jpg,subdistrict Prado Largo,True,-3.8490645,Urbanizaciones,Pozuelo de Alarcón,nan,chalet,Prado Largo,False,nan
4,Madrid,540.0,True,False,"{'subtitle': 'Monteclaro, Pozuelo de Alarcón', 'title': 'Detached house'}",True,7,False,nan,False,53,PV8514I,es,nan,1880000.0,102385293,40.4459109,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","A splendid 540 m² detached villa with a private pool and a well-kept 2.393 m² plot in the Monteclaro residential complex. A gated community with 24-hour security and a magnificent Social Club with pools (for children and adults), a tennis and paddle tennis court, children's play area, and a cafeteria. The house is near shopping and leisure facilities and enjoys easy access to public transport and to the main roads. Layout: MAIN FLOOR: - Entrance hall. - A living room with a fireplace and access to a porch. - An office with access to the porch. - Lounge/TV room with access to the porch. - Separate dining room with access to the porch. - Kitchen. - A bedroom and bathroom for the staff. - Laundry area. - Ironing room. - Master bedroom with a walk-in closet and fully equipped en-suite bathroom. TOP FLOOR: - A spacious landing/lounge area. - An office or bedroom. - Two complete bathrooms. - Four bedrooms. CONTACT US TO SHOW YOU HOUSES THAT WE ARE NOT PUBLISHING These residential estates belong to the municipalities of Pozuelo de Alarcon, Majadahonda and Boadilla del Monte. They are connected by the M-40, M-500 and M-503. They are very safe and have 24-hour security services, public transport, schools, shops and a social and sports club. They all offer detached houses in large plots with trees. Many of the homes have been renovated in recent years with the arrival of young families, who have contributed a very pleasant lifestyle.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,3481.0,https://www.idealista.com/inmueble/102385293/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fe/e5/74/1201022494.jpg,subdistrict Monteclaro,True,-3.8611271,Urbanizaciones,Pozuelo de Alarcón,nan,chalet,Monteclaro,False,nan
7,Madrid,571.0,True,False,"{'subtitle': 'La Cabaña, Pozuelo de Alarcón', 'title': 'Detached house'}",True,9,False,nan,True,67,W-02OMTG,es,nan,1050000.0,97327688,40.4136464,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","Lovely detached house with views - La Cabaña Magnificent detached house in La Cabaña, with unbeatable views and very bright. On a plot of 836 sqm we find a detached house of 571 sqm that stands out for its luminosity and its high quality finishes. From the entrance hall we have access to the guest toilet, the living room with marble fireplace, a beautiful office with views of the garden, and the kitchen with office.  From these last two rooms we can go out onto a porch with two areas; a sitting area and another with a dining table overlooking the garden. On the first floor there is a hallway that leads to four large bedrooms, all of them with fitted wardrobes. Two of these bedrooms have en-suite bathrooms and the master bedroom has a dressing room. There is another bathroom that serves the other two bedrooms. From the terrace of some of these bedrooms you can enjoy magnificent views over the pine forest of Montegancedo to the mountains in the background on the horizon. On the first floor there is a living room with a terrace and spectacular views, two bedrooms with terraces and a large bathroom. The basement is distributed in several rooms with windows and natural light, an original wine cellar with water and drainage, a bedroom, a complete bathroom, laundry room and pantry. The garage with electric door and space for a car and motorbike. Outside there is a garden area with mature trees, a saline chlorination swimming pool and barbecue. On the side of the house there is paved space for five cars in the open air. Independent of the house we have a waterproofed and acoustically insulated underground area, where we find three rooms for different uses. La Cabaña-Montegancedo, located in the southwest of Pozuelo, is one of the peripheral parks that are still able to make us feel ""that feeling of the countryside"" that years ago was enjoyed in many other corners of the municipality. Because of its quality of life, and above all because of its proximity to the centre of Madrid, it has become one of the most important population centres in the northwest of the Community. In addition to its excellent geographical location, it is also well connected to other municipalities and has direct access to the M-40 and M-50 motorways, as well as the M-503. Montegancedo is attractive for families with medium/high purchasing power who are looking for a first residence. The nearby infrastructure are excellent and there are a large number of services close to the residential areas: schools, hospitals, shopping centres, gyms and a multitude of restaurants and leisure areas.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1839.0,https://www.idealista.com/inmueble/97327688/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/47/f2/66/1182424745.jpg,subdistrict La Cabaña,True,-3.8323506,Urbanizaciones,Pozuelo de Alarcón,nan,chalet,La Cabaña,False,nan
7,Madrid,349.0,True,False,"{'subtitle': 'Zona Pueblo, Pozuelo de Alarcón', 'title': 'Detached house'}",True,5,False,nan,False,35,PV8600I,es,nan,1195000.0,102955966,40.4413442,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","A 349 m² detached villa renovated in 2020 to the highest standards. Exceptionally bright, with fantastic views of the mountains and in an excellent location that is extremely quiet and close to all amenities. It has been designed to be used as two separate dwellings with separate entrances. The entire property has automatic blinds, double-glazed aluminium tilt-and-turn windows, smooth texture paintwork, tiled and wooden floors, and air conditioning with hot/cold pump.  LAYOUT: MAIN FLOOR: - Hall.  - Living/dining room with access to the garden.  - Kitchen.  - WC.  FIRST FLOOR: - An en-suite master bedroom with a walk-in closet and bathroom. - Another bedroom with an en-suite bathroom. ATTIC - Open-plan attic with a bedroom with an en-suite bathroom.  GROUND FLOOR: - A fully equipped kitchen. - A large bedroom. - A bathroom.  BASEMENT:  - Heated pool. - A large 150 m² multipurpose room with a fireplace. - Bathroom. Air conditioning. Natural gas. It has a covered outdoor garage for two vehicles and a cosy garden area with a gazebo and barbecue. CONTACT US TO SHOW YOU HOUSES THAT WE ARE NOT PUBLISHING This important municipality of Madrid occupies an area of 42 km2 and has a population of approximately 84,000. It is 11 kilometres from the centre of the capital and borders with Aravaca. In addition to several bus and tram lines, there are two suburban stations: one in Pozuelo and another in El Barrial, next to the El Corte Ingles department store. In addition it is connected via the A-6, M-500 and M-40. Among the many residential estates that exist here, we can highlight La Finca, Somosaguas and Álamos de Bularas. From a town development point of view, in some cases flats have been built near shopping areas while in others, semi-detached and detached houses have been built. There are also a number of prestigious schools, some offering bilingual courses, making this a popular location with executives working in Madrid. The Somosaguas University Campus is nearby offering a range of degrees from the Complutense University. This is a very quiet and safe area with the services expected of a great city today. In fact, it has had its own theatre and conservatory for some years.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,3424.0,https://www.idealista.com/inmueble/102955966/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bc/36/ec/1187105381.jpg,subdistrict Zona Pueblo,True,-3.8091559,Zona Pueblo,Pozuelo de Alarcón,nan,chalet,Zona Pueblo,False,nan
6,Madrid,977.0,True,False,"{'subtitle': 'Zona Pueblo, Pozuelo de Alarcón', 'title': 'Detached house'}",True,5,False,nan,False,55,PV8584I,es,nan,4500000.0,102550578,40.4423722,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'luxuryType', 'text': 'Luxury'}, {'name': 'villaType', 'text': 'Villa'}]","A detached villa measuring 977 m² distributed over 3 floors. It stands on a fabulous 2,552 m² plot and is located in the highest part of the residential complex, with fantastic views, in one of the best parts of Pozuelo. The layout of the property is based on 3 spacious floors.  Main Floor: - A spacious hallway.  - Living room divided into several distinct areas.  - Separate dining room. - Kitchen with a breakfast area, laundry area, pantry and access to the garden. - Guest WC.  - A bedroom with a bathroom. All of this is set around a fantastic central garden. Top floor: - The master bedroom is en-suite with a walk-in closet, a terrace with stunning views, and a bathroom. - A bedroom with a bathroom. - Two large bedrooms are connected by a shared bathroom. - All this is also set around a fantastic central garden Basement:  - A spacious living room with access to the garden - Lounge and TV area.  - Gym with a spa area featuring a hot tub and sauna. - Boiler and utility room.  - WC. - Storeroom. - A garage with space for 3 cars. The garden, close to the fantastic saltwater pool, has a large, covered gazebo, with the following: Barbecue, kitchen, and an air-conditioned lounge. CONTACT US TO SHOW YOU HOUSES THAT WE ARE NOT PUBLISHING This important municipality of Madrid occupies an area of 42 km2 and has a population of approximately 84,000. It is 11 kilometres from the centre of the capital and borders with Aravaca. In addition to several bus and tram lines, there are two suburban stations: one in Pozuelo and another in El Barrial, next to the El Corte Ingles department store. In addition it is connected via the A-6, M-500 and M-40. Among the many residential estates that exist here, we can highlight La Finca, Somosaguas and Álamos de Bularas. From a town development point of view, in some cases flats have been built near shopping areas while in others, semi-detached and detached houses have been built. There are also a number of prestigious schools, some offering bilingual courses, making this a popular location with executives working in Madrid. The Somosaguas University Campus is nearby offering a range of degrees from the Complutense University. This is a very quiet and safe area with the services expected of a great city today. In fact, it has had its own theatre and conservatory for some years.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,4606.0,https://www.idealista.com/inmueble/102550578/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d0/cd/e1/1198247892.jpg,subdistrict Zona Pueblo,True,-3.8259657,Zona Pueblo,Pozuelo de Alarcón,nan,chalet,Zona Pueblo,False,nan
6,Madrid,349.0,True,False,"{'subtitle': 'Zona Pueblo, Pozuelo de Alarcón', 'title': 'Detached house'}",True,4,False,nan,True,62,W-02THEB,es,nan,1195000.0,102848914,40.4391619,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","Detached house with an excellent location Detached villa, renovated in 2020, ideal for liberal professionals who want to have their office or studio at home or families who want to obtain extra profitability by renting part of the house, since it has two independent entrances. The house is distributed on the main floor, with a living-dining room with access to the garden, kitchen and a toilet. On the first floor, there are two large bedrooms, both with in-suite bathrooms, the main one with a dressing area. On the upper floor, that is, the attic, completely open plan, we find a third bedroom with an in-suite bathroom, and spectacular views of the mountains. The ground floor could be an apartment or independent home, as it has a fully equipped kitchen, large bedroom and in-suite bathroom. And finally, in the basement, we access a large multifunctional room, approximately 150m2, with a fireplace, oven, a bathroom and a heated indoor pool. Ideal for family and friends gatherings, or gym area, depending on the use, lifestyle and needs of each family. The entire house has automatic blinds, double glazed tilt-and-turn aluminum windows, smooth paint, wooden and stoneware floors and air conditioning with hot/cold pump. It also has a covered outdoor garage for two vehicles and a cozy garden area, with a gazebo and barbecue. The location is unbeatable. Since the house is located very close to the urban center of Pozuelo, also very close to the municipal police station, as well as the Estacion area or Avenida Europa. Very well connected, just a few meters walk away, it has a wide range of educational offerings: schools, daycare centers and institutes, a medical center, a shopping area, sports centers and MIRA cultural center, a bus stop, and very good communications also by car, with a quick exit to the M-40, as well as the M-503. The house is located in a quiet area, with clear views, very close to the Fuente de la Salud Park. It is an ideal area for families that makes this home the ideal place to reside.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,3424.0,https://www.idealista.com/inmueble/102848914/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8d/14/4e/1174383676.jpg,subdistrict Zona Pueblo,True,-3.8114548,Zona Pueblo,Pozuelo de Alarcón,nan,chalet,Zona Pueblo,False,nan
5,Madrid,355.0,True,False,"{'subtitle': 'Zona norte, Pozuelo de Alarcón', 'title': 'Terraced house'}",True,6,True,nan,True,36,W-02SAZG,es,nan,795000.0,101467516,40.4518523,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Spacious semi-detached house in Pozuelo Engel & Volkers presents this spacious semi-detached house with garden in Pozuelo Norte. The property has a constructed area of 355m2 and a consolidated garden of 90m2 with direct access to the swimming pool of the urbanisation of which it forms part. GROUND FLOOR. - We enter the house through a large hallway with natural light and a beautiful hardwood staircase. The kitchen stands out for its spaciousness and direct access to the garden. The living room has a fireplace and large windows with access to the garden. This floor is completed by a large office of 26m2 that can be annexed to the living room.  FIRST FLOOR - consists of 4 spacious bedrooms and two complete bathrooms. Each bedroom has fitted wardrobes and access to the terrace. GARAGE. - consists of a large living room of 30m2, fireplace and garden views, large bedroom with sitting area, fitted wardrobes and in-suite bathroom. BASEMENT. - comprising a garage for two cars, service room with window, bathroom and multi-purpose room. The house is part of an urbanization of 15 chalets with a communal pool, it has natural gas heating and PVC windows changed throughout the property. Pozuelo de Alarcón, due to its quality of life and, above all, its proximity to the center of Madrid, has become one of the most sought-after towns in the northwestern part of the Community of Madrid. It is a young and modern municipality with all the necessary services within reach, it is perfectly connected by a wide network of roads that allow easy and fast access to the nearby municipalities and the center of Madrid thanks to the proximity of the M-50, M -40, M-30 and M-503. It also has an extensive public transport network. There are two Renfe Cercanías stations that serve the area: El Barrial and Pozuelo. The Light Metro and a wide network of buses that pass through the municipality connecting the nearby municipalities and the Moncloa interchange. Pozuelo de Alarcón stands out for its wide academic offer. We can find educational centers of recognized prestige, both national and international, centers university students such as the University of Somosaguas and the Francisco de Vitoria University. Also noteworthy is the health network, with very close hospitals and health centers. It is known for its wide and varied cultural and leisure offer as well as its extensive parks and gardens.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,2239.0,https://www.idealista.com/inmueble/101467516/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5c/7a/c5/1182909537.jpg,subdistrict Zona norte,True,-3.8027445,Zona norte,Pozuelo de Alarcón,nan,chalet,Zona norte,False,nan
5,Madrid,567.0,True,False,"{'subtitle': 'La Finca, Pozuelo de Alarcón', 'title': 'Terraced house in Paseo de Los Lagos, 2'}",True,6,False,nan,True,60,nan,es,nan,2475000.0,103139109,40.4162586,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'luxuryType', 'text': 'Luxury'}]","Propiedades Pozuelo sells luxury townhouse in the “Los Lagos 2” residential complex. Located in the exclusive “La Finca” urbanization where you will find security and privacy in the most privileged enclave of Pozuelo de Alarcón. 560m2 house comfortably distributed on semi-floors. They have the following distribution. Access floor: Large hall, living room or bedroom, guest toilet with shower and laundry area. Large living room with fireplace, high ceilings and large windows facing south and exit to the porch with private pool. Separate dining room with sliding glass door to access the kitchen equipped with high-end appliances. First floor: three double bedrooms and two full bathrooms. Second floor: large master bedroom with en-suite bathroom, dressing room and office. Basement: Large multipurpose area which receives light through an English patio, it has a bar for events and a toilet. Service bedroom and bathroom. Four parking spaces. - The excellent quality home has its own elevator, private pool, marble floors, Wenge carpentry, underfloor heating and ducted air conditioning. Luxury urbanization with maximum security. -.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,4365.0,https://www.idealista.com/inmueble/103139109/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a8/2b/9f/1179544403.jpg,"Paseo de Los Lagos, 2",True,-3.8007057,Zona Prado de Somosaguas - La Finca,Pozuelo de Alarcón,nan,chalet,La Finca,False,nan
