bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,price,propertyCode,latitude,showAddress,parkingSpace,operation,description,newDevelopment,detailedType,status,priceByArea,url,newDevelopmentFinished,thumbnail,address,has3DTour,longitude,district,municipality,floor,propertyType,topPlus,highlight
3,Madrid,210.0,True,False,"{'subtitle': 'Coimbra - Guadarrama, Móstoles', 'title': 'Terraced house in Paseo del Arroyo'}",True,4,False,nan,False,29,nan,es,nan,369900.0,102981470,40.315205,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Real estate agency in Arroyomolinos INMOBILIARIA HOGARES ARROYOMOLINOS SELLS SPECTACULAR TOWNHOUSE FOR FREE INCOME IN THE BEST URBANIZATION IN THE TOWN. Gated community with entry control, concierge and 24-hour surveillance, security cameras in the development. With large green areas, 3 swimming pools, 2 paddle tennis courts, playground, soccer/basketball court. ideal for families with children! Distributed over three floors: STREET FLOOR: Fully equipped kitchen, guest toilet, a large, bright living room with fireplace and direct access to the garden. At the entrance there are two parallel parking spaces. FIRST FLOOR: We find four large bedrooms, two full bathrooms, one of them en suite within the master bedroom. SECOND FLOOR: Perfectly equipped attic and a large terrace with beautiful views. Don't hesitate to come see it! 100% FINANCING.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1761.0,https://www.idealista.com/inmueble/102981470/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/51/c0/e7/1173939940.jpg,Paseo del Arroyo,True,-3.9269841,Coimbra - Guadarrama,Móstoles,nan,chalet,False,nan
2,Madrid,110.0,True,False,"{'subtitle': 'Norte - Universidad, Móstoles', 'title': 'Flat in Calle Tulipán'}",False,3,True,True,False,42,nan,es,True,364000.0,102234170,40.3385327,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"At novogar real estate we offer you; HOUSING WITH TERRACE, IN A PRIVATE URBANIZATION WITH COMMON AREAS (POOL AND GAME AREA), GARAGE AND STORAGE ROOM INCLUDED in the price. LOCATED IN THE ROSALES NEIGHBORHOOD – ONE OF THE BEST HOMES IN THE AREA House in very good condition, with important improvements, with approx. 110m2. In this house we previously had 4 bedrooms (now there are 3 bedrooms), one of them was incorporated into the large existing kitchen, giving it a large office space to live in, said kitchen would be furnished with high quality furniture from the Schmidt brand, from the kitchen we go out to a LARGE TERRACE of approximately 17 meters. Conditioned and renovated (awnings and hoods recently changed), the living room of the house is independent with a balcony overlooking the common areas and pool. In the distribution hallway we will find a built-in wardrobe and the 3 bedrooms (all with built-in wardrobes), 2 completely renovated bathrooms (one incorporated into the master bedroom). As qualities, we highlight the 3 newly installed air conditioning units with heat pumps, the Junker brand boiler which was changed last year, white lacquered doors, herringbone parquet floors, double colored aluminum windows and a stainless steel door. the armored house. HOUSING WITH VARIOUS ORIENTATIONS AND WITH CROSS VENTICATION LOCATED IN A QUIET AREA AND CLOSE TO ALL SERVICES; Children's parks, metro, buses, Nuevo Juan Carlos I hospital, schools, daycare centers and institutes. Call us and find out without any type of commitment, we will be happy to assist you. (We could accept your home as part of payment, after free and no-obligation assessment, within the Community of Madrid) We also have the possibility of 100% financing for your home. Studying each case personally and tailored to your needs. We put at your disposal a construction company with 30 years of experience in carrying out comprehensive renovations, as well as an interior design team that can work with you. to advise you on the furnishing and qualities of that possible renovation that you would like to do.",False,{'typology': 'flat'},good,3309.0,https://www.idealista.com/inmueble/102234170/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d7/5f/6d/1149401544.jpg,Calle Tulipán,False,-3.8664069,Norte - Universidad,Móstoles,1,flat,False,nan
2,Madrid,110.0,True,False,"{'subtitle': 'Norte - Universidad, Móstoles', 'title': 'Flat in Bequer'}",False,4,True,True,False,40,princesa,es,True,219900.0,102760053,40.3302581,False,nan,sale,"Novogar Real Estate sells this magnificent home in Móstoles. Located in one of the best areas of the municipality. It is located in an environment surrounded by the main services such as shops, health centers, hospitals, educational centers, green areas.. . With easy access and exit to the main communication routes, as well as great proximity to public transport. About 5 minutes walk from Móstoles and Renfe Central. It has an approximate area of 110m2. It is distributed in 4 bedrooms and 2 bathrooms, corner house. The living room has access to a large terrace with views of the park. The kitchen is delivered furnished, the furniture has been changed, it also has an oven, ceramic hob and extractor hood, all in very good condition. The property has a very efficient orientation, with morning sun and afternoon sun. Regarding the qualities, the exterior carpentry is made of aluminum, the windows are lacquered in white and have double glazed glass throughout the house. The apartment is very well cared for, ready to move into. It has individual heating and domestic hot water using natural gas. The property has a large portal. The house has a large storage room on the ground floor of the building. If you need to sell your home to be able to purchase this property, INMOBILIARIA NOVOGAR is willing to offer you this service, find out without obligation. We sell your home in record time, we guarantee it in writing and even if it is urgent, we will buy it on the spot, after a free appraisal. We also have the possibility of 100% financing for your home. Studying each case personally and tailored to your needs. We put at your disposal a construction company with 30 years of experience in carrying out comprehensive renovations, as well as an interior design team that can work with you. to advise you on the furnishing and qualities of that possible renovation that you would like to do. Call us and find out without any commitment, we will be happy to assist you.",False,{'typology': 'flat'},good,1999.0,https://www.idealista.com/inmueble/102760053/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/54/1d/4e/1166373866.jpg,Bequer,False,-3.8599226,Norte - Universidad,Móstoles,2,flat,False,nan
1,Madrid,77.0,True,False,"{'subtitle': 'Centro, Móstoles', 'title': 'Flat in Calle Londres no number'}",False,3,False,True,False,20,Londres,es,True,154900.0,103866006,40.3184432,True,nan,sale,"Excellent apartment to renovate for sale with terrace and elevator, very bright, ideal for enjoying moments outdoors. The property has an area of 77 m² distributed in 3 bedrooms, perfect for a family. The full bathroom, with window and bathtub, offers comfort and light. The living room, with a terrace and excellent views of Vaga Park, is the perfect place to relax and enjoy the views. The kitchen is spacious, with a drying terrace. The apartment has hot/cold air conditioning and double-glazed Climalit windows changed during the renovation of the building, which guarantee a comfortable environment at any time of the year. The building was renovated in 2010, including the façade, which guarantees a modern and current appearance. There are no spills or forecasts for them, which provides peace of mind for the owners. The community has a monthly cost of €65, which includes water in the bill. The rooms of the apartment are very square, which allows optimal distribution of space. The necessary renovation is complete, but it can be economical due to the good layout of the rooms and the distribution of the plumbing. High-rise housing, very bright. The house is located in an area with easy access to shops, bars and public transport, such as the Pradillo Metro and several bus lines. In addition, there is the possibility of receiving all the information and arranging a visit to learn more details. The possibility of obtaining up to 100% financing is also offered. Don't miss the opportunity to see this charming apartment. Better to see it in person! Legal notice: The information shown in this advertisement is merely informative, not legally binding, and may contain errors or omissions.",False,{'typology': 'flat'},renew,2012.0,https://www.idealista.com/inmueble/103866006/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/64/ca/e1/1202601375.jpg,Calle Londres no number,False,-3.8674816,Centro,Móstoles,4,flat,False,nan
1,Madrid,76.0,True,False,"{'subtitle': 'Centro, Móstoles', 'title': 'Flat'}",True,3,True,True,False,21,VJM086,es,False,129900.0,102947965,40.3207592,False,nan,sale,"Come with me to visit this home, with the adjectives pleasant, warm and urban. It is a 76 square meter apartment on the third floor without an elevator, but with wide stairs. It is in good condition to move into and not invest in improvements. From the hall we access the kitchen, a good size, designed with high capacity and space so that you can cook with freedom of movement and organize yourself without barriers. The living room, the nerve center of a house, has air conditioning and a terrace that you can fill with plants and sit down to rest after a long day of work. Of the 3 bedrooms available in the rest area, the main room has air conditioning and the other single-sized rooms are ideal for a family, setting up an office or a dressing room. You will choose the destination according to your vital needs. In addition, the timeless style full bathroom has a bathtub and is equipped with all the comforts for daily use. The building has very reasonable community fees, so that these do not represent a significant burden. It also has individual natural gas heating. The renovation of the home, which is kept in good condition, includes oak doors, white double glazed windows and an ideal herringbone parquet. Last but not least, it is located in a very quiet and safe area that combines with the urban aspect of living in the center of Móstoles, at the foot of bus and metrosur stops, in front of the Dos de Mayo Shopping Center with a gym and multiple services. Likewise, you will have everything you need at hand, shops, restaurants and services just a few steps away. If you are looking for a home that does not need renovations so you can move in immediately, with a good location and distribution, this may be the perfect choice. We are waiting for you to see for yourself what it has to offer! Contact us to schedule a visit before it's too late.",False,{'typology': 'flat'},good,1709.0,https://www.idealista.com/inmueble/102947965/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7d/5f/62/1176990971.jpg,Centro,False,-3.8729166,Centro,Móstoles,3,flat,False,nan
5,Madrid,362.0,False,False,"{'subtitle': 'Coimbra - Guadarrama, Móstoles', 'title': 'Semi-detached house in Madroño'}",False,4,False,nan,False,43,nan,es,nan,399000.0,103872579,40.3047074,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"For sale this fantastic corner villa with a total of 362m2 distributed in 4 bedrooms, 3 bathrooms and 2 toilets. The house has 5 floors, including basement and attic. It has a garage on the ground floor with capacity for 4 vehicles and a very large entrance where you can also leave vehicles. The basement has a cellar and a large dressing room. Separate living room on two levels with access to the 60m2 rear patio with pergola and built-in barbecue. The house is in need of renovation. It belongs to a private urbanization with 2 swimming pools (adults and children), changing rooms, a playground and large green areas. Located in Parque Coimbra, the best residential area of Móstoles, next to C. C. Xanadú and direct communication with the A5. Located near the Health Center and next to the Celso Emilio Ferreiro School. Don't miss the opportunity to buy the home of your dreams. Get informed without obligation.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",renew,1102.0,https://www.idealista.com/inmueble/103872579/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b0/d5/ae/1202807894.jpg,Madroño,False,-3.9311845,Coimbra - Guadarrama,Móstoles,nan,chalet,False,nan
1,Madrid,69.0,True,False,"{'subtitle': 'Suroeste, Móstoles', 'title': 'Flat in Paseo de Arroyomolinos'}",False,3,False,True,False,13,S003,es,True,159900.0,103870555,40.3193143,False,nan,sale,"YOUR BRAND NEW APARTMENT. Reforma&Etrena sells this cozy apartment with a comprehensive renovation with first-rate qualities and great detail. CHARACTERISTICS: The house is all exterior and has a surface area of 69m2, very well used. It has a lot of light in all rooms as it faces two facades. Distributed in 3 bedrooms, bathroom, large living room and American kitchen. Individual natural gas heating. The house is delivered with water-repellent flooring, double-glazed windows, white lacquered doors, wooden skirting boards and smooth walls. Completely renovated and equipped: bathroom with shower, screen, heated towel rail and sink with mirror. Custom kitchen with furniture. THE NEIGHBORHOOD: It is located in the heart of the town, next to the Parque de la Paz. In its surroundings there are educational centers, a health center, public transport and small businesses. It has good road access from the A-5 and M-50 roads. In the surroundings we can find services such as supermarkets, restaurants, sports facilities, educational centers, bank offices, other commercial businesses, etc. The contents included in this announcement are not contractual or binding as they may be modified by legal, technical, administrative or property requirements. The infographics are indicative and have been prepared to recreate a possible interior and/or exterior decoration and environment option. In the case of purchasing a home, the price would not include: furniture, decorative objects and in general any element or finishing option not included in the quality report that accompanies the renovation contract.",False,{'typology': 'flat'},good,2317.0,https://www.idealista.com/inmueble/103870555/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f1/cb/19/1202748040.jpg,Paseo de Arroyomolinos,False,-3.8664664,Suroeste,Móstoles,bj,flat,False,nan
3,Madrid,256.0,True,False,"{'subtitle': 'Coimbra - Guadarrama, Móstoles', 'title': 'Terraced house'}",False,3,True,nan,False,44,RP1712023116513,es,nan,335000.0,102017855,40.3158181,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"GREAT OPPORTUNITY! Redpiso Arroyomolinos SELLS fantastic semi-detached house in Parque Coimbra, in a private urbanization with common areas with POOL, GREEN AREA and MULTIPURPOSE TRACK. The house has 4 floors, and is distributed as follows: ON THE BASEMENT FLOOR we have the GARAGE with capacity for 3 vehicles and a STORAGE ROOM area. ON THE STREET FLOOR we have the hall, toilet, kitchen, living room with fireplace and TERRACE. ON THE FIRST FLOOR there are 3 bedrooms, two of them with a shared TERRACE, and 2 bathrooms, one of them en suite in the master bedroom. And finally, on the UPPER FLOOR we have the ATTIC with TERRACE/SOLARIUM. In addition, the house has a 70m2 PATIO that is accessed through the living room and the garage. According to the Royal Decree of 218/2005 of October 11, the prices offered do not include taxes (Property Transfer Tax), notary and registration expenses related to the purchase and sale, or the brokerage commission paid by the buyer. Financing offered by our Dcredit financial department. VISIT US WITHOUT COMMITMENT!",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1309.0,https://www.idealista.com/inmueble/102017855/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d0/17/5c/1141450023.jpg,Coimbra - Guadarrama,False,-3.9296543,Coimbra - Guadarrama,Móstoles,nan,chalet,False,nan
3,Madrid,232.0,True,False,"{'subtitle': 'Coimbra - Guadarrama, Móstoles', 'title': 'Terraced house'}",False,3,True,nan,False,50,RP1712023113316,es,nan,341000.0,101212305,40.3162783,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"GREAT OPPORTUNITY! Redpiso Arroyomolinos SELLS fantastic large TOWNHOUSE villa with a plot in Parque Coimbra. The house is located in an urbanization, which has a SWIMMING POOL for adults and children, a children's area and green areas. The chalet has 4 floors, which are distributed as follows: ON THE LOWER FLOOR we have a living room and a large room for different uses. From this floor we have access to the plot with part paved and part natural grass with automatic irrigation. It also has a barbecue with sink, shower and lighting. ON THE STREET FLOOR we have the GARAGE, hall, living room with TERRACE, kitchen and a toilet. ON THE FIRST FLOOR we have a hall, 3 large bedrooms and 2 bathrooms, including the master bedroom with TERRACE and en-suite bathroom. And finally, ON THE UPPER FLOOR we have the ATTIC, which is open plan. VISIT US WITHOUT COMMITMENT! According to Royal Decree 218/2005 of October 11, the prices offered do not include taxes (Property Transfer Taxes), nor the notarial and registration expenses related to the purchase and sale, nor the intermediation commission paid by the buyer. Financing offered by our Dcredit financial department.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1470.0,https://www.idealista.com/inmueble/101212305/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4c/b0/e6/1114588726.jpg,Coimbra - Guadarrama,False,-3.9262299,Coimbra - Guadarrama,Móstoles,nan,chalet,False,nan
3,Madrid,190.0,True,False,"{'subtitle': 'Coimbra - Guadarrama, Móstoles', 'title': 'Terraced house in Travesía de los arces'}",True,4,False,nan,False,29,nan,es,nan,354900.0,103083952,40.3101128,False,nan,sale,"Real estate agency in Arroyomolinos INMOBILIARIA HOGARES ARROYOMOLINOS FOR SALE SPECTACULAR FREE INCOME VILLA in the best area of Parque Coímbra. The house is located in a private urbanization with common areas such as SWIMMING POOL AND PADEL COURT. It has two floors, and is distributed as follows: ON THE STREET FLOOR we have a hall with a built-in wardrobe and a stairwell as a pantry, a guest toilet, a living room with a fireplace and direct access to the patio, and we also have a large Completely open kitchen/office with access to the patio. ON THE FIRST FLOOR we have the hall, four bedrooms, with built-in wardrobes and two bathrooms, one of them en suite in the master bedroom, two of the bedrooms have air conditioning. The house also has two parallel parking spaces. BETTER COME VISIT IT! 100% FINANCING.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1868.0,https://www.idealista.com/inmueble/103083952/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4f/c9/12/1177692721.jpg,Travesía de los arces,True,-3.9340844,Coimbra - Guadarrama,Móstoles,nan,chalet,False,nan
3,Madrid,330.0,False,False,"{'subtitle': 'Coimbra - Guadarrama, Móstoles', 'title': 'Terraced house in Avenida de los rosales'}",False,5,False,nan,False,32,nan,es,nan,350000.0,103869698,40.3054152,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"bank settlement villa, without commissions, direct from the bank and with preferential financing conditions, reaching up to 100 percent of the purchase, price somewhat negotiable villa in quiet urbanization with pool Chalet and Park Coimbra. Distributed over 4 floors First floor with a spacious living-dining room on two levels and with a fireplace, a toilet and a kitchen. Second floor 4 bedrooms and 2 bathrooms. Third floor attic. Basement for garage with capacity for 4 cars. It has a front patio and large backyard. Do not miss the opportunity to buy a bank liquidation villa with financing facilities ref 337. It has a front patio and large backyard. For any questions call the phone.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",renew,1061.0,https://www.idealista.com/inmueble/103869698/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/25/1f/d5/1202718269.jpg,Avenida de los rosales,False,-3.9297937,Coimbra - Guadarrama,Móstoles,nan,chalet,False,nan
2,Madrid,269.0,True,False,"{'subtitle': 'Coimbra - Guadarrama, Móstoles', 'title': 'Semi-detached house in Calle del Laurel'}",False,4,False,nan,False,33,CLK01/3322,es,nan,290000.0,102837449,40.3061195,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Great investment opportunity in Madrid! WE ARE OWNERS! Enjoy all the advantages of buying directly from the property. This house has a total area of 269 m², distributed in living room and dining room, separate kitchen, 4 bedrooms and 2 bathrooms. In addition, it has a terrace, storage room, parking, swimming pool and community area. Located in Móstoles, on Laurel Street (Coimbra Park), it has a location that will allow you to be close to everything you need. At the same time, it is close to Xanadú and the Parque Coímbra Health Center. Are you interested in this home? Call us! Clikalia is at your disposal from Monday to Friday from 9:00 a. m. to 8:00 p. m.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,1078.0,https://www.idealista.com/inmueble/102837449/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fa/83/60/1173037499.jpg,Calle del Laurel,False,-3.9299417,Coimbra - Guadarrama,Móstoles,nan,chalet,False,nan
2,Madrid,127.0,False,False,"{'subtitle': 'Este, Móstoles', 'title': 'Flat in Plaza de Flandes'}",False,4,True,True,False,40,FLANDES,es,True,278000.0,103635387,40.3176559,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"At Novogar Real Estate we offer you this magnificent home located in the CARLOS V area, located in a gated community and common areas, with wide avenues and a quick exit from the Municipality via M-506 and M-50. The house has approximately 120m2 distributed in an entrance hall, armored main door, quality fitted kitchen with access to a closed terrace, large independent living room from where we go out to a terrace of approximately 5m2, the house has four bedrooms (three bedrooms with built-in wardrobes dresses) and two full bathrooms (one of which is located inside the master bedroom), the house has laminate flooring, smooth paint throughout the house, white tilt-and-turn aluminum exterior carpentry with double glazed glass and bridge break thermal which gives greater airtightness to the home, solid oak-colored doors, individual underfloor heating, installation of air conditioning in the living room and master bedroom with a hot and cold pump. HOUSING TO ENTER TO LIVE. VERY WELL LOCATED - NEXT TO ALL SERVICES - VERY GOOD ORIENTATION (south) THE ENTIRE HOUSE. 1 GARAGE SPACE INCLUDED IN THE PRICE. If you need to sell your home to be able to purchase this property, INMOBILIARIA NOVOGAR is willing to offer you this service, find out without obligation. We sell your home in record time, we guarantee it in writing and even if it is urgent, we will buy it on the spot, after a free appraisal. We also have the possibility of 100% financing for your home. Studying each case personally and tailored to your needs. Call us and find out without any type of commitment, we will be happy to assist you.",False,{'typology': 'flat'},good,2189.0,https://www.idealista.com/inmueble/103635387/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d1/de/97/1195898294.jpg,Plaza de Flandes,False,-3.8513751,Este,Móstoles,3,flat,False,nan
3,Madrid,238.0,True,False,"{'subtitle': 'Coimbra - Guadarrama, Móstoles', 'title': 'Terraced house in Encinas'}",True,5,False,nan,False,25,nan,es,nan,365000.0,102202032,40.3054605,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Real Estate Agency in Arroyomolinos INMOBILIARIA HOGARES ARROYOMOLINOS SELLS SPECTACULAR VILLA IN THE AREA OF PARQUE COIMBRA WITH PRIVATE POOL. The house has a private urbanization which has a COMMUNITY POOL, a LAWN with umbrellas and CHILDREN'S PARK. Distributed in four floors: FIRST FLOOR: We find an entrance hall, a large fully equipped kitchen, a complete courtesy bathroom, a very bright living room with direct access to a terrace with a private pool and views of the sunset. On this floor we have air conditioning. SECOND FLOOR: We find four large bedrooms, two full bathrooms, one of them en-suite inside the master bedroom. THIRD FLOOR: In the attic we have a very spacious space with direct access to a glazed terrace that generates current and ventilation, ideal if we want to make an office or a separate bedroom, it has a lot of light and spectacular views. BASEMENT FLOOR: On the ground floor of the chalet we find a room and a huge garage in which to put several vehicles, which can be accessed by the main ramp from the hall of the house, it also has a back door with direct access to the garden. DO NOT HESITATE TO COME VISIT IT AND ASK ABOUT OUR FINANCING OPTIONS!",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1534.0,https://www.idealista.com/inmueble/102202032/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ce/7e/f7/1147731114.jpg,ENCINAS,True,-3.9383954,Coimbra - Guadarrama,Móstoles,nan,chalet,False,nan
2,Madrid,139.0,True,False,"{'subtitle': 'Coimbra - Guadarrama, Móstoles', 'title': 'Flat in Avenida de los rosales'}",True,3,False,True,False,25,nan,es,True,219900.0,103212395,40.3086234,False,nan,sale,"Real estate agency in Arroyomolinos INMOBILIARIA HOGARES ARROYOMOLINOS exclusively sells MAGNIFICENT APARTMENT in one of the best areas of Parque Coímbra, near the Souk, bus stops and surrounded by a beautiful area of trees, grass and a playground. The house has an entrance hall from which you can access a spacious living-dining room with large windows that give access to a pleasant terrace with wonderful unobstructed views that surrounds the entire house. The fully equipped kitchen, with large storage capacity, an office for several diners and a clothesline. Following the hallway we find three bedrooms all with built-in wardrobes and two full bathrooms, the master bedroom has an en-suite bathroom. This master bedroom can be converted into two as it was originally. DON'T HESITATE TO COME AND SEE IT! 100% FINANCING.",False,{'typology': 'flat'},good,1582.0,https://www.idealista.com/inmueble/103212395/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/32/79/2e/1182031471.jpg,Avenida de los rosales,True,-3.9200716,Coimbra - Guadarrama,Móstoles,1,flat,False,nan
3,Madrid,208.0,True,False,"{'subtitle': 'Coimbra - Guadarrama, Móstoles', 'title': 'Terraced house in Paseo del Arroyo'}",True,3,False,nan,False,29,nan,es,nan,358000.0,103052228,40.310315,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Real estate agency in Arroyomolinos INMOBILIARIA HOGARES ARROYOMOLINOS SELLS SPECTACULAR TOWNHOUSE FOR FREE INCOME IN THE BEST URBANIZATION IN THE TOWN. Gated community with entry control, concierge and 24-hour surveillance, security cameras in the development. With large green areas, 3 swimming pools, 2 paddle tennis courts, playground, soccer/basketball court. ideal for families with children! Distributed over three floors: STREET FLOOR: Fully equipped kitchen, guest toilet, a large, very bright living room with direct access to the garden. At the entrance there are two parallel parking spaces. FIRST FLOOR: We find three large bedrooms, two full bathrooms, one of them en suite within the master bedroom. SECOND FLOOR: Perfectly equipped attic and a large terrace with beautiful views. Don't hesitate to come see it! 100% FINANCING.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1721.0,https://www.idealista.com/inmueble/103052228/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/84/ff/f9/1176412881.jpg,Paseo del Arroyo,True,-3.9353186,Coimbra - Guadarrama,Móstoles,nan,chalet,False,nan
4,Madrid,330.0,True,False,"{'subtitle': 'Coimbra - Guadarrama, Móstoles', 'title': 'Semi-detached house in Madroño'}",True,4,False,nan,False,38,nan,es,nan,344900.0,103216788,40.3071095,False,nan,sale,"Real Estate Agency in Arroyomolinos INMOBILIARIA HOGARES ARROYOMOLINOS SELLS SPECTACULAR VILLA IN THE PARQUE COIMBRA AREA. The house has large spaces and has four floors, the entire house is very bright and cozy, every corner of this house has a special charm. Ground floor, we find the entrance area with a very pleasant garden space from which we enter the house from which it gives access to a distributor that leads to the large kitchen, a kitchen to enjoy with the family is the heart of the house. , guest toilet and the wonderful living room with fireplace with high ceilings on two levels and large windows that lead to the back garden and very pleasant to spend evenings with friends. From the garden we go out to the common areas, community pools, playground, green area. First floor we have four bedrooms, two bathrooms, one en suite, all bedrooms have a built-in wardrobe and the master bedroom also has a terrace. Another of the jewels of the house is the cozy attic that provides a pleasant atmosphere for those movie-like winter days. Finally, in the completely open basement with large storage rooms and capacity for three cars. White exterior carpentry, natural gas heating and fireplace. Natural gas heating HELP IN FINANCING COME VISIT IT!",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,1045.0,https://www.idealista.com/inmueble/103216788/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1c/f1/8f/1182200157.jpg,Madroño,True,-3.9301194,Coimbra - Guadarrama,Móstoles,nan,chalet,False,nan
4,Madrid,331.0,False,False,"{'subtitle': 'Coimbra - Guadarrama, Móstoles', 'title': 'Terraced house in Avenida de los Rosales'}",False,4,False,nan,False,29,nan,es,nan,399900.0,103808204,40.3047016,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Real estate agency in Arroyomolinos INMOBILIARIA HOGARES ARROYOMOLINOS FOR SALE SPECTACULAR TOWNHOUSE FOR FREE INCOME in the BEST AREA of Parque Coímbra, one step away from all services. Distributed over four floors: STREET FLOOR: Front patio, large entrance hall, guest toilet, equipped kitchen with office area, large living room on two levels with fireplace, with access to the GARDEN with direct door to the common areas. The house has a private urbanization, which has a COMMUNITY POOL, CHILDREN'S PARK and GREEN AREAS. FIRST FLOOR: We find four large bedrooms, two full bathrooms, one of them en suite within the master bedroom and a shared TERRACE with beautiful views. SECOND FLOOR: Very spacious and perfectly equipped attic. BASEMENT FLOOR: Very large space adapted as a leisure area with toilet and garage with space for two vehicles. Don't hesitate to come see it! 100% FINANCING.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1208.0,https://www.idealista.com/inmueble/103808204/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b5/8a/de/1200784065.jpg,Avenida de los Rosales,False,-3.9291823,Coimbra - Guadarrama,Móstoles,nan,chalet,False,nan
1,Madrid,81.0,True,False,"{'subtitle': 'Coimbra - Guadarrama, Móstoles', 'title': 'Flat in Calle de la Haya'}",True,2,False,True,False,21,nan,es,True,209900.0,102927309,40.3094094,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Real estate agency in Arroyomolinos INMOBILIARIA HOGARES ARROYOMOLINOS sells a fantastic apartment, located in one of the best areas of Parque Coímbra, very close to the Souk, surrounded by a beautiful area of trees, grass, a playground and schools. The house is renovated, bright and very well distributed. It has a large and beautiful living room, two bedrooms with built-in wardrobes and a renovated bathroom, a hall with a built-in wardrobe and a kitchen. In addition, it has two overhead parking spaces and a storage room, The property has a children's area, green areas and swimming pool. DON'T MISS THE OPPORTUNITY TO VISIT IT! 100% FINANCING.",False,{'typology': 'flat'},good,2591.0,https://www.idealista.com/inmueble/102927309/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e0/ef/11/1172059958.jpg,Calle de la Haya,True,-3.9264362,Coimbra - Guadarrama,Móstoles,2,flat,False,nan
