labels,topPlus,suggestedTexts,province,status,hasVideo,thumbnail,size,priceByArea,has3DTour,numPhotos,showAddress,municipality,country,hasLift,longitude,detailedType,highlight,hasPlan,newDevelopment,propertyType,rooms,topNewDevelopment,address,propertyCode,externalReference,newDevelopmentFinished,price,floor,operation,url,exterior,description,has360,parkingSpace,latitude,hasStaging,bathrooms
nan,False,{'title': 'Duplex'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4e/95/64/1199138480.jpg,90.0,3322.0,False,54,False,Brunete,es,True,-4.0007708,"{'typology': 'flat', 'subTypology': 'duplex'}",nan,False,False,duplex,3,False,Brunete,103754609,nan,nan,299000.0,2,sale,https://www.idealista.com/inmueble/103754609/,True,"IDEHOGAR... FINANCING UP TO 100% sells SEMINUEVO apartment, EXTERIOR, next to the Plaza del Ayuntamiento in the FULL CENTER of Brunete. The house is distributed independently and is composed of three bedrooms with built-in wardrobes, two full bathrooms, one with a bathtub and the other with a shower, kitchen with drying terrace, living room with beautiful views of a park. The house has qualities such as oil central heating with radiators throughout the floor, built-in wardrobes, double glazed windows, oak doors and wooden floors. Two parking spaces and storage With all the services a few meters from the home such as pharmacies, supermarkets, schools, etc. For more information visit our website or our offices in Villanueva del Pardillo, Brunete, Majadahonda. Do you want to lead the market with IDEHOGAR Join us and collaborate with a brand that offers you all the necessary support to develop as a Real Estate professional. We are currently looking for real estate consultants for Madrid Noroeste, Majadahonda, Villanueva de la Cañada, Brunete, Valdemorillo, Las Rozas, etc…...",False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",40.4047198,False,2
nan,False,{'title': 'Flat'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a4/16/d7/13447964.jpg,115.0,2696.0,False,23,False,Brunete,es,True,-3.9978072,{'typology': 'flat'},nan,False,False,flat,3,False,Brunete,1207661,177,nan,310000.0,1,sale,https://www.idealista.com/inmueble/1207661/,True,"Apartment with 3 bedrooms, one of them suite with dressing room. , 2 full bathrooms, large kitchen with clothesline, separate 32m2 living room. parquet, oak doors, very careful, corner exterior. Very bright, close to bus stop, supermarket, has a parking space. Best price m2 area. distribution: 32 m2 living room 2 double rooms 2 neighbors in the building the house has: electric ceramic hob ceramic bathroom walls ceramic bathroom floor aluminum windows intercom.",False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",40.3973803,False,2
nan,False,"{'title': 'Semi-detached house in Carretera de San Martin, 1 b 7'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c1/af/c7/1187816916.jpg,283.0,2117.0,False,49,True,Brunete,es,nan,-3.9920182,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",nan,False,False,chalet,5,False,"Carretera de San Martin, 1 B 7",103384789,nan,nan,599000.0,nan,sale,https://www.idealista.com/inmueble/103384789/,nan,"Take advantage of this great opportunity to live in the house of your dreams! Enjoy this wonderful luxury villa in Brunete. Recently built, it has all the comforts and high quality in all its finishes. THIS HOUSE IS SPECIAL BECAUSE It is very bright and spacious. Being located on the corner, you can enjoy its large area landscapedIt has a very practical distribution as it has one of the bedrooms on the ground floor. DISTRIBUTION Low level: We enter the house through a large entrance hall. It has a room intended for a bedroom. On the left we find the independent kitchen, which leads to the living-dining room. This floor has a full bathroom. First floor: On this floor is the master bedroom with an en-suite bathroom and two more bedrooms with another full bathroom. Attic floor: Here we find an area for laundry with a washing machine and dryer. integrated into a closet and not visible, and an office area. This plant has an area of storage on both sides and Velux type windows. Garage: on this floor there is space to park two cars with access from the street, with direct entrance to the house. Accessed through a door from the parking lot, another bedroom has been enabled with a private bathroom and large dressing room and a large window that leads to a beautiful English patio. It has a community pool and solarium. QUALITIES: Hot/cold aerothermal heating type, underfloor radiant conduction, high quality aluminum enclosure with thermal bridge break. Transparent glass railing on interior stairs. High quality limestone and brick façade. Kitchen with high-end furniture and appliances. IT IS IMPORTANT TO KNOW THAT Brunete is a town that is located just 30 minutes from the capital, with all the services at your disposal. It has several nurseries and schools, both public and private, as well as a secondary education institute, hospital (Los Madroños) and a wide range of shops (Aldi just 50 meters from the home) and leisure. As for transportation, Brunete has seven bus lines, which connect it with both neighboring towns and Madrid - Moncloa.",False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",40.3947244,False,4
nan,False,"{'title': 'Duplex in Calle Avila , 6'}",Madrid,newdevelopment,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e6/73/cf/906413007.jpg,119.0,1860.0,False,8,True,Brunete,es,True,-3.9996093,"{'typology': 'flat', 'subTypology': 'duplex'}",nan,True,True,duplex,2,False,"Calle Avila , 6",98129817,Vivienda 23,False,221298.0,1,sale,https://www.idealista.com/obra-nueva/98129817/,True,"We are pleased to offer you a magnificent promotion of high-rise apartments in Brunete, in a cooperative regime with more than 30 years of experience on the part of the manager, at a rigorous cost price. In one of the best areas of this municipality with all the services at your fingertips. This municipality, which belongs to the community of Madrid, is one of the few enclaves that continue to respect the charm of the town, combining it with the constant improvement of services. It is located just over 30 minutes from the center of Madrid, 10 minutes from Móstoles (where it has Metro and Renfe) and in addition to the services of the municipality itself. Last 7 homes available between the two phases. The distributions can be modified to a certain extent, with a modern and current design, combining traditional brick in various shades on the exterior facades, where large windows will also be appreciated, and interior qualities with a modern design, always seeking the best energy efficiency for the homes such as underfloor heating by water pipes. All homes have to be awarded with a garage and storage room that must be added to the price of the homes, except homes 71 and 72 that already have the garage and storage room in the price, possibility of a second space on the same ground floor of the building. In phase one the urbanization has a small common area and swimming pool, phase 2 has a small common area. The delivery of the phases is scheduled for mid-end of year 2.023, the cooperative has already acquired the land for the two phases, work on the first phase will begin shortly and at the beginning of next year that of the second phase, call us and we will inform you with more details.",False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",40.4022924,False,2
nan,False,"{'title': 'Duplex in Calle Avila , 6'}",Madrid,newdevelopment,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7d/7a/9b/1148072881.jpg,149.0,1863.0,False,8,True,Brunete,es,True,-3.9996093,"{'typology': 'flat', 'subTypology': 'duplex'}",nan,True,True,duplex,3,False,"Calle Avila , 6",102213085,Vivienda 11,False,277625.0,nan,sale,https://www.idealista.com/obra-nueva/102213085/,True,"We are pleased to offer you a magnificent promotion of high-rise apartments in Brunete, in a cooperative regime with more than 30 years of experience on the part of the manager, at a rigorous cost price. In one of the best areas of this municipality with all the services at your fingertips. This municipality, which belongs to the community of Madrid, is one of the few enclaves that continue to respect the charm of the town, combining it with the constant improvement of services. It is located just over 30 minutes from the center of Madrid, 10 minutes from Móstoles (where it has Metro and Renfe) and in addition to the services of the municipality itself. Last 7 homes available between the two phases. The distributions can be modified to a certain extent, with a modern and current design, combining traditional brick in various shades on the exterior facades, where large windows will also be appreciated, and interior qualities with a modern design, always seeking the best energy efficiency for the homes such as underfloor heating by water pipes. All homes have to be awarded with a garage and storage room that must be added to the price of the homes, except homes 71 and 72 that already have the garage and storage room in the price, possibility of a second space on the same ground floor of the building. In phase one the urbanization has a small common area and swimming pool, phase 2 has a small common area. The delivery of the phases is scheduled for mid-end of year 2.023, the cooperative has already acquired the land for the two phases, work on the first phase will begin shortly and at the beginning of next year that of the second phase, call us and we will inform you with more details.",False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",40.4022924,False,3
nan,False,{'title': 'Detached house in El Larguero'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/03/2d/e5/1170206988.jpg,279.0,1785.0,False,49,False,Brunete,es,nan,-4.0004233,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,True,False,chalet,4,False,El Larguero,102872310,K-7777,nan,498000.0,nan,sale,https://www.idealista.com/inmueble/102872310/,nan,"Detached Villa in Brunete with communal pool, on the ground floor, large living room with fireplace, with access to the garden, toilet with shower, kitchen with office and pantry, bedroom and garage. 1st floor. - 3 bedrooms and 2 bathrooms (the main one en suite with shower and hydromassage bathtub, with access to a terrace. 2nd Floor. -Very bright open-plan attic, currently used as a games room (ping-pong and American billiards. Video intercom and automated garage door. Community pool for several villas and common area and playground It has 2 large stores in the town (Aldi and Supermecados Usera) and 5 minutes from Alcampo, Mercadona. A 10-minute drive away are the Alfonso X El Sabio Universities and the European University.",False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",40.4061088,False,3
nan,False,{'title': 'Flat in Calle Guadarrama'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/75/0a/38/1199861031.jpg,105.0,1952.0,False,12,False,Brunete,es,False,-3.9946848,{'typology': 'flat'},nan,False,False,flat,3,False,Calle Guadarrama,103779149,ASP|Asset_2351,nan,205000.0,nan,sale,https://www.idealista.com/inmueble/103779149/,False,"Housing in the center of Brunete close to all services. 105 m2 apartment on the second floor distributed in 3 bedrooms, 2 full bathrooms, kitchen and living-dining room. Don't miss the opportunity to visit the property and contact us.",False,nan,40.4036165,False,2
nan,False,"{'title': 'Flat in Calle Sorolla, 1'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c6/f0/4a/1194784287.jpg,99.0,2626.0,True,33,True,Brunete,es,False,-3.9939121,{'typology': 'flat'},nan,False,False,flat,2,False,"Calle Sorolla, 1",103132681,103132681,nan,260000.0,bj,sale,https://www.idealista.com/inmueble/103132681/,True,"If you are looking for a home in a quiet urbanization, with a pool, in a charming town just 30 minutes from Madrid and at an unbeatable price, you have just found it!. Asr Home offers you this wonderful apartment in Brunete, so you can enjoy life in a quiet town, with all the services available at your fingertips, without giving up the proximity of the big city. THIS APARTMENT IS SPECIAL BECAUSE: It is spacious, bright, located in a quiet urbanization with all the necessary services around it. It has a swimming pool and common green areas. It has a lot of natural light, is exterior and includes a parking space in the price.. . DISTRIBUTION: The house located on the second floor without elevator, facing north, has 99 m2 built, distributed in 2 bedrooms, 2 complete bathrooms with a bathtub (one of them en suite), kitchen and living room. It has two terraces with access from the living room and the main bedroom. EQUIPMENT AND QUALITIES: The house is delivered without appliances and unfurnished. Natural parquet floor, PVC windows, individual natural gas heating, air conditioning in the living room and master bedroom, built-in wardrobes in the bedrooms and hallway. COMMUNICATIONS: The house is very well connected, with the bus stop 600 m away, with various intercity bus options to go to different points in Madrid. By road with access to the M-501, and good communication with M40, A5. TRADE, SERVICES, LEISURE: Great gastronomic offer in the area, supermarkets, banks, shops, etc. HOSPITALS: public such as Hospital Universitario Rey Juan Carlos or Hospital Universitario HM Puerta del Sur just 20 minutes by car, in addition to the Brunete health center. As a private center there is the Los Madroños Hospital, as well as different medical centers. Educational centers, municipal library, sports centers. Housing IBI: €384 annually. IBI garage space: €39 per year Community: €82 monthly I'll wait for you to show you this beautiful apartment that you will surely fall in love with. We finance up to 100% of the mortgage. We do not charge fees to the buyer.",True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",40.4056224,False,2
nan,False,{'title': 'Flat in Calle Real de San Sebastián'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1c/2a/8b/1185539979.jpg,116.0,2323.0,False,51,False,Brunete,es,False,-3.9946288,{'typology': 'flat'},nan,True,False,flat,3,False,Calle Real de San Sebastián,103315392,NM-BNT,nan,269500.0,1,sale,https://www.idealista.com/inmueble/103315392/,True,"Incredible opportunity to acquire this wonderful apartment for sale in Brunete! Completely renovated in 2014, this bright property has 3 large bedrooms, 2 full bathrooms and 2 terraces to enjoy the outdoors. With a privileged location in a central and quiet urbanization, you will have all the services on foot, such as supermarkets, schools, parks and a health center nearby. In addition, you can enjoy green areas to walk and direct access to the M-501. Public transport is less than 2 minutes walk away. In the urbanization, you can enjoy a private area with a swimming pool and picnic areas for events. The apartment includes a garage and storage room, and in addition, we offer free financial advice and 100% financing available. Don't miss this opportunity to live in a 116 m² apartment, with all the comforts you need. Call us now! N&M HOME covers all your real estate needs: Land, plots, rural properties, land to build, commercial premises, homes. We have the necessary advice to guarantee its safety and effectiveness and the best fiscal-financial profitability. We have a specialized group of professionals who can manage the construction until the delivery of the keys. ***DON'T MISS THIS GREAT OPPORTUNITY*** Do not hesitate to contact us, we will be happy to assist you.",False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",40.3995969,False,2
nan,False,{'title': 'Duplex in Calle Pozo'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cc/70/da/1084602466.jpg,225.0,1689.0,False,43,False,Brunete,es,False,-4.0035306,"{'typology': 'flat', 'subTypology': 'duplex'}",nan,True,False,duplex,6,False,Calle Pozo,97131568,nan,nan,380000.0,1,sale,https://www.idealista.com/inmueble/97131568/,True,"Rumbo a casa presents you with this magnificent, unique and comfortable duplex in Brunete of 225m2 of housing (ALL M2 REGISTERED AND DEEDED) spread over a first floor of 100.70 m2, with a wonderful terrace of 60.45 m2, upper floor with attics of 63.67 m2.This magnificent home also has a 25 m2 storage room next to a 12 m2 garage space. If you are looking for the tranquility and nature of the outskirts RUMBO A CASA presents a magnificent duplex located about 28 km.from the capital, 5 km.north of Villanueva de la Cañada, 12km.east of Boadilla del Monte 9 km.south of Villaviciosa de Odón and 9 km.west of Quijorna. ITS DISTRIBUTION This splendid home offers you the comfort of an apartment and the size and privacy of a chalet.It has 225m2 spread over two floors and stands out for how bright it is throughout the day since each of its rooms are exterior and has large windows in all rooms. We enter the house from a first floor of 101 m2 + 60m2 terrace, which has a hall from which we can see the access to the rooms on the first floor.To the left we have a good-sized room with a two-door built-in wardrobe.To the right we enter the kitchen which has two parts, the office with the washing machine, refrigerator and storage area, with large space on the countertops.Next we have the entire comfortable and functional kitchen area with counter space and storage area, in this part of the kitchen there is access to a bright 60m terrace, ideal for enjoying the outdoors, with a barbecue and a lot of privacy since the Adjacent buildings do not exceed two heights.We continue down the hallway and find a very spacious full bathroom.To the right we find the master bedroom with a built-in wardrobe with two double doors and a complete bathroom with a bathtub and two sinks.At the end we enter a large living room with access to a separate terrace and also to the 60m terrace, the blinds in the living room are electric. All the windows are double and those in the two bathrooms on this floor are also tilt-and-turn. We go up to the upper floor via beautiful and bright stairs (these stairs also offer us a storage space).This 64 m2 floor offers us cozy and warm spaces thanks to its sloping ceilings covered in wood.This part of the house offers us a double bedroom with double windows, three single bedrooms with VELUX windows, a dressing room and a bathroom with a VELUX window. The heating is natural gas, the hot water boiler is new and it has air conditioning on both floors. The house has a 12m2 garage space and a 25m2 warehouse. DESCRIPTION OF YOUR SITUATION Brunete is an ideal place to enjoy the surroundings as it has more than 900 hectares of protected green areas.Surrounded by the tributaries of the Alberche and Guadarrama. TRANSPORTATION AND ROADS Brunete has an extensive bus network that connects it with the capital and the surrounding municipalities.By road we can access Brunete via the M-600, M-513 and the Pantanos Highway. The municipality of Brunete also has the Los Madroños Hospital. Basic characteristics •225 m² built •6 rooms •3 bathrooms •Terrace •Parking space included in the price •Second hand/good condition •Built-in wardrobes •Storage room •North orientation •Built in 1990 •Individual heating: Natural gas Edifice •1st floor exterior equipment •Air-conditioning Energy certificate •Yeah. Call me to visit it, YOU WILL LOVE IT!",False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",40.4052359,False,3
nan,False,{'title': 'Duplex'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/da/af/89/1195365754.jpg,92.0,3250.0,False,34,False,Brunete,es,False,-3.9924395,"{'typology': 'flat', 'subTypology': 'duplex'}",nan,False,False,duplex,3,False,Brunete,103627214,nan,nan,299000.0,1,sale,https://www.idealista.com/inmueble/103627214/,True,"IDEHOGAR... FINANCING UP TO 100% sells SEMINUEVO apartment, EXTERIOR, next to the Plaza del Ayuntamiento in the FULL CENTER of Brunete. The house is distributed independently and is composed of three bedrooms with built-in wardrobes, two full bathrooms, one with a bathtub and the other with a shower, kitchen with drying terrace, living room with beautiful views of a park. The house has qualities such as oil central heating with radiators throughout the floor, built-in wardrobes, double glazed windows, oak doors and wooden floors. Two parking spaces and storage With all the services a few meters from the home such as pharmacies, supermarkets, schools, etc. For more information visit our website or our offices in Villanueva del Pardillo, Brunete, Majadahonda. Do you want to lead the market with IDEHOGAR Join us and collaborate with a brand that offers you all the necessary support to develop as a Real Estate professional. We are currently looking for real estate consultants for Madrid Noroeste, Majadahonda, Villanueva de la Cañada, Brunete, Valdemorillo, Las Rozas, etc…...",False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",40.4058509,False,2
nan,False,{'title': 'Duplex in Plaza mayor'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/69/9f/d6/1198542383.jpg,130.0,1923.0,False,8,False,Brunete,es,False,-3.9971575,"{'typology': 'flat', 'subTypology': 'duplex'}",nan,False,False,duplex,3,False,Plaza mayor,103734531,nan,nan,250000.0,1,sale,https://www.idealista.com/inmueble/103734531/,True,"Solvia sells duplexes for sale located in the urban area of Brunete, a quiet and familiar area with all the amenities you need at your fingertips. On the entrance floor you will find a guest toilet, a fully furnished kitchen and a large bright living room of more than 35m2, perfect to enjoy with family or friends. On the second floor you can enjoy a large bedroom with an en-suite bathroom, built-in wardrobes and a small dressing room, two bedrooms with built-in wardrobes (one currently used as an office) and an en-suite bathroom with a large bathtub. This apartment for sale has a constructed area of 130m2 and a useful area of 110m2, located on the first floor and facing southeast. In addition, you can enjoy visits available to know every detail of your future home. It is important to note that this apartment for sale does not have an elevator, but its characteristics and location make it a unique opportunity to live in a quiet area with all the amenities nearby.",False,nan,40.4049457,False,2
nan,False,"{'title': 'Duplex in Calle Pozo, 16'}",Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/37/7e/ae/1148091144.jpg,84.0,2976.0,False,21,True,Brunete,es,False,-4.0027654,"{'typology': 'flat', 'subTypology': 'duplex'}",nan,False,False,duplex,2,False,"Calle Pozo, 16",25836113,Pozo 2D,nan,250000.0,1,sale,https://www.idealista.com/inmueble/25836113/,True,"Great duplex located in a quiet building in the center of Brunete, with all services at hand. It is a spacious house, in very good condition and built with quality materials and modern design. On the ground floor there is a good hall, a toilet, a kitchen with a utility room and a spacious living room with a gazebo. The attic floor is accessed by a designer metal staircase, upstairs there are two large bedrooms with good closets and a spacious bathroom. The whole house has a lot of light and faces the trees on the street, so the view is very private and pleasant. It has a magnificent garage and storage room in the building. It has natural gas heating, with a boiler on the clothesline, air conditioning, smooth paint, porcelain stoneware bathrooms, wooden flooring, armored entrance door...",False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",40.4061462,False,2
nan,False,{'title': 'Detached house'},Madrid,good,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ab/0f/7c/1199043369.jpg,280.0,2493.0,False,36,False,Brunete,es,nan,-3.9759319,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,False,False,chalet,6,False,Brunete,103751601,Independiente,nan,698000.0,nan,sale,https://www.idealista.com/inmueble/103751601/,nan,"Welcome to this wonderful property for sale! This home is located in a magnificent location, surrounded by nature and tranquility. It was renovated and renovated in 2021, so it is in perfect condition. to live comfortably. The rooms of the house are large and bright, with a very comfortable and cheerful layout, for all the moments of daily life. The kitchen, with more than thirty meters, is the true heart of the house and is fully equipped to enjoy gastronomy with family or friends. Located in a wonderful urbanization, the classic brick and stone structure was completely renovated inside. In addition, it has the possibility of living on a single floor, making it perfect for all types of families and lifestyles. The house is made up of two independent floors. On the upper floor there are 3 bedrooms and a storage area or attic with large capacity. The ground floor has a large living room with a fireplace and large windows that allow in natural light. The PVC carpentry with thermal bridge break and thermal and acoustic insulation guarantees a quiet and comfortable environment inside the home. The plot has access from a quiet street and a beautiful entrance porch. In addition, it has several entrances and exits to the rear area from the kitchen. The unobstructed access to the property and the parking area are details that make this house a perfect place to live. Don't miss the opportunity to acquire this wonderful home. Contact us through Idealista Chat and we will give you all the information you need. We will wait for you!",False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",40.42874,False,4
nan,False,{'title': 'Terraced house in Calle Real de San Sebastián'},Madrid,good,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ed/0a/b1/1172299462.jpg,186.0,1392.0,False,27,False,Brunete,es,nan,-3.9972246,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",nan,False,False,chalet,3,False,Calle Real de San Sebastián,102934534,nan,nan,259000.0,nan,sale,https://www.idealista.com/inmueble/102934534/,nan,"TECNOCASA BRUNETE sells EXCLUSIVELY a fantastic semi-detached house, it is located a few meters from the main street and has an excellent location. It is located a few meters from C/ Real de San Sebastián, which guarantees easy access to all the services available in the area. The house has 3 double bedrooms, one of which has an en-suite bathroom. All bedrooms have built-in wardrobes, which provides ample storage space, with three bathrooms. The kitchen is spacious and has access to a terrace, which allows you to enjoy the outdoors. There is also a storage room inside the house, which facilitates the storage and organization of personal items, on the other hand it consists of a spacious and very bright living room. The house also includes a garage, with direct access to the house. This provides convenience and security when entering and leaving the house, as there is no need to walk down the street to get to the car. In short, this semi-detached house in Brunete offers a privileged location, spacious rooms, a functional kitchen, a storage room, a garage and all the necessary services nearby.",False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",40.4006732,False,3
nan,False,"{'title': 'Flat in Calle Doctor Rodríguez de la Fuente, 25'}",Madrid,newdevelopment,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f8/98/c7/1042032295.jpg,41.0,4949.0,False,6,True,Brunete,es,True,-3.9949188,{'typology': 'flat'},nan,True,True,flat,1,False,"Calle Doctor Rodríguez de la Fuente, 25",99378902,2ºB,False,202900.0,2,sale,https://www.idealista.com/obra-nueva/99378902/,True,Residential Urban Brunete 2 Promotion of new construction in the urban area of Brunete. Exclusive homes in private regime. Building license granted. Start of work end 2022. Homes with a garage and storage room included in the price. Refreshing geothermal heating/cooling system with underfloor heating throughout the house. Building with elevator and common areas. High qualities.,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",40.4015002,False,1
nan,False,"{'title': 'Flat in Calle Doctor Rodríguez de la Fuente, 25'}",Madrid,newdevelopment,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f8/98/c7/1042032295.jpg,54.0,3331.0,False,6,True,Brunete,es,True,-3.9949188,{'typology': 'flat'},nan,True,True,flat,1,False,"Calle Doctor Rodríguez de la Fuente, 25",99378960,1ºB,False,179900.0,1,sale,https://www.idealista.com/obra-nueva/99378960/,True,Residential Urban Brunete 2 Promotion of new construction in the urban area of Brunete. Exclusive homes in private regime. Building license granted. Start of work end 2022. Homes with a garage and storage room included in the price. Refreshing geothermal heating/cooling system with underfloor heating throughout the house. Building with elevator and common areas. High qualities.,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",40.4015002,False,1
nan,False,"{'title': 'Flat in Calle Doctor Rodríguez de la Fuente, 25'}",Madrid,newdevelopment,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ac/8b/c2/1042032230.jpg,58.0,3791.0,False,6,True,Brunete,es,True,-3.9949188,{'typology': 'flat'},nan,True,True,flat,1,False,"Calle Doctor Rodríguez de la Fuente, 25",99379078,2ºA,False,219900.0,2,sale,https://www.idealista.com/obra-nueva/99379078/,True,Residential Urban Brunete 2 Promotion of new construction in the urban area of Brunete. Exclusive homes in private regime. Building license granted. Start of work end 2022. Homes with a garage and storage room included in the price. Refreshing geothermal heating/cooling system with underfloor heating throughout the house. Building with elevator and common areas. High qualities.,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",40.4015002,False,1
nan,False,"{'title': 'Flat in Calle Doctor Rodríguez de la Fuente, 25'}",Madrid,newdevelopment,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9b/9f/15/1042032294.jpg,62.0,3644.0,False,6,True,Brunete,es,True,-3.9949188,{'typology': 'flat'},nan,True,True,flat,2,False,"Calle Doctor Rodríguez de la Fuente, 25",99379071,2ºC,False,225900.0,2,sale,https://www.idealista.com/obra-nueva/99379071/,True,Residential Urban Brunete 2 Promotion of new construction in the urban area of Brunete. Exclusive homes in private regime. Building license granted. Start of work end 2022. Homes with a garage and storage room included in the price. Refreshing geothermal heating/cooling system with underfloor heating throughout the house. Building with elevator and common areas. High qualities.,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",40.4015002,False,2
nan,False,"{'title': 'Flat in Calle Doctor Rodríguez de la Fuente, 25'}",Madrid,newdevelopment,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5f/0e/40/1042032289.jpg,81.0,2838.0,False,6,True,Brunete,es,True,-3.9949188,{'typology': 'flat'},nan,True,True,flat,2,False,"Calle Doctor Rodríguez de la Fuente, 25",99378990,1ºC,False,229900.0,1,sale,https://www.idealista.com/obra-nueva/99378990/,True,Residential Urban Brunete 2 Promotion of new construction in the urban area of Brunete. Exclusive homes in private regime. Building license granted. Start of work end 2022. Homes with a garage and storage room included in the price. Refreshing geothermal heating/cooling system with underfloor heating throughout the house. Building with elevator and common areas. High qualities.,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",40.4015002,False,2
nan,False,"{'title': 'Flat in Calle Doctor Rodríguez de la Fuente, 25'}",Madrid,newdevelopment,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ac/8b/c2/1042032230.jpg,54.0,3331.0,False,6,True,Brunete,es,True,-3.9949188,{'typology': 'flat'},nan,True,True,flat,1,False,"Calle Doctor Rodríguez de la Fuente, 25",99379023,1ºB,False,179900.0,1,sale,https://www.idealista.com/obra-nueva/99379023/,True,Residential Urban Brunete 2 Promotion of new construction in the urban area of Brunete. Exclusive homes in private regime. Building license granted. Start of work end 2022. Homes with a garage and storage room included in the price. Refreshing geothermal heating/cooling system with underfloor heating throughout the house. Building with elevator and common areas. High qualities.,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",40.4015002,False,1
nan,False,"{'title': 'Flat in Calle Doctor Rodríguez de la Fuente, 25'}",Madrid,newdevelopment,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5f/0e/40/1042032289.jpg,78.0,2947.0,False,6,True,Brunete,es,True,-3.9949188,{'typology': 'flat'},nan,True,True,flat,2,False,"Calle Doctor Rodríguez de la Fuente, 25",99379039,1ºC,False,229900.0,1,sale,https://www.idealista.com/obra-nueva/99379039/,True,Residential Urban Brunete 2 Promotion of new construction in the urban area of Brunete. Exclusive homes in private regime. Building license granted. Start of work end 2022. Homes with a garage and storage room included in the price. Refreshing geothermal heating/cooling system with underfloor heating throughout the house. Building with elevator and common areas. High qualities.,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",40.4015002,False,2
