bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,propertyCode,price,latitude,showAddress,parkingSpace,operation,labels,description,newDevelopment,detailedType,status,priceByArea,url,newDevelopmentFinished,thumbnail,address,has3DTour,longitude,district,municipality,floor,propertyType,neighborhood,topPlus,highlight
4,Madrid,356.0,True,False,"{'subtitle': 'Salud y Alegría - El Lago, Torrelodones', 'title': 'Detached house'}",False,5,True,nan,False,56,8,es,nan,29296396,990000.0,40.5717119,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","Engel&Völkers presents a modern independent recently built on a totally flat plot in Los Peñascales, very close to the urban center of Torrelodones. The house stands out for its double-height ceiling and large windows that provide it with great light. It is distributed over three floors: On the main floor we find the living-dining room with a terrace and views of the garden, a large open kitchen that visually connects through glass to the living room and a drying terrace with access to the garden; plus service bedroom with bathroom. The first floor consists of two large bedrooms that share a bathroom and a terrace with views of the garden and pool, on this floor there is the main room with an en-suite bathroom and a fourth room that also has an en-suite bathroom. The ground floor is a large living room or games room with direct access to the garden, which could be separated from the rest of the house. The fully consolidated garden has all kinds of plants and trees, automatic irrigation, lights and a large saline chlorination pool. Housing with modern aesthetics, with quality criteria above the standards. Graphite tile floors on the main floor except for kitchen and bathrooms. Oak flooring in all bedrooms. Wide profile aluminum exterior carpentry, lacquered, with Climalit glassware. Interior carpentry in oak wood. Hot water and heating by natural gas. Solar panels that provide great savings in energy consumption. Elevated construction with air chamber. We highlight the modernity, spaciousness, privacy, comfort and qualities of the house.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2781.0,https://www.idealista.com/inmueble/29296396/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/53/b7/b9/1139478345.jpg,subdistrict Salud y Alegría - El Lago,False,-3.9053437,Los Peñascales,Torrelodones,nan,chalet,Salud y Alegría - El Lago,False,nan
4,Madrid,575.0,False,False,"{'subtitle': 'Colonia, Torrelodones', 'title': 'Detached house'}",False,6,True,nan,True,34,1291,es,nan,100095590,1700000.0,40.576654,False,nan,sale,nan,"Just 5 minutes walk from the Torrelodones train station and 7 minutes from the commercial area of La Colonia, is this unique, newly built, brand new villa, where luxury and comfort coexist in full harmony. On the plot of almost 1,000m2 there are 2 houses, the main house of 450m2 and the guest house of 125m2. The main house, spacious, bright and with the best qualities, consists of 2 floors, but you can live on 1 floor. On the ground floor we find a spacious entrance hall, 1 toilet, 70m2 main living room with fireplace and exit to the outside, kitchen with plenty of storage capacity, gas cooker and ceramic hob on the island and pantry. High quality kitchen furniture. Also on the same floor is the master bedroom suite with bathroom (shower and bathtub), with office and dressing room. Outside there is a large porch. Upstairs there are 3 bedrooms, 2 of them connected by the bathrooms, but each with its own bathroom and dressing area. The third bedroom is en-suite with a bathroom. There is also a laundry area and a second open living room of about 35m2, very bright. Construction with top quality materials, sanitary ware and finishes, PVC exterior carpentry with ""climalit"" double glazing. All bedrooms have large fitted wardrobes and underfloor heating. It has installation of solar panels. The second house, the guest house, consists of a separate games room, 20m2 living room with fireplace, 2 full bathrooms, fitted kitchen, 2 bedrooms and a storage room. Air conditioning with heat pump in living room, bedrooms and office. Nice landscaped plot with plenty of parking space. Large porch with seating area, well and fountain.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2957.0,https://www.idealista.com/inmueble/100095590/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/94/10/7e/1068895697.jpg,Colonia,False,-3.954296,Colonia,Torrelodones,nan,chalet,nan,False,{'groupDescription': 'Highlight'}
4,Madrid,282.0,True,False,"{'subtitle': 'El Monte, Torrelodones', 'title': 'House'}",False,4,True,nan,False,43,RZS43408,es,nan,102251178,890000.0,40.5816032,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Lucas Fox presents this fantastic five-bedroom villa, in excellent condition due to its recent and successive reforms. It enjoys an excellent and well-kept garden, saline pool and magnificent views of the Madrid skyline.  The house is in one of the best areas of Los Peñascales in Torrelodones. In an elevated position that offers views and on a main and quiet road with a bus stop 200 meters away. It is located just 10 minutes from the centre of Torrelodones, 15 from Las Rozas and 30 minutes from Madrid. The area is ideal for walks and hikes.  This house, which stands out for its impeccable maintenance, was built in 1995, but with successive reforms and improvements. They are distributed over three floors in total: the reception floor or ground floor, the upper floor where we find the bedrooms and the lower floor or semi-basement which, due to the inclination of the plot, is at garden level and in the pool area.  Upon entering the property, the entrance hall allows us to access to the left an study or guest bedroom, the guest toilet and the stairs to the lower floor. To the right, there is a large recently renovated kitchen, with an office and lots of light. Continuing from the entrance hall, we will arrive at a large living-dining room with a fireplace, very cheerful and bright with access to a magnificent terrace with the best views of the surroundings and the Madrid skyline. In this room, it is planned to add a folding enclosure that allows you to enjoy this area both in summer and winter, practically doubling the living-dining room area.  On the upper floor, where there were originally four bedrooms, today we have three, two facing the garden and pool, which share a bathroom in the corridor and another two that have been unified to form the main one, very spacious and with a bathroom.  On the lower floor, there is a large bedroom with lots of light, a small room set up as a gym, a complete bathroom and finally a large multipurpose living room with a fireplace and a complete American-style kitchen. In this living room we have large windows with access to a porch with fans and electric awnings and then a well-kept garden with the saline pool at the end of the plot.  The house is completed by a terraced garden area in front of the plot, a garage shed with space for two cars and a storage room area, ideal for storing pool and garden items.  The property has radiator heating with a dual system powered by mains gas or firewood. The entire house is in perfect condition with fully renovated bathrooms and kitchen.  In short, it is a magnificent house with height that offers incredible views of Madrid. It is presented renovated with good qualities and in one of the most private areas and close to urban amenities.  Contact us to arrange a viewing.",False,{'typology': 'chalet'},good,3156.0,https://www.idealista.com/inmueble/102251178/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fc/57/db/1149388298.jpg,subdistrict El Monte,False,-3.8897043,Los Peñascales,Torrelodones,nan,chalet,El Monte,False,nan
3,Madrid,360.0,True,False,"{'subtitle': 'El Peñalar - Arroyo de Trofas - Montealegre, Torrelodones', 'title': 'Detached house'}",False,4,True,nan,False,54,MG236,es,nan,101884192,725000.0,40.5798756,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","Detached villa in Torrelodones, Los Peñascales, in a mountain style with an area of 360 m² built on a 1,000 m² plot. Located in a privileged location as a biological corridor between the Hoyo de Manzanares mountain range and El Monte de El Pardo and bordering the Cuenca Alta del Manzanares Natural Park, this home enjoys a unique atmosphere of tranquility and relaxation. The single-family house has a large, perfectly consolidated garden with a great variety of vegetation, a grass meadow and a swimming pool in its main front, giving it total privacy. Traditionally built house with a granite stone front throughout its perimeter, designed on two semi-stories plus a large garage. The distribution of the main floor revolves around a large hall that divides the house into two wings. It has four bedrooms, two of them on the main floor, where the spaciousness of the master suite stands out with a large dressing room and a full bathroom with a bathtub and shower. Large living room with fireplace, kitchen with work area, daily dining room and access to the garden. On the first semi-floor living room, two bedrooms with shared dressing room and full bathroom. Garage for two cars with work area, storage room, warehouse, bathroom and laundry and ironing room. Exterior and interior carpentry in solid Oregon pine wood. Wrought iron enclosures and shutters. Porcelain floors and battened flooring in bedrooms. Very bright home with high ceilings and open spaces. Garden in several different environments, highlighting two magnificent Chill-out areas, summer gazebo and barbecue area with wood oven. Large grass meadow, automatic irrigation, cistern and area dedicated to a garden. For all its characteristics and the large space it has, this chalet located in one of the best areas of Torrelodones has a special charm to enjoy the tranquility.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2014.0,https://www.idealista.com/inmueble/101884192/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/df/c3/d7/1139911197.jpg,subdistrict El Peñalar - Arroyo de Trofas - Montealegre,False,-3.9014983,Los Peñascales,Torrelodones,nan,chalet,El Peñalar - Arroyo de Trofas - Montealegre,False,{'groupDescription': 'Highlight'}
4,Madrid,300.0,True,False,"{'subtitle': 'El Monte, Torrelodones', 'title': 'Detached house'}",False,5,True,nan,False,39,1957,es,nan,29097384,860000.0,40.5745879,False,nan,sale,nan,"Magnificent independent villa of 300 m2 on two floors on a plot of 1,100 m2. Main house on the ground floor.Distributor hall, designer kitchen integrated into the living-dining room with access to a 45 m2 terrace, 4 bedrooms and 2 full bathrooms.Master bedroom suite with dressing room and bathroom.Semi-basement floor, large summer room of 65 m2, bedroom, laundry room and bathroom with shower.From this floor direct access to the garden. Large windows.Very luminous.Underfloor gas heating.Excellent qualities.Incredible views of the Peñascales lake.Impeccable and modern house.Quiet and residential area.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2867.0,https://www.idealista.com/inmueble/29097384/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/dd/c0/85/1191130460.jpg,subdistrict El Monte,False,-3.896325,Los Peñascales,Torrelodones,nan,chalet,El Monte,False,nan
3,Madrid,128.0,False,False,"{'subtitle': 'Centro Comercial - Hospital, Torrelodones', 'title': 'Duplex in Avenida Castillo de Olivares'}",False,2,True,True,False,22,nan,es,True,103793856,345000.0,40.5691156,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"HOGARES TORRELODONES presents you with this incredible opportunity! We offer for SALE a wonderful DUPLEX in an EXCELLENT LOCATION in the SHOPPING CENTER - HOSPITAL IN TORRELODONES. HOGARES GROUP offers you this magnificent DUPLEX in TORRELODONES If you are looking for a home, this apartment in Torrelodones is just what you need. With a generous area of 128 square meters, this space offers a life full of comfort and elegance. Main Features: Location: Torrelodones, a quiet environment surrounded by nature. Size: 128 square meters to give free rein to your decoration ideas. Kitchen: Equipped with appliances, it is a functional space for your culinary adventures. Spacious Living-Dining Room: Enjoy large spaces to relax. Rooms: 2 large rooms for your maximum comfort, one of which has a terrace. Bathrooms: 2 full bathrooms en suite and 1 toilet, designed with good taste. Parking: Garage space included for your car. Storage room: Additional space for storage. Services: Concierge to attend to your needs and for your peace of mind. Green Areas: Enjoy nature in the surrounding green areas. This apartment is a haven of light and serenity that awaits you. The spacious spaces give you the freedom to create your own personal retreat. The two bedrooms offer you ample space to live and relax. The bathrooms are designed with attention to detail and comfort in mind. In addition, the garage and storage room provide you with a safe place for your belongings. The presence of a concierge that guarantees your safety and well-being. And best of all, the beauty of the surrounding green areas allows you to connect with nature and enjoy the tranquility that Torrelodones offers. Don't miss the opportunity to make this apartment your new home! Contact us today to schedule a visit and discover all the possibilities this space has to offer.",False,"{'typology': 'flat', 'subTypology': 'duplex'}",good,2695.0,https://www.idealista.com/inmueble/103793856/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cd/f2/d4/1200311096.jpg,Avenida Castillo de Olivares,False,-3.9272637,Centro Comercial - Hospital,Torrelodones,2,duplex,nan,False,nan
5,Madrid,490.0,True,False,"{'subtitle': 'Colonia, Torrelodones', 'title': 'House'}",False,4,True,nan,False,66,XAL_617,es,nan,102780284,1190000.0,40.5807663,False,nan,sale,nan,"Detached villa of 490 meters in Torrelodones Colonia, a privileged location in the community of Madrid. This stunning property is built with beautiful stone giving it a classic and timeless look. It is located on a 1,218 square meter plot, providing ample space to enjoy the outdoors and the privacy you desire. The distribution is excellent with spacious and cozy rooms. Upon entering the house, you are greeted by a large, bright and welcoming foyer with large windows that allow in natural light and offer views of the garden. Through it you reach the main living room divided into four rooms, which offers versatility for daily life. From the living room you can access the kitchen, which is spacious and functional, with wooden furniture and granite countertops, fully equipped and has an office and pantry area, perfect for food lovers. From the outside there is direct access to the kitchen. Going up some wide stairs you find yourself on the first floor with three en-suite bedrooms, each with its own bathroom and built-in wardrobes, which provides comfort and privacy to its occupants. Furthermore, on this same floor there is a very bright living room with views of the garden. Going up half a staircase from the first floor, another cozy living room with a fireplace awaits you, perfect for relaxing or enjoying quiet moments. The attic is used as a storage room, offering valuable storage space, with the possibility of converting it as another room. The house has a large private pool, barbecue area, porch and solarium. It also has two wells that ensure a constant supply of water for irrigation of the garden. It also has a separate apartment next to the pool, which makes the home ideal for families looking for additional space for their employees or guests. In terms of amenities, the house is equipped with underfloor heating and has a diesel tank for water and heating. In addition, it offers covered parking for two cars, with direct access to the house. Security is a priority at this property, with security gates providing peace of mind and protection. It is very well connected with several bus stops on the p.",False,{'typology': 'chalet'},good,2429.0,https://www.idealista.com/inmueble/102780284/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4d/b7/3e/1167058263.jpg,Colonia,False,-3.9539219,Colonia,Torrelodones,nan,chalet,nan,False,nan
4,Madrid,342.0,True,False,"{'subtitle': 'El Monte, Torrelodones', 'title': 'Semi-detached house'}",False,5,True,nan,False,55,APA_630,es,nan,103452714,640000.0,40.5758708,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"IMPECCABLE SEMI-DETACHED VILLA for sale in Los Peñascales. Allegro Inmobiliaria is pleased to present this CHARMING villa with BEAUTIFUL GARDEN and POOL built in 2000. It is built on 4 floors with a total of 5 bedrooms, 2 of them en suite and 3 bathrooms plus 1 toilet. Highlight the AMPLITUDE of its rooms and its BRIGHTNESS. The 1st Floor consists of a kitchen with an office, a WONDERFUL living-dining room with a wood-burning FIREPLACE and direct access to a COZY closed PORCH that invites you to read and share pleasant afternoons with family and friends. It also has 1 bedroom and a guest toilet. The 2nd floor consists of 3 bedrooms and 2 bathrooms. Highlight the LARGE MAIN BEDROOM en Suite with its en-suite bathroom, DRESSING ROOM area and large storage capacity with beautiful views of the garden. The 3rd floor is attic and contains a WARM ATTIC LIVING ROOM. On the ground floor we find a SPACIOUS GARAGE with automatic door that can accommodate 2 cars, a service bedroom en suite and a laundry room. It also has an EQUIPPED WAREHOUSE and woodshed. The GARDEN is equipped with automatic irrigation and a diversity of plants and trees for your enjoyment. The pool measures 3x6 and is built on a large wooden esplanade and also has an area covered by a pergola. The heating is Natural Gas, there are no Community expenses and the IBI paid is €940. Los Peñascales are located within the quiet and beautiful municipality of TORRELODONES, it has all the necessary services at your fingertips: healthcare, education, shopping areas, churches, restaurants and very well connected to Madrid by the A6 Highway. Call us and we will be happy to show it to you.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,1871.0,https://www.idealista.com/inmueble/103452714/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8e/3e/f0/1189967778.jpg,subdistrict El Monte,False,-3.8855265,Los Peñascales,Torrelodones,nan,chalet,El Monte,False,nan
4,Madrid,354.0,True,False,"{'subtitle': 'Salud y Alegría - El Lago, Torrelodones', 'title': 'Detached house in Albahaca'}",True,5,False,nan,False,67,2253-303-LH,es,nan,102779087,999000.0,40.5647055,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","EXCLUSIVE INDEPENDENT VILLA IN PEÑASCALES - TORRELODONES The property is located on a plot surrounded by a beautiful garden with a pool and a lot of privacy. We access the house through a hall between the two floors with direct access to the double-height living room with its cozy fireplace and large windows where we can appreciate a natural landscape and its green areas. On this same floor, there is the master suite with its dressing room and an office that can be converted into a bedroom and a gym room. All rooms have direct access to the outside. In the hall, we have a guest toilet, a cellar and a large kitchen with its pantry and exit to the other end of the property. On the upper floor, we access through a hallway that distributes three double bedrooms with their dressing rooms that share a complete bathroom with its jacuzzi and shower, and another en-suite room. The 1160 m2 plot has a relaxation area next to the pool with its natural shade, a large porch with its barbecue and a play area for children. Unbeatable location, with easy access to the A-6 and a few minutes from the Torrelodones Shopping Center. The area has several schools and a step away from the bus stop with a direct line to Moncloa and Las Matas.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2822.0,https://www.idealista.com/inmueble/102779087/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c1/f2/7c/1167017622.jpg,Albahaca,True,-3.903969,Los Peñascales,Torrelodones,nan,chalet,Salud y Alegría - El Lago,False,nan
3,Madrid,274.0,False,False,"{'subtitle': 'Los Robles, Torrelodones', 'title': 'Detached house in Calle Álamo'}",False,5,False,nan,False,46,3373-07081,es,nan,101499320,560000.0,40.5871287,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","Beautiful semi-detached house in urbanization with pool and wonderful views in Los Robles, Torrelodones. Villa of 270m2, with private garden, very bright, has 5 bedrooms, 3 bathrooms, large living room with fireplace, kitchen, storage room, garage. With climalit windows, parquet flooring, smooth paint and white lacquered doors. Home automation system in blinds, lighting and heating. On the main floor are the living-dining room with access to the garden, the kitchen, a courtesy toilet and a beautiful porch. On the first floor there are four large bedrooms, three of them share a bathroom, with a shower tray and the third with an en-suite bathroom with a bathtub, a dressing room, and a terrace. In the basement, we find the fifth room with an exterior window, a storage room, and a large garage with capacity for 2 cars. The garden with wonderful views, has a large automatic pergola ideal for locating the gazebo, lighting and automatic irrigation. The urbanization has a saline water pool and beautiful views. The chalet is located in an area with nearby bus stops, close to the town of Torrelodones in an area surrounded by nature. Do not hesitate to come and visit it!",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2044.0,https://www.idealista.com/inmueble/101499320/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ff/39/96/1200690035.jpg,Calle Álamo,True,-3.9212874,Los Robles,Torrelodones,nan,chalet,nan,False,nan
1,Madrid,55.0,True,False,"{'subtitle': 'Casco Antiguo, Torrelodones', 'title': 'Flat in Plaza del Caño'}",False,2,True,True,False,41,3373-5860,es,False,95847763,215000.0,40.5776085,False,nan,sale,nan,"** ^^ GREAT OPPORTUNITY. THE CHEAPEST ^^ ** WITH VIRTUAL REALITY ** ^^ IN PROFITABILITY **. REFORMED. Fantastic two-bedroom apartment located in the center of Torrelodones, located on Calle Real but with entrance on Calle de las Eras, a quieter street without so much noise. The house is currently rented for a value of € 700 / month, with solvent and trustworthy tenants for the owners, hence the price, once the contract is resolved (less than a year) the house could be for about € 800 per month, since it would be the cheapest apartment in Torrelodones with 2 bedrooms. Another positive point regarding the investment is that community expenses are practically nil as there are no large common areas. The option of delivering without a tenant within 2 months from the reservation of the apartment will be valued. The house consists of 2 bedrooms, large living room, kitchen, bathroom with shower and access terrace to hang clothes. All rooms have new PVC windows. The house has been recently renovated, with a new bathroom, wooden floors, smooth walls, PVC windows and an equipped kitchen. Since the property is rented, the availability of visits is very limited, for this we have 3D virtual reality and a video showing the house. For more information, do not hesitate to contact us, without a doubt the best price / profitability opportunity in the area.",False,{'typology': 'flat'},good,3909.0,https://www.idealista.com/inmueble/95847763/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/77/11/9e/1178295333.jpg,Plaza del Caño,True,-3.9272391,Casco Antiguo,Torrelodones,1,flat,nan,False,nan
7,Madrid,592.0,True,False,"{'subtitle': 'El Monte, Torrelodones', 'title': 'Detached house in Avenida de la Loma'}",False,6,True,nan,False,84,3373-07124,es,nan,101656410,890000.0,40.5743614,False,nan,sale,nan,"STUNNING DETACHED VILLA WITH PRIVATE POOL AND TENNIS COURT. 595 SQM ON A PLOT OF NEARLY 1900 SQM Introducing this spectacular detached villa in Torrelodones, located in the Peñascales area. With a surface area of 592 square meters distributed over three floors, this villa sits on a plot of 1859 square meters, offering ample space both inside and outside for family gatherings and celebrations. Inside, you will find 6 bedrooms, 4 of which are en-suite, providing privacy and comfort for your loved ones. The 2 additional full bathrooms and the guest toilet ensure the comfort of all guests. The fully equipped kitchen with appliances allows you to prepare delicious meals to share with your family. The spacious living rooms are perfect for receiving guests and enjoying special moments together. The upper floor living room features a fireplace, creating a warm and cozy atmosphere for winter gatherings. The villa boasts two terraces, one on the ground floor and another on the upper floor, where you can enjoy panoramic views while spending quality time with your loved ones. The garden and private pool provide the perfect setting for relaxation, swimming, and enjoying the outdoors with your family. In the basement, you will find a game room and a gym, specifically designed for family entertainment and maintaining an active lifestyle. There are also two storage rooms and an additional toilet, providing extra storage space and convenience for your gatherings. Don't miss the opportunity to create unforgettable memories in this beautiful property! Feel free to contact me for more information or to schedule a visit. I am here to assist you every step of the way. This advertisement is not binding and may contain errors. It is shown for informational purposes and is not contractual. NO COMMISSION FEE FOR THE BUYER.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1503.0,https://www.idealista.com/inmueble/101656410/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/85/d7/d4/1191438014.jpg,Avenida de la Loma,True,-3.8914987,Los Peñascales,Torrelodones,nan,chalet,El Monte,False,nan
3,Madrid,293.0,True,False,"{'subtitle': 'El Monte, Torrelodones', 'title': 'Detached house in Calle Monte Alto'}",True,4,True,nan,False,59,PR88684995,es,nan,103093170,530000.0,40.5781486,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","**^SPECTACULAR AND MAGICAL INDEPENDENT VILLA OF 293M2 ON A LANDSCAPED PLOT^^ Spectacular and magical independent villa with a landscaped plot that immerses us, as if we were inside a fairy tale. A tale in which to develop a life in the trendiest municipality of Madrid, right next to the lungs of the capital, El Pardo, a place where elegance, nature, and magic merge to give way to the best opportunity to buy an independent villa within the municipality. The house is located in the residential urbanization of Los Peñascales in Torrelodones and has an area of 293m2, situated on a plot of 504m2, and is distributed over 3 floors. Upon entering the house, the first floor consists of an entrance hall, with an incredible and bright living-dining room, with a functional chimney, terrace, and access to the garden along with a spacious kitchen that is filled with light and a guest toilet. (We attach renders so you can appreciate the open spaces and spaciousness once the renovation is done). The first floor has 3 bedrooms, all of which offer spectacular views of the garden and have built-in and walk-in closets. This floor has a complete bathroom to serve two bedrooms, and then the master suite that has an integrated full bathroom. The second floor is where the attic is located, which is currently a spacious bedroom, although it has many possibilities to be used as one prefers, and it is bright due to the presence of windows. The basement or the ground floor of the house has a spacious living room with natural light and a second space where you can create an area according to your specific needs as a buyer. The garden, thanks to its landscaping and flatness, gives us unparalleled peace and enchanting magic, becoming one of the most charming parts of the house as it is incredibly cozy and spacious. Near the house, you will find a multitude of leisure options, such as hiking or biking trails, green areas where you can walk pets, and much more. If you want to live in Torrelodones in an independent villa, you won't find a better opportunity right now. Come and see it! Your future home is waiting for you! **^This advertisement is not binding and may contain errors. It is shown for informational purposes and is not contractual^^ ***WE DO NOT CHARGE COMMISSION TO THE BUYER.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1809.0,https://www.idealista.com/inmueble/103093170/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8d/b5/e3/1178068091.jpg,Calle Monte Alto,False,-3.8859435,Los Peñascales,Torrelodones,nan,chalet,El Monte,False,nan
3,Madrid,293.0,True,False,"{'subtitle': 'El Monte, Torrelodones', 'title': 'Detached house in Calle Monte Alto'}",True,4,False,nan,False,60,nan,es,nan,102834650,530000.0,40.5789122,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","**^SPECTACULAR AND MAGICAL INDEPENDENT VILLA OF 293M2 ON A LANDSCAPED PLOT^^ Spectacular and magical independent villa with a landscaped plot that immerses us, as if we were inside a fairy tale. A tale in which to develop a life in the trendiest municipality of Madrid, right next to the lungs of the capital, El Pardo, a place where elegance, nature, and magic merge to give way to the best opportunity to buy an independent villa within the municipality. The house is located in the residential urbanization of Los Peñascales in Torrelodones and has an area of 293m2, situated on a plot of 504m2, and is distributed over 3 floors. Upon entering the house, the first floor consists of an entrance hall, with an incredible and bright living-dining room, with a functional chimney, terrace, and access to the garden along with a spacious kitchen that is filled with light and a guest toilet. (We attach renders so you can appreciate the open spaces and spaciousness once the renovation is done). The first floor has 3 bedrooms, all of which offer spectacular views of the garden and have built-in and walk-in closets. This floor has a complete bathroom to serve two bedrooms, and then the master suite that has an integrated full bathroom. The second floor is where the attic is located, which is currently a spacious bedroom, although it has many possibilities to be used as one prefers, and it is bright due to the presence of windows. The basement or the ground floor of the house has a spacious living room with natural light and a second space where you can create an area according to your specific needs as a buyer. The garden, thanks to its landscaping and flatness, gives us unparalleled peace and enchanting magic, becoming one of the most charming parts of the house as it is incredibly cozy and spacious. Near the house, you will find a multitude of leisure options, such as hiking or biking trails, green areas where you can walk pets, and much more. If you want to live in Torrelodones in an independent villa, you won't find a better opportunity right now. Come and see it! Your future home is waiting for you! **^This advertisement is not binding and may contain errors. It is shown for informational purposes and is not contractual^^ ***WE DO NOT CHARGE COMMISSION TO THE BUYER.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1809.0,https://www.idealista.com/inmueble/102834650/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ae/ab/cc/1168875656.jpg,Calle Monte Alto,True,-3.8830932,Los Peñascales,Torrelodones,nan,chalet,El Monte,False,nan
3,Madrid,249.0,True,False,"{'subtitle': 'Las Marías, Torrelodones', 'title': 'Terraced house in Calle Pascual Saorin, 4'}",False,4,False,nan,False,15,UD 24,es,nan,101203708,960000.0,40.5749766,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Kronos Homes presents ONIX, an avant-garde project designed by Clavel Arquitectos on the Las Marías estate, in Torrelodones.Its 29 spacious single-family homes with 4 and 5 bedrooms are immersed and integrated into nature.Thanks to its independent gardens of more than 400 m² with a private pool and its spectacular surroundings, this exclusive residential allows you to enjoy the environmental richness of the Sierra de Madrid, with all the services of the capital just 30 minutes away. The singular design that characterizes the complex is also transferred to the interior of the houses, where we find rooms with a free height of 6 meters and large windows that blur the boundaries between exterior and interior.Likewise, through a careful distribution, the architects have created a layout of spaces that favors the use of the most social areas, while preserving the privacy of the most private areas.A compromise between aesthetics and functionality that also includes the use of natural light, optimized by a studied orientation that allows you to enjoy nature as a backdrop for each room. In addition, the interior design of Onix has been carried out by the renowned designer Teresa Sapey, who has opted for a delicate and neutral color range, where each piece complements the architecture to create a warm and comfortable home.And, from the doors to the outside, we find a landscaping designed by Hipólito Bettencourt, based on a careful selection of native species to respect the original ecosystem without having to alter the natural balance of the environment.",True,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",newdevelopment,3855.0,https://www.idealista.com/obra-nueva/101203708/,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fd/19/97/1114315132.jpg,"Calle Pascual Saorin, 4",False,-3.9368837,Las Marías,Torrelodones,nan,chalet,nan,False,nan
