bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,price,propertyCode,latitude,showAddress,parkingSpace,operation,labels,description,newDevelopment,detailedType,status,priceByArea,url,newDevelopmentFinished,thumbnail,address,has3DTour,longitude,district,municipality,floor,propertyType,topPlus
3,Madrid,298.0,True,False,"{'subtitle': 'Zona Iglesia - Estación, Moralzarzal', 'title': 'Semi-detached house in Calle Fuente del Piojo'}",False,4,False,nan,False,53,MOR_CHA_I,es,nan,700000.0,102979804,40.7041013,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"NO FEES TO THE BUYER This spectacular semi-detached house, located just 30 minutes from Madrid, is the opportunity you have been waiting for to live the life you deserve. Located in a natural environment of incomparable beauty, this home offers a unique lifestyle in a place where serenity is just a few steps from the bustling city. Outstanding features: •Private pool: Imagine enjoying long sunny days in your private pool while you contemplate the impressive views of the mountains. The oasis you always dreamed of in your own garden. •Mountain views: Every day, you will witness picturesque sunrises and sunsets over the majestic mountains that surround this property. The views will take your breath away and constantly remind you of the beauty of nature. •Privileged location: This gem is located just 30 minutes from Madrid, which allows you to enjoy city life and return to your refuge in nature whenever you want. Tranquility and comfort combine perfectly. •Nearby services: Despite its natural environment, this urbanization has all the essential services at your fingertips. Shops, restaurants and much more, so you don't have to give up comfort. •Bus stop at the door of the urbanization: Connectivity with Madrid and its surroundings is exceptional. The bus stop at the entrance of the urbanization provides quick and comfortable access. With direct lines to Madrid or Colmenar Viejo. •Large plot: The property has a 666m plot where you can live with the oxygen you always wanted and you will have space for the activity you want to do. Property Description: This semi-detached house has been designed with attention to detail and with high quality materials. With large interior spaces, it includes a spacious and bright kitchen, a cozy living room with panoramic views, spacious and bright bedrooms, as well as a terrace to enjoy outdoor meals and moments of relaxation. In short, this property represents the perfect combination of luxury, nature and comfort. If you're looking for a nature retreat without going too far from the city, look no further. This is your chance to live the life you've always dreamed of! According to Royal Legislative Decree 1/2007, of November 16, the prices offered do not include taxes (Property Transfer Taxes), nor notarial and registration expenses related to the purchase and sale. No fees to the buyer. Call and arrange a visit.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,2349.0,https://www.idealista.com/inmueble/102979804/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/aa/ba/f6/1173879317.jpg,Calle Fuente del Piojo,False,-3.9793193,Zona Iglesia - Estación,Moralzarzal,nan,chalet,False
3,Madrid,238.0,True,False,"{'subtitle': 'Zona Iglesia - Estación, Moralzarzal', 'title': 'Detached house in Cerquillas del Raso'}",False,6,False,nan,False,47,CH-CR13,es,nan,638000.0,102889490,40.6833232,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"“BCMhomes”, presents for sale exclusively, an extraordinary independent single-family villa, in Moralzaral – Centro, Zona Iglesia. Distribution: The plot of land has approximately an area of 591 m2.The entrance to the property is spectacular, it has a very well-kept garden area, garden, with two water fountains, orchard area and surprises with an Asturian Hórreo of a beauty that takes us to the beloved Asturias.In the back of the house we have a cellar room and multipurpose uses with a fireplace plus an office.It also has parking with a pergola and parking for three vehicles. Ground Floor, The entrance to the house is very wide once inside and in the front we have two large glazed porches-galleries closed with white aluminum carpentry, double glazing with thermal break.From here begins the rooms on the ground floor, which, by way of example, we find the Kitchen, office and Dining Room, then and to the left, a spacious living room with windows that give it a spectacular entrance of natural light, following the distribution. We find a bedroom, full bathroom and hallway with two-section solid wood Venetian-style closets.At the bottom of the same floor we find the washing machine room and ironing room.The floors are connected with a very wide access staircase and open wooden steps, with lots of light due to a skylight on the first floor. First Floor, Access to it is through the staircase that connects the two floors and where the Five Bedrooms and two full bathrooms are located, one of them inside the master bedroom, turning this room into a very spacious and bright suite, the Second Full bathroom serves the rest of the bedrooms.The remaining four bedrooms are very spacious, two of them with terraces facing South and East.It is significant that the entire floor is floored with Valsaín pine flooring and a skylight on the roof with spectacular light entry, with an awning to minimize the entry of so much natural light. General interior installations: Heating and DHW, it has a boiler and diesel tank, aluminum radiators in all rooms and, in addition, in the living room there is a pellet stove, and you can choose to start both or a single heat source.All the window carpentry is made of white aluminum and with shutters, the flooring is made of solid wood flooring.As for telecommunications, it has electricity, TV, Internet, etc. in all rooms. Communications, General services of the municipality of Moralzarzal: It is an expanding municipality, which is why it has all the possible services: Schools, Kindergartens, Sports Areas with covered sports center and municipal swimming pools, Bus station, Pharmacies, financial entities, Notary, City Hall., various restaurant establishments and its covered bullring.The municipality is easily connected to the A6, M-608, M-607 and A1 highways.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2681.0,https://www.idealista.com/inmueble/102889490/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e7/29/ef/1170770103.jpg,Cerquillas del Raso,False,-3.9720323,Zona Iglesia - Estación,Moralzarzal,nan,chalet,False
1,Madrid,112.0,False,False,"{'subtitle': 'Zona Centro, Moralzarzal', 'title': 'Detached house in Calle de la Cruz'}",False,3,False,nan,False,29,Cruz,es,nan,229000.0,103117544,40.6828623,False,nan,sale,nan,"POSSIBILITY OF 100% FINANCING OF YOUR MORTGAGE LOAN. Moralzarzal real estate agency, Moralzarzal area Tecnocasa ESTUDIO MORALZARZAL SLU sells: independent villa on a single floor, completely central. Villa distributed on a single floor at ground level that has: hall, 3 bedrooms, a bathroom, front terrace, backyard and small side garden. It has a large storage room, a bright living room and a full kitchen. The house has independent access on a private street with a plot that surrounds it on the side and behind. The house is distributed in: a small entrance hall that leads to a hallway that connects with the rest of the rooms in the house. Large living room with fireplace, three good-sized bedrooms, one of them with a built-in wardrobe. Updated bathroom with shower and an original kitchen with direct access to the backyard. Both from the backyard and from the side garden, it has access to a large storage room of approximately 30m² with large storage space. The house has a partial renovation in some of its rooms. It includes improvements such as: the bathroom, all the doors of the house, in some of the rooms the floor and the installation of piped propane gas with radiators in all rooms as well as a boiler that is less than 3 years old. Likewise, it also has the construction of the storage room/depot at the back of the house with sliding doors on both entrances. The construction of the house has the possibility of building a second floor on top of the current construction and it could reach a buildable area of practically double the meters that the property currently has. The house is located in a quiet area, on a private street with only access for the surrounding residents, a few meters from the center of the town: less than 300m from the bus station, 400m from the Bullring, and surrounded by all local services, such as supermarkets, banks, shops, restaurants, bars, etc.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",renew,2045.0,https://www.idealista.com/inmueble/103117544/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e4/ff/d4/1178858240.jpg,Calle de la Cruz,False,-3.9717186,Zona Centro,Moralzarzal,nan,chalet,False
2,Madrid,210.0,True,False,"{'subtitle': 'Zona Polideportivo Colonia, Moralzarzal', 'title': 'Detached house in Calle vigo'}",True,5,False,nan,False,46,MRL -1001,es,nan,430000.0,103496527,40.671899,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"THE INDEPENDENT YOU ARE LOOKING FOR! In one of the best areas of Moralzarzal, with the tranquility of living in an envied residential area, a short distance from the Fontenebro-Moralzarzal road and the Herrenes campsite but with convenient access to the M608 highway, we find this magnificent independent chalet on the ground floor. The facilities in the surrounding area are wonderful: pharmacy, BM supermarket, schools and terraces where you can enjoy the warm summer afternoons within walking distance and the town center of Moralzarzal about 10 minutes away on foot.There is no excuse not to take advantage of the opportunity to live in this luxury home with multiple possibilities. The independent chalet with aerothermal heating (energy rating A, more efficient) stands on a large plot of about 700 m2.It has about 210m2, with a useful surface area of about 165m2.It was built in 1973 and has undergone several subsequent renovations, including the kitchen and one of the bathrooms that has been recently renovated. The access itself is through a gate that allows you to park a vehicle inside, although the street offers the possibility of parking at any time without any problem. It has two buildings: -the chalet itself, which we access flanking a beautiful L-shaped porch, with two entrances to the house: the entrance door through the living room and the kitchen door.Additionally, the living room has a large window-door that also allows us access to the porch on one side and access to the kitchen from the pool through another auxiliary door. The kitchen is huge, perfect for living in it: it occupies the original space plus the space that was once occupied by a bedroom.It has space for a table with chairs and the furniture/appliances make a wide U-shaped path. The living room: spacious, with double access already indicated to the porch and pellet stove. It has five large bedrooms (previously 6) connected by a distributor. It has two full bathrooms: one en suite with a bathtub in the master bedroom and another newly deformed one with a shower that serves the rest of the house. The floors of the house are terrazzo and parquet depending on the area, aluminum-climalit windows and oak doors. -On the plot there is a second building in line that has a large storage room-workshop of about 15m2, a toilet and the tank for the recently released AEROTERMIA, which has been the efficient heating system that the home has since November 2023.This building ends in a covered bar-barbecue that will delight its new residents. The plot is no less interesting: fruit trees, pergola for eating, play area, swings, orchard,...and the jewel in the crown: a large swimming pool for the summer.All this in its approximately 700m2. Without community of owners.IBI of €685 Do you still hesitate to come visit it? We will wait for you MRL-1001.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2048.0,https://www.idealista.com/inmueble/103496527/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/67/b8/ed/1191343781.jpg,Calle vigo,False,-3.964771,Zona Polideportivo Colonia,Moralzarzal,nan,chalet,False
3,Madrid,169.0,False,False,"{'subtitle': 'Zona Centro, Moralzarzal', 'title': 'Terraced house'}",True,4,False,nan,False,51,041162,es,nan,369000.0,103688248,40.6761557,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"BEAUTIFUL TOWNHOUSE WITH COMMUNITY POOL IN THE CENTER OF MORALZARZAL! Semi-detached house of 169 m2 built on a solar area of 104m2 in a privileged area of Moralzarzal. We enter the house and we are presented with a covered space ideal for parking a car on the surface or other uses, an original terrace on an armored glass floor that is also the roof of an English patio that could be used as a kitchen office, laundry room, etc. , and large storage room. We find a beautiful inverted semi-detached house. MAIN FLOOR Large master bedroom suite with terrace and beautiful views, with a front of fully fitted wardrobes and a very spacious bathroom with bathtub and window. FIRST FLOOR Four bedrooms (three of them with fully fitted built-in wardrobes), in this property one of them is a more open attic space with an original glass divider that is used as an office and a full bathroom. LOW LEVEL Large living room with two well-differentiated areas and a beautiful cast iron fireplace with access to the garden of about 40 m2. From here we directly access the pool and common areas. Toilet, storage room under the stairs, large and beautiful kitchen with access to an English patio with a glass roof, ideal for different uses. On the stairs leading down to the living room, a glass divider has been installed that gives a touch of originality to the home. Piped propane gas heating, wooden floors in bedrooms and porcelain stoneware in the rest of the house, double glazed chromed aluminum windows, pine interior carpentry. 50 Euros of Community 550 Euros of IBI. Urbanization of 26 neighbors with a community pool in the center of town, a few minutes from the health center, bus station, house of culture, etc. COME SEE IT YOU'LL LIKE IT! At GRUPO CASA 10, we have a group of professionals with experience in the sector, who help you find the most profitable financing by giving you personalized advice and looking for the best financial solutions. We provide a renovation and construction estimate at no cost and at the best price. Call us for any questions without obligation Grupocasa10 Moralzarzal; Rfª; 041162.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,2183.0,https://www.idealista.com/inmueble/103688248/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/18/38/83/1197135567.jpg,Zona Centro,False,-3.9680519,Zona Centro,Moralzarzal,nan,chalet,False
1,Madrid,70.0,False,False,"{'subtitle': 'Zona Colegios, Moralzarzal', 'title': 'Flat in Urbanización Olmosierra'}",False,2,False,True,False,21,2768,es,False,175000.0,103443591,40.6764328,False,nan,sale,nan,"This flat is at Urbanización Olmosierra, 28411, Moralzarzal, Madrid, is in the district of MADRID, on floor 1. It is a sunny flat, built in 1971, that has 70 m2 of which 64 m2 are useful and has 2 rooms and 1 bathrooms. It includes mountain views, outside, communal swimming pool, good condition, parquet floor, green area, community garden, equipped kitchen, individual natural gas heating, aluminum windows, tennis court, luminous, natural gas, terrace, windows climalit, cocina amueblada, wardrobe, children's area and private urbanization.",False,{'typology': 'flat'},good,2500.0,https://www.idealista.com/inmueble/103443591/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4b/06/14/1190210046.jpg,Urbanización Olmosierra,False,-3.9724639,Zona Colegios,Moralzarzal,1,flat,False
2,Madrid,79.0,False,False,"{'subtitle': 'Zona Centro, Moralzarzal', 'title': 'Flat in La Herradura, 14'}",False,3,False,True,False,10,nan,es,False,222000.0,102865343,40.6763507,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Nice apartment in the La Herradura Urbanization. It has very beautiful gardens with a swimming pool, 2 tennis courts and a basketball, handball or soccer field with beautiful views of the mountains. The apartment has a large living room with fireplace and terrace, 3 bedrooms, 2 bathrooms, one complete and the other with a shower. It has a kitchen with a terrace-clothesline. The living room and the main bedroom face midday and overlook the gardens and the kitchen has beautiful views of the countryside and Maliciosa and the mountains.",False,{'typology': 'flat'},good,2810.0,https://www.idealista.com/inmueble/102865343/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d5/77/ef/1173054380.jpg,"La Herradura, 14",False,-3.9704867,Zona Centro,Moralzarzal,1,flat,False
2,Madrid,171.0,False,False,"{'subtitle': 'Zona Centro, Moralzarzal', 'title': 'Duplex'}",False,3,False,True,False,35,041154,es,False,370000.0,102687758,40.6817727,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"EXCLUSIVE DUPLEX OF 171 M2 WITH THREE HUGE TERRACES AND COMMUNITY POOL! WE DO NOT CHARGE FEES TO THE BUYER We present this magnificent 171 m2 duplex in a residential area and next to all services. MAIN FLOOR We access the house through a hall that distributes a large living room with two windows, a beautiful square kitchen with a large terrace/drying area (15m2), a bedroom with a built-in wardrobe and a complete bathroom with a shower. On this floor there is a beautiful second corner terrace of about 40 m2 with a very large dining area, also with space for chill out and more meters for various uses, with impressive views of the Sierra de Guadarrama National Park. FIRST FLOOR Two large bedrooms, the main one with a dressing room and both with access to another beautiful and huge terrace, full bathroom and storage room. Natural gas heating, wooden and stoneware floors in the kitchen and bathrooms, beautiful cherry doors and large double glazed aluminum windows. The house has a garage, swimming pool surrounded by a large and well-kept grass area. It is from 2009 and 135 euros of community fees are paid. One step away from the town center, supermarkets, restaurants, bus station, health center and cultural center. At Grupocasa10, we have a group of professionals with experience in the sector, who help you find the most profitable financing by giving you personalized advice and looking for the best financial solutions. We provide a renovation and construction estimate at no cost and at the best price. Call us for any questions without obligation Grupocasa10 Moralzarzal; Rfª. : 041154.",False,"{'typology': 'flat', 'subTypology': 'duplex'}",good,2164.0,https://www.idealista.com/inmueble/102687758/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/52/42/06/1163936326.jpg,Zona Centro,False,-3.9754965,Zona Centro,Moralzarzal,1,duplex,False
2,Madrid,165.0,False,False,"{'subtitle': 'Zona Centro, Moralzarzal', 'title': 'Detached house'}",False,4,False,nan,False,39,LLP171,es,nan,395000.0,101991114,40.681886,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"TOP TEAM sells an independent villa with 800 meters of plot and construction on a 165-meter granite wall from Guadarrama on one floor. For total reform. It currently has a reception area with a living room with fireplace, dining room and open kitchen, four bedrooms and two bathrooms. A second floor could be built. Consolidated garden with its own well for irrigation and mountain views, in the sunniest area of the garden a large pool can be built, at the entrance of the garden there is a parking area for two cars. Excellent location in the urban area, 100 meters from the church.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",renew,2394.0,https://www.idealista.com/inmueble/101991114/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cc/53/31/1140544277.jpg,Zona Centro,False,-3.9720704,Zona Centro,Moralzarzal,nan,chalet,False
3,Madrid,312.0,False,False,"{'subtitle': 'Zona Los Lagos, Moralzarzal', 'title': 'Semi-detached house'}",False,5,False,nan,False,40,Moralzarzal,es,nan,565000.0,103127832,40.6706627,False,nan,sale,nan,"We manage the sale of a beautiful newly built villa in Moralzarzal. The house has been executed with excellent construction management, and top quality materials, with numerous aesthetic and construction details. Completed in 2016, it has an area of 312 M2 on a 546 M2 plot. Designed to have all the spaces necessary for day-to-day life, it is on the same floor, it has a beautiful distributor that leads to a large, very bright living-dining room facing the pool area, the annex has a large kitchen from the which leads to a comfortable terrace. On this same floor we have a master bedroom with a bathroom and built-in wardrobes, two large bedrooms with built-in wardrobes, a games room with a chalkboard and a full bathroom. On the ground floor, we have a large living room with a kitchen, ideal for meetings and celebrations, two bedrooms, a storage room and a full bathroom. The entrance and perimeter are paved, it has a gazebo with bathroom and pool. Located in a quiet area and close to the town center, shops, transport, education, health, leisure, etc. Technical detail: Windows: Quote 72 mm, triple glass with the interior being low emissive, all windows with mosquito nets. Heating: 9kw Panasonic Aquarea brand Aerothermal DHW, with underfloor heating/cooling. White lacquered sparrow beak carpentry. Ventilated façade made of 3 cm thick limestone with 50 mm rock wool insulation. LED lighting throughout the house.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,1811.0,https://www.idealista.com/inmueble/103127832/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c0/cb/82/1181633230.jpg,Zona Los Lagos,False,-3.9720159,Zona Los Lagos,Moralzarzal,nan,chalet,False
3,Madrid,214.0,False,False,"{'subtitle': 'Zona Iglesia - Estación, Moralzarzal', 'title': 'Semi-detached house in prado de la laguna, 56'}",False,5,False,nan,False,25,MZC768,es,nan,526750.0,102906303,40.6911507,True,nan,sale,nan,"Moralzarzal; ARROYO DEL MORAL I promotion, BRAND NEW semi-detached houses, maximum efficiency, ENERGY CERTIFICATE A, 214 m2 built on a 327 m2 plot, practical distribution on 2 floors; On the lower floor there is an entrance hall, which leads to a bedroom, a full bathroom, a 41 m2 living room and a large 15 m2 kitchen, both with shared access to the garden, and on the upper floor it has 4 bedrooms (one type suite), and 2 bathrooms, qualities, aerothermal heating, spacious and extremely bright rooms, very well located in a quiet and residential area, surrounded by green areas, schools (kindergartens, Leonardo da Vinci school... ), as well as means of transportation, and just a step away from the urban center.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,2461.0,https://www.idealista.com/inmueble/102906303/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/87/70/65/1171361299.jpg,"prado de la laguna, 56",False,-3.9706564,Zona Iglesia - Estación,Moralzarzal,nan,chalet,False
3,Madrid,214.0,False,False,"{'subtitle': 'Zona Iglesia - Estación, Moralzarzal', 'title': 'Semi-detached house in arroyo grande, 68'}",False,5,False,nan,False,31,MZC679,es,nan,517350.0,98935970,40.6911188,True,nan,sale,nan,"Moralzarzal; ARROYO DEL MORAL I development, BRAND NEW semi-detached houses, maximum efficiency, ENERGY CERTIFICATE A, 214 m2 built on a 323 m2 plot, practical distribution over 2 floors; on the lower floor there is the entrance hall, which leads to a bedroom, a full bathroom, a 41 m2 living room and a large 15 m2 kitchen, both with shared access to the garden, and on the upper floor there are 4 bedrooms (one type suite), and 2 bathrooms, qualities, aerothermal heating, spacious and extremely bright rooms, very well located in a quiet and residential area, surrounded by green areas, schools (nurseries, Leonardo da Vinci school... ), as well as means of transport, and one step away from the urban center.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,2418.0,https://www.idealista.com/inmueble/98935970/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/42/e5/a2/1111259273.jpg,"arroyo grande, 68",False,-3.967435,Zona Iglesia - Estación,Moralzarzal,nan,chalet,False
3,Madrid,129.0,False,False,"{'subtitle': 'Zona Iglesia - Estación, Moralzarzal', 'title': 'Terraced house in pradillos'}",False,3,False,nan,False,28,MZC775,es,nan,412000.0,103803401,40.6927934,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Welcome to this magnificent semi-detached house in Moralzarzal! This two-story property has a closed garage for one car and a storage room, perfect for storing your personal belongings. Upon entering the house, you will be surprised by the large open-plan living-dining room with double light entry and a covered room ideal for relaxing. In addition, it has a work area and a full bathroom for greater comfort. The kitchen, with access to the garden, is perfect for enjoying meals outdoors. On the upper floor, you will find three large bedrooms, one of them a suite, and two bathrooms. The underfloor heating and aerothermal cooling will keep you at the perfect temperature all year round. The property has an A energy certification, which means that it is highly efficient in terms of energy consumption. The urbanization in which it is located has a green area and a swimming pool, perfect for enjoying the summer. Furthermore, the area is quiet and residential, surrounded by nature, but it is also close to the urban center and facilities. Don't miss the opportunity to visit this property and make it yours!",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,3194.0,https://www.idealista.com/inmueble/103803401/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fd/f0/9f/1200614162.jpg,pradillos,False,-3.9697573,Zona Iglesia - Estación,Moralzarzal,nan,chalet,False
2,Madrid,174.0,False,False,"{'subtitle': 'Zona Los Lagos, Moralzarzal', 'title': 'Detached house in Paseo de los Enebros'}",False,3,False,nan,False,27,434546,es,nan,400000.0,103520366,40.669903,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"This villa is at Paseo de los Enebros, 28411, Moralzarzal, Madrid. It is a villa, built in 1975, that has 174 m2 of which 145 m2 are useful and has 3 rooms and 2 bathrooms. Besides, it includes luminous, wardrobe, cocina amueblada, jardín, terrace, furnished,. , outside, renovated, piscina, chimney, individual heating and garage included.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2299.0,https://www.idealista.com/inmueble/103520366/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5f/17/9d/1192097269.jpg,Paseo de los Enebros,False,-3.9641668,Zona Los Lagos,Moralzarzal,nan,chalet,False
3,Madrid,213.0,False,False,"{'subtitle': 'Zona Iglesia - Estación, Moralzarzal', 'title': 'Semi-detached house in San Miguel'}",False,4,False,nan,False,47,San Miguel,es,nan,459000.0,103759995,40.7000568,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"POSSIBILITY OF 100% FINANCING OF YOUR MORTGAGE LOAN. Moralzarzal real estate agency Tecnocasa ESTUDIO MORALZARZAL SLU sells: semi-detached house with a 538m² plot in the El Retamar urbanization. The ground floor is distributed in: hallway that connects to a guest toilet and a large bedroom on the ground floor. In the middle of the hallway we find a very bright, completely updated kitchen with independent access to the garden and, at the end of it, a huge living room with large windows, great light and with the access staircase to the second floor in full view. The first floor is distributed in 3 large bedrooms, all with fitted wardrobes, and two full bathrooms, one of them with a shower in the hallway and the other with a hydromassage bathtub located inside the master bedroom. The entire upper floor has great light thanks to its high ceilings, giving a great feeling of spaciousness and large storage space. Likewise, all the exposed wooden beams give a rustic touch to the entire home. The chalet has a 538m² plot on which we find a garage of about 25m² and a large storage area next to the boiler room. All the heating in the house is powered by a pellet boiler system connected to all the radiators in the property. The house has a piped propane gas installation, although today it is supplied with pellets. The entrance gate for cars has an automatic motor and the rest of the plot is distributed in 4 different areas: a paved area, an area of synthetic grass for recreation, an area of natural grass and the pool, 7 meters long. long by 4 meters wide, along with a solar shower and a large covered wooden porch adjacent to the access to the living room. All the windows in the house are made of climalit double-glazed PVC with thermal break; It has mosquito nets installed in all of them, except for the windows. The house has been almost completely renovated in several of its rooms, all of them no more than 10 years old. The property is located in the El Retamar area, a quiet area, surrounded by vegetation and with easy access to mountain trails. At the same time, it is about 3 minutes from the Capellanía industrial estate which has all the services: supermarkets, shops, bars, etc. Less than 5 minutes walk away we find bus stops with easy transportation to Madrid (approximately 35/40 minutes) or to the town center (5 minutes).",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,2155.0,https://www.idealista.com/inmueble/103759995/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/17/81/1b/1199331066.jpg,San Miguel,False,-3.9649955,Zona Iglesia - Estación,Moralzarzal,nan,chalet,False
3,Madrid,177.0,False,False,"{'subtitle': 'Zona Colegios, Moralzarzal', 'title': 'Terraced house in Ruben Dario'}",False,4,False,nan,False,46,nan,es,nan,357990.0,102880113,40.6737752,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"LE' CORBUSIER SELLS MAGNIFICENT VILLA TO ENTER TO LIVE IN The house is completely renovated with 4 bedrooms, 3 bathrooms, kitchen with office, living room, separate garden with pool and fireplace, garage for a large car. The house is distributed as follows: -Ground floor entrance: from the entrance direct access to the covered garage, glazed hall and built-in wardrobe, prior to the main entrance with a large hall. On the left we find a bright kitchen with an office, on the right we find a large toilet, the staircase that gives access to the upper floor made of marble and metal handrails. In front we find a spacious, very bright living room divided into 2 rooms (living and dining area), with direct access to the independent garden with swimming pool to delight family and friends. In the garden we find a built-in CHOCO, a tiled floor with a fireplace to have an independent space. -On the first floor: Large hallway which gives access to the four bedrooms, shared bathroom with bathtub that serves 3 of the bedrooms, and master bedroom with en-suite bathroom. All bedrooms have built-in and lined wardrobes. Rectified ceramic stoneware floors, smooth paint, white lacquered doors, watertight boiler, tilt-and-turn PVC windows. The location is unbeatable: schools, banks, shops, supermarkets, direct access to M608 with direct buses to Madrid center. TO ENTER TO LIVE FINANCING UP TO 100%.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,2023.0,https://www.idealista.com/inmueble/102880113/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c5/8b/61/1179730397.jpg,RUBEN DARIO,False,-3.9753542,Zona Colegios,Moralzarzal,nan,chalet,False
2,Madrid,215.0,False,False,"{'subtitle': 'Zona Centro, Moralzarzal', 'title': 'Detached house in sur'}",False,3,False,nan,False,26,CM738,es,nan,399000.0,101201047,40.6773825,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Moralzarzal, Detached villa 215 m2 built on a 400 m2 plot, very good distribution; entrance hall with wardrobe that gives access to the living room, (very bright and with fireplace), kitchen, (raw), and up to the bedrooms (the main suite type with bathroom and dressing room), or down to the garage (for 2 cars ), and possibility of a basement (50 m2 raw with downspouts and prepared facilities, very well located in a quiet and residential area, a step away from the urban center, and with the bus stop at the street access.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1856.0,https://www.idealista.com/inmueble/101201047/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/07/ff/be/1114229738.jpg,sur,False,-3.9703122,Zona Centro,Moralzarzal,nan,chalet,False
1,Madrid,90.0,False,False,"{'subtitle': 'Zona Centro, Moralzarzal', 'title': 'Flat in Huerta'}",False,3,False,True,False,26,nan,es,False,108000.0,101598805,40.6798079,False,nan,sale,nan,"MOLET INMOBILIARIA EN LA SIERRA sells the NAKED OWNERSHIP of this apartment with three bedrooms and a bathroom located in the center of Moralzarzal. Only the BARE OWNERSHIP of the property is for sale. The current owner will maintain the USUFRUCT for LIFE. The house has an independent kitchen, living room, two double bedrooms and one single, bathroom with shower and clothesline-storage room. Very well located near the bus station and the bullring. The owner is 68 years old and his wife is 62 and they will maintain the USUFRUCT for LIFE. DO NOT MISS THIS INVESTMENT OPPORTUNITY. MOLET REAL ESTATE IN LA SIERRA - CALL US AND WE WILL VALUE YOUR HOUSE WITHOUT COMMITMENT.",False,{'typology': 'flat'},good,1200.0,https://www.idealista.com/inmueble/101598805/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2c/d6/98/1127460809.jpg,Huerta,False,-3.9728089,Zona Centro,Moralzarzal,1,flat,False
